=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:49: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCICdwLgAgIwAYA0coA9aLeL8AmXAT2wFokA6BAX11QPAF0UAoMPbBE8qgNgCsddKgTg0EfImHhUAZmZsOpeBUoB2IfRRJF7SdgAsPVVQCcM1Ib0cpRdCrhr1M7oxb7O8bg96VBrihiEl7SuNwKHsp+moG6UQbwxr6mlBbhKNYJofbgjs4yRO5KiTgpTvxa6ETBcKW0uESRJXkxVeBE8S1Sya2p6dWZNqUCJhUao+gAFlyU7UQCwzljambtcijFnlI+feMBuBu19TIbzZ75VLGHOks9K+anQ9nQqsi4kFLqH47mgrh2B6UAiWFAADjuXCBBxEKHU4jqoQasLMkKSQOusOQS0uaVBfDRcFyuJcGQh2R20Pa3HhIR2gVRFKMGOpQS6Fz8A3A3AJTMIGMK4MJu1xMI6cIRJ0aKEZ3WZ5Wc8zZOM5gt5creLNwM28cyeiz5RKBaye5I1ZT2ajFG1piPpN1l23llqu62V2VxXI2vKYQA
13:36:50: [INFO] Add Net-(D34-A) net
13:36:50: [INFO] Add Net-(D35-A) net
13:36:50: [INFO] Add Net-(D36-A) net
13:36:50: [INFO] Add Net-(D37-A) net
13:36:50: [INFO] Add Net-(D38-A) net
13:36:50: [INFO] Add Net-(D39-A) net
13:36:50: [INFO] Add Net-(D4-A) net
13:36:50: [INFO] Add Net-(D40-A) net
13:36:50: [INFO] Add Net-(D41-A) net
13:36:50: [INFO] Add Net-(D42-A) net
13:36:50: [INFO] Add Net-(D5-A) net
13:36:50: [INFO] Add Net-(D6-A) net
13:36:50: [INFO] Add Net-(D7-A) net
13:36:50: [INFO] Add Net-(D8-A) net
13:36:50: [INFO] Add Net-(D9-A) net
13:36:50: [INFO] Add ROW0 net
13:36:50: [INFO] Add ROW1 net
13:36:50: [INFO] Add ROW2 net
13:36:50: [INFO] Add ROW3 net
13:36:50: [INFO] Add SW1 footprint
13:36:50: [INFO] Add D1 footprint
13:36:50: [INFO] Add SW2 footprint
13:36:50: [INFO] Add D2 footprint
13:36:50: [INFO] Add SW3 footprint
13:36:50: [INFO] Add D3 footprint
13:36:50: [INFO] Add SW4 footprint
13:36:50: [INFO] Add D4 footprint
13:36:50: [INFO] Add SW5 footprint
13:36:50: [INFO] Add D5 footprint
13:36:50: [INFO] Add SW6 footprint
13:36:50: [INFO] Add D6 footprint
13:36:50: [INFO] Add SW7 footprint
13:36:50: [INFO] Add D7 footprint
13:36:50: [INFO] Add SW8 footprint
13:36:50: [INFO] Add D8 footprint
13:36:50: [INFO] Add SW9 footprint
13:36:50: [INFO] Add D9 footprint
13:36:50: [INFO] Add SW10 footprint
13:36:50: [INFO] Add D10 footprint
13:36:50: [INFO] Add SW11 footprint
13:36:50: [INFO] Add D11 footprint
13:36:50: [INFO] Add SW12 footprint
13:36:50: [INFO] Add D12 footprint
13:36:50: [INFO] Add SW13 footprint
13:36:50: [INFO] Add D13 footprint
13:36:50: [INFO] Add SW14 footprint
13:36:50: [INFO] Add D14 footprint
13:36:50: [INFO] Add SW15 footprint
13:36:50: [INFO] Add D15 footprint
13:36:50: [INFO] Add SW16 footprint
13:36:50: [INFO] Add D16 footprint
13:36:50: [INFO] Add SW17 footprint
13:36:50: [INFO] Add D17 footprint
13:36:50: [INFO] Add SW18 footprint
13:36:50: [INFO] Add D18 footprint
13:36:51: [INFO] Add SW19 footprint
13:36:51: [INFO] Add D19 footprint
13:36:51: [INFO] Add SW20 footprint
13:36:51: [INFO] Add D20 footprint
13:36:51: [INFO] Add SW21 footprint
13:36:51: [INFO] Add D21 footprint
13:36:51: [INFO] Add SW22 footprint
13:36:51: [INFO] Add D22 footprint
13:36:51: [INFO] Add SW23 footprint
13:36:51: [INFO] Add D23 footprint
13:36:51: [INFO] Add SW24 footprint
13:36:51: [INFO] Add D24 footprint
13:36:51: [INFO] Add SW25 footprint
13:36:51: [INFO] Add D25 footprint
13:36:51: [INFO] Add SW26 footprint
13:36:51: [INFO] Add D26 footprint
13:36:51: [INFO] Add SW27 footprint
13:36:51: [INFO] Add D27 footprint
13:36:51: [INFO] Add SW28 footprint
13:36:51: [INFO] Add D28 footprint
13:36:51: [INFO] Add SW29 footprint
13:36:51: [INFO] Add D29 footprint
13:36:51: [INFO] Add SW30 footprint
13:36:51: [INFO] Add D30 footprint
13:36:51: [INFO] Add SW31 footprint
13:36:51: [INFO] Add D31 footprint
13:36:51: [INFO] Add SW32 footprint
13:36:51: [INFO] Add D32 footprint
13:36:51: [INFO] Add SW33 footprint
13:36:51: [INFO] Add D33 footprint
13:36:51: [INFO] Add SW34 footprint
13:36:51: [INFO] Add D34 footprint
13:36:51: [INFO] Add SW35 footprint
13:36:51: [INFO] Add D35 footprint
13:36:52: [INFO] Add SW36 footprint
13:36:52: [INFO] Add D36 footprint
13:36:52: [INFO] Add SW37 footprint
13:36:52: [INFO] Add D37 footprint
13:36:52: [INFO] Add SW38 footprint
13:36:52: [INFO] Add D38 footprint
13:36:52: [INFO] Add SW39 footprint
13:36:52: [INFO] Add D39 footprint
13:36:52: [INFO] Add SW40 footprint
13:36:52: [INFO] Add D40 footprint
13:36:52: [INFO] Add SW41 footprint
13:36:52: [INFO] Add D41 footprint
13:36:52: [INFO] Add SW42 footprint
13:36:52: [INFO] Add D42 footprint
13:36:52: [INFO] Detected layout convertible to matrix annotated keyboard
13:36:52: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:36:52: [INFO] Layout offset: (28575000, 30480000)
13:36:52: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:36:52: [INFO] Placing additional elements for SW42
13:36:52: [INFO] Placing additional elements for SW41
13:36:52: [INFO] Placing additional elements for SW40
13:36:52: [INFO] Placing additional elements for SW39
13:36:52: [INFO] Placing additional elements for SW38
13:36:52: [INFO] Placing additional elements for SW37
13:36:52: [INFO] Placing additional elements for SW36
13:36:52: [INFO] Placing additional elements for SW35
13:36:52: [INFO] Placing additional elements for SW34
13:36:52: [INFO] Placing additional elements for SW33
13:36:52: [INFO] Placing additional elements for SW32
13:36:52: [INFO] Placing additional elements for SW31
13:36:52: [INFO] Placing additional elements for SW30
13:36:52: [INFO] Placing additional elements for SW29
13:36:52: [INFO] Placing additional elements for SW28
13:36:52: [INFO] Placing additional elements for SW27
13:36:52: [INFO] Placing additional elements for SW26
13:36:52: [INFO] Placing additional elements for SW25
13:36:52: [INFO] Placing additional elements for SW24
13:36:52: [INFO] Placing additional elements for SW23
13:36:52: [INFO] Placing additional elements for SW22
13:36:52: [INFO] Placing additional elements for SW21
13:36:52: [INFO] Placing additional elements for SW20
13:36:52: [INFO] Placing additional elements for SW19
13:36:52: [INFO] Placing additional elements for SW18
13:36:52: [INFO] Placing additional elements for SW17
13:36:52: [INFO] Placing additional elements for SW16
13:36:52: [INFO] Placing additional elements for SW15
13:36:52: [INFO] Placing additional elements for SW14
13:36:52: [INFO] Placing additional elements for SW13
13:36:52: [INFO] Placing additional elements for SW12
13:36:52: [INFO] Placing additional elements for SW11
13:36:52: [INFO] Placing additional elements for SW10
13:36:52: [INFO] Placing additional elements for SW9
13:36:52: [INFO] Placing additional elements for SW8
13:36:52: [INFO] Placing additional elements for SW7
13:36:52: [INFO] Placing additional elements for SW6
13:36:52: [INFO] Placing additional elements for SW5
13:36:52: [INFO] Placing additional elements for SW4
13:36:52: [INFO] Placing additional elements for SW3
13:36:52: [INFO] Placing additional elements for SW2
13:36:52: [INFO] Placing additional elements for SW1
13:36:52: [INFO] Routing SW42 with D42
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW42:2' at (260868115, 101699662) with pad 'D42:2' at (264703145, 108821919) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(260868115, 101699662), (261760666, 106761573)]
13:36:52: [INFO] Adding track segment (B.Cu): [(261760666, 106761573), (264703145, 108821919)]
13:36:52: [INFO] Routing SW41 with D41
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW41:2' at (241280528, 100317513) with pad 'D41:2' at (245115558, 107439770) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(241280528, 100317513), (242173079, 105379424)]
13:36:52: [INFO] Adding track segment (B.Cu): [(242173079, 105379424), (245115558, 107439770)]
13:36:52: [INFO] Routing SW40 with D40
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW40:2' at (221362141, 97059305) with pad 'D40:2' at (225197171, 104181562) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(221362141, 97059305), (222254692, 102121216)]
13:36:52: [INFO] Adding track segment (B.Cu): [(222254692, 102121216), (225197171, 104181562)]
13:36:52: [INFO] Routing SW39 with D39
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW39:2' at (203759352, 106933508) with pad 'D39:2' at (207594382, 114055765) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(203759352, 106933508), (204651902, 111995418)]
13:36:52: [INFO] Adding track segment (B.Cu): [(204651902, 111995418), (207594382, 114055765)]
13:36:52: [INFO] Routing SW38 with D38
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW38:2' at (186156564, 116807712) with pad 'D38:2' at (189991594, 123929969) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(186156564, 116807712), (187049115, 121869623)]
13:36:52: [INFO] Adding track segment (B.Cu): [(187049115, 121869623), (189991594, 123929969)]
13:36:52: [INFO] Routing SW37 with D37
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW37:2' at (165741977, 110735416) with pad 'D37:2' at (169577007, 117857673) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(165741977, 110735416), (166634527, 115797326)]
13:36:52: [INFO] Adding track segment (B.Cu): [(166634527, 115797326), (169577007, 117857673)]
13:36:52: [INFO] Routing SW36 with D36
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW36:2' at (121868398, 117722643) with pad 'D36:2' at (123036191, 125727032) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(121868398, 117722643), (120975845, 122784554)]
13:36:52: [INFO] Adding track segment (B.Cu): [(120975845, 122784554), (123036191, 125727032)]
13:36:52: [INFO] Routing SW35 with D35
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW35:2' at (104265609, 107848439) with pad 'D35:2' at (105433402, 115852828) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(104265609, 107848439), (103373057, 112910350)]
13:36:52: [INFO] Adding track segment (B.Cu): [(103373057, 112910350), (105433402, 115852828)]
13:36:52: [INFO] Routing SW34 with D34
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW34:2' at (86662821, 97974236) with pad 'D34:2' at (87830614, 105978625) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(86662821, 97974236), (85770268, 103036147)]
13:36:52: [INFO] Adding track segment (B.Cu): [(85770268, 103036147), (87830614, 105978625)]
13:36:52: [INFO] Routing SW33 with D33
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW33:2' at (66744434, 101232444) with pad 'D33:2' at (67912227, 109236833) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(66744434, 101232444), (65851881, 106294355)]
13:36:52: [INFO] Adding track segment (B.Cu): [(65851881, 106294355), (67912227, 109236833)]
13:36:52: [INFO] Routing SW32 with D32
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW32:2' at (47156847, 102614593) with pad 'D32:2' at (48324640, 110618982) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(47156847, 102614593), (46264294, 107676504)]
13:36:52: [INFO] Adding track segment (B.Cu): [(46264294, 107676504), (48324640, 110618982)]
13:36:52: [INFO] Routing SW31 with D31
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW31:2' at (257560117, 82939074) with pad 'D31:2' at (261395147, 90061331) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(257560117, 82939074), (258452668, 88000984)]
13:36:52: [INFO] Adding track segment (B.Cu): [(258452668, 88000984), (261395147, 90061331)]
13:36:52: [INFO] Routing SW30 with D30
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW30:2' at (237972530, 81556925) with pad 'D30:2' at (241807560, 88679182) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(237972530, 81556925), (238865081, 86618836)]
13:36:52: [INFO] Adding track segment (B.Cu): [(238865081, 86618836), (241807560, 88679182)]
13:36:52: [INFO] Routing SW29 with D29
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW29:2' at (218054143, 78298717) with pad 'D29:2' at (221889173, 85420974) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(218054143, 78298717), (218946694, 83360628)]
13:36:52: [INFO] Adding track segment (B.Cu): [(218946694, 83360628), (221889173, 85420974)]
13:36:52: [INFO] Routing SW28 with D28
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW28:2' at (200451355, 88172921) with pad 'D28:2' at (204286385, 95295178) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(200451355, 88172921), (201343906, 93234832)]
13:36:52: [INFO] Adding track segment (B.Cu): [(201343906, 93234832), (204286385, 95295178)]
13:36:52: [INFO] Routing SW27 with D27
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW27:2' at (182848566, 98047124) with pad 'D27:2' at (186683596, 105169381) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(182848566, 98047124), (183741117, 103109035)]
13:36:52: [INFO] Adding track segment (B.Cu): [(183741117, 103109035), (186683596, 105169381)]
13:36:52: [INFO] Routing SW26 with D26
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW26:2' at (142282984, 111650347) with pad 'D26:2' at (143450777, 119654736) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(142282984, 111650347), (141390432, 116712258)]
13:36:52: [INFO] Adding track segment (B.Cu): [(141390432, 116712258), (143450777, 119654736)]
13:36:52: [INFO] Routing SW25 with D25
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW25:2' at (125176395, 98962055) with pad 'D25:2' at (126344188, 106966444) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(125176395, 98962055), (124283842, 104023966)]
13:36:52: [INFO] Adding track segment (B.Cu): [(124283842, 104023966), (126344188, 106966444)]
13:36:52: [INFO] Routing SW24 with D24
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW24:2' at (107573607, 89087851) with pad 'D24:2' at (108741400, 97092240) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(107573607, 89087851), (106681055, 94149762)]
13:36:52: [INFO] Adding track segment (B.Cu): [(106681055, 94149762), (108741400, 97092240)]
13:36:52: [INFO] Routing SW23 with D23
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW23:2' at (89970819, 79213648) with pad 'D23:2' at (91138612, 87218037) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(89970819, 79213648), (89078266, 84275559)]
13:36:52: [INFO] Adding track segment (B.Cu): [(89078266, 84275559), (91138612, 87218037)]
13:36:52: [INFO] Routing SW22 with D22
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW22:2' at (70052432, 82471856) with pad 'D22:2' at (71220225, 90476245) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(70052432, 82471856), (69159879, 87533767)]
13:36:52: [INFO] Adding track segment (B.Cu): [(69159879, 87533767), (71220225, 90476245)]
13:36:52: [INFO] Routing SW21 with D21
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW21:2' at (50464844, 83854005) with pad 'D21:2' at (51632637, 91858394) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(50464844, 83854005), (49572291, 88915916)]
13:36:52: [INFO] Adding track segment (B.Cu): [(49572291, 88915916), (51632637, 91858394)]
13:36:52: [INFO] Routing SW20 with D20
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW20:2' at (254252119, 64178487) with pad 'D20:2' at (258087149, 71300744) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(254252119, 64178487), (255144669, 69240397)]
13:36:52: [INFO] Adding track segment (B.Cu): [(255144669, 69240397), (258087149, 71300744)]
13:36:52: [INFO] Routing SW19 with D19
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW19:2' at (234664532, 62796337) with pad 'D19:2' at (238499562, 69918594) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(234664532, 62796337), (235557082, 67858247)]
13:36:52: [INFO] Adding track segment (B.Cu): [(235557082, 67858247), (238499562, 69918594)]
13:36:52: [INFO] Routing SW18 with D18
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW18:2' at (214746145, 59538129) with pad 'D18:2' at (218581175, 66660386) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(214746145, 59538129), (215638695, 64600039)]
13:36:52: [INFO] Adding track segment (B.Cu): [(215638695, 64600039), (218581175, 66660386)]
13:36:52: [INFO] Routing SW17 with D17
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW17:2' at (197143357, 69412333) with pad 'D17:2' at (200978387, 76534590) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(197143357, 69412333), (198035908, 74474244)]
13:36:52: [INFO] Adding track segment (B.Cu): [(198035908, 74474244), (200978387, 76534590)]
13:36:52: [INFO] Routing SW16 with D16
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW16:2' at (179540568, 79286536) with pad 'D16:2' at (183375598, 86408793) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(179540568, 79286536), (180433118, 84348446)]
13:36:52: [INFO] Adding track segment (B.Cu): [(180433118, 84348446), (183375598, 86408793)]
13:36:52: [INFO] Routing SW15 with D15
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW15:2' at (128484393, 80201467) with pad 'D15:2' at (129652186, 88205856) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(128484393, 80201467), (127591840, 85263377)]
13:36:52: [INFO] Adding track segment (B.Cu): [(127591840, 85263377), (129652186, 88205856)]
13:36:52: [INFO] Routing SW14 with D14
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW14:2' at (110881605, 70327264) with pad 'D14:2' at (112049398, 78331653) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(110881605, 70327264), (109989052, 75389175)]
13:36:52: [INFO] Adding track segment (B.Cu): [(109989052, 75389175), (112049398, 78331653)]
13:36:52: [INFO] Routing SW13 with D13
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW13:2' at (93278816, 60453060) with pad 'D13:2' at (94446609, 68457449) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(93278816, 60453060), (92386263, 65514969)]
13:36:52: [INFO] Adding track segment (B.Cu): [(92386263, 65514969), (94446609, 68457449)]
13:36:52: [INFO] Routing SW12 with D12
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW12:2' at (73360429, 63711268) with pad 'D12:2' at (74528222, 71715657) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(73360429, 63711268), (72467876, 68773179)]
13:36:52: [INFO] Adding track segment (B.Cu): [(72467876, 68773179), (74528222, 71715657)]
13:36:52: [INFO] Routing SW11 with D11
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW11:2' at (53772842, 65093417) with pad 'D11:2' at (54940635, 73097806) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(53772842, 65093417), (52880289, 70155327)]
13:36:52: [INFO] Adding track segment (B.Cu): [(52880289, 70155327), (54940635, 73097806)]
13:36:52: [INFO] Routing SW10 with D10
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW10:2' at (250944122, 45417899) with pad 'D10:2' at (254779152, 52540156) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(250944122, 45417899), (251836673, 50479810)]
13:36:52: [INFO] Adding track segment (B.Cu): [(251836673, 50479810), (254779152, 52540156)]
13:36:52: [INFO] Routing SW9 with D9
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW9:2' at (231356534, 44035750) with pad 'D9:2' at (235191564, 51158007) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(231356534, 44035750), (232249084, 49097661)]
13:36:52: [INFO] Adding track segment (B.Cu): [(232249084, 49097661), (235191564, 51158007)]
13:36:52: [INFO] Routing SW8 with D8
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW8:2' at (211438148, 40777542) with pad 'D8:2' at (215273178, 47899799) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(211438148, 40777542), (212330698, 45839453)]
13:36:52: [INFO] Adding track segment (B.Cu): [(212330698, 45839453), (215273178, 47899799)]
13:36:52: [INFO] Routing SW7 with D7
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW7:2' at (193835359, 50651745) with pad 'D7:2' at (197670389, 57774002) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(193835359, 50651745), (194727910, 55713655)]
13:36:52: [INFO] Adding track segment (B.Cu): [(194727910, 55713655), (197670389, 57774002)]
13:36:52: [INFO] Routing SW6 with D6
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW6:2' at (176232571, 60525949) with pad 'D6:2' at (180067601, 67648206) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(176232571, 60525949), (177125122, 65587860)]
13:36:52: [INFO] Adding track segment (B.Cu): [(177125122, 65587860), (180067601, 67648206)]
13:36:52: [INFO] Routing SW5 with D5
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW5:2' at (131792391, 61440879) with pad 'D5:2' at (132960184, 69445268) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(131792391, 61440879), (130899839, 66502790)]
13:36:52: [INFO] Adding track segment (B.Cu): [(130899839, 66502790), (132960184, 69445268)]
13:36:52: [INFO] Routing SW4 with D4
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW4:2' at (114189603, 51566676) with pad 'D4:2' at (115357396, 59571065) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(114189603, 51566676), (113297050, 56628587)]
13:36:52: [INFO] Adding track segment (B.Cu): [(113297050, 56628587), (115357396, 59571065)]
13:36:52: [INFO] Routing SW3 with D3
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW3:2' at (96586814, 41692473) with pad 'D3:2' at (97754607, 49696862) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(96586814, 41692473), (95694262, 46754384)]
13:36:52: [INFO] Adding track segment (B.Cu): [(95694262, 46754384), (97754607, 49696862)]
13:36:52: [INFO] Routing SW2 with D2
13:36:52: [INFO] Using internal autorouter method
