=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:33:41: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwDoDsBWANHcBPWcAmJAzbAY33AGIATAI3pooF8twAGDd8LCaeBEQAsrbJwQIe2AMwYE3ALoYAUGCj5kpcAHcNxNKPAIuUvhuFtdA1AbbGJ4JarMDLe9IYIne6gRexWiPqecpJOavxw7DaGstxsspI+kYJIIgmhjipqAE74QmyR0kgIWnjwALRCwWziWc6+cMWlhvb1EfjNttheYdkQefAAHIX5SGX4FcUkhpwEUhwY0gucQisYaO0ucNXdRhjzdksLxmtHm+HbuyGHPcdsXmd3F-2NaOOx93AQgQSfaAAdAB2wOBnEUr0iADZxmxylEajIMEJQSCgXUMoC0WC5FtwIM4BURthIgBOfRwyZEDy1DBQ9YodZDdakvFkxH7elHRlHZlHVmXRrkmYPOkLLw8u58u4CyH4YVaX6fKGo4HGeJI5mC9kkSnwaIipEq7FAtoZFCq024wUEqqjATFdB6wkww2LeRsjSOvb2CENFLekIehQKIA
13:33:45: [INFO] Routing SW9 with D9
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW9:2' at (269398337, 76883162) with pad 'D9:2' at (272982467, 84134920) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(269398337, 76883162), (270113685, 81973138)]
13:33:45: [INFO] Adding track segment (B.Cu): [(270113685, 81973138), (272982467, 84134920)]
13:33:45: [INFO] Routing SW8 with D8
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW8:2' at (250533730, 79534409) with pad 'D8:2' at (254117860, 86786167) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(250533730, 79534409), (251249078, 84624385)]
13:33:45: [INFO] Adding track segment (B.Cu): [(251249078, 84624385), (254117860, 86786167)]
13:33:45: [INFO] Routing SW7 with D7
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW7:2' at (231669123, 82185657) with pad 'D7:2' at (235253253, 89437415) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(231669123, 82185657), (232384472, 87275632)]
13:33:45: [INFO] Adding track segment (B.Cu): [(232384472, 87275632), (235253253, 89437415)]
13:33:45: [INFO] Routing SW6 with D6
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW6:2' at (181511327, 82790784) with pad 'D6:2' at (182957758, 90749542) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(181511327, 82790784), (180795976, 87880762)]
13:33:45: [INFO] Adding track segment (B.Cu): [(180795976, 87880762), (182957758, 90749542)]
13:33:45: [INFO] Routing SW5 with D5
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW5:2' at (162646720, 80139536) with pad 'D5:2' at (164093151, 88098294) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(162646720, 80139536), (161931370, 85229513)]
13:33:45: [INFO] Adding track segment (B.Cu): [(161931370, 85229513), (164093151, 88098294)]
13:33:45: [INFO] Routing SW4 with D4
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW4:2' at (143782113, 77488289) with pad 'D4:2' at (145228544, 85447047) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(143782113, 77488289), (143066762, 82578265)]
13:33:45: [INFO] Adding track segment (B.Cu): [(143066762, 82578265), (145228544, 85447047)]
13:33:45: [INFO] Routing SW3 with D3
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW3:2' at (124917507, 74837041) with pad 'D3:2' at (126363938, 82795799) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(124917507, 74837041), (124202156, 79927018)]
13:33:45: [INFO] Adding track segment (B.Cu): [(124202156, 79927018), (126363938, 82795799)]
13:33:45: [INFO] Routing SW2 with D2
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW2:2' at (102266646, 71281386) with pad 'D2:2' at (104264728, 79119859) using coordinate system rotated by 4.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(102266646, 71281386), (101908096, 76408865)]
13:33:45: [INFO] Adding track segment (B.Cu): [(101908096, 76408865), (104264728, 79119859)]
13:33:45: [INFO] Routing SW1 with D1
13:33:45: [INFO] Using internal autorouter method
13:33:45: [INFO] Routing pad 'SW1:2' at (78740000, 71120000) with pad 'D1:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:33:45: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:33:45: [INFO] Routing COL3 pads
13:33:45: [INFO] Routing pad 'SW39:1' at (129186668, 135713641) with pad 'SW28:1' at (131837916, 116849034) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(129186668, 135713641), (131837915, 116849033)]
13:33:45: [INFO] Adding track segment (F.Cu): [(131837915, 116849033), (131837916, 116849034)]
13:33:45: [INFO] Routing pad 'SW28:1' at (131837916, 116849034) with pad 'SW16:1' at (134489164, 97984427) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(131837916, 116849034), (134489162, 97984427)]
13:33:45: [INFO] Adding track segment (F.Cu): [(134489162, 97984427), (134489164, 97984427)]
13:33:45: [INFO] Routing pad 'SW16:1' at (134489164, 97984427) with pad 'SW4:1' at (137140411, 79119821) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(134489164, 97984427), (137140411, 79119821)]
13:33:45: [INFO] Adding track segment (F.Cu): [(137140411, 79119821), (137140411, 79119821)]
13:33:45: [INFO] Routing ROW1 pads
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D13 at 90.0 degree(s) and footprint2: D14 at 86.0 degree(s)
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D14 at 86.0 degree(s) and footprint2: D15 at 82.0 degree(s)
13:33:45: [INFO] Routing pad 'D15:1' at (123323006, 104433156) with pad 'D16:1' at (142187613, 107084403) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(123323006, 104433156), (142187611, 107084402)]
13:33:45: [INFO] Adding track segment (B.Cu): [(142187611, 107084402), (142187613, 107084403)]
13:33:45: [INFO] Routing pad 'D16:1' at (142187613, 107084403) with pad 'D17:1' at (161052219, 109735651) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(142187613, 107084403), (161052217, 109735649)]
13:33:45: [INFO] Adding track segment (B.Cu): [(161052217, 109735649), (161052219, 109735651)]
13:33:45: [INFO] Routing pad 'D17:1' at (161052219, 109735651) with pad 'D18:1' at (179916826, 112386898) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(161052219, 109735651), (179916824, 112386897)]
13:33:45: [INFO] Adding track segment (B.Cu): [(179916824, 112386897), (179916826, 112386898)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D18 at 82.0 degree(s) and footprint2: D19 at 98.0 degree(s)
13:33:45: [INFO] Routing pad 'D19:1' at (238294185, 111074772) with pad 'D20:1' at (257158792, 108423524) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(238294185, 111074772), (257158791, 108423523)]
13:33:45: [INFO] Adding track segment (B.Cu): [(257158791, 108423523), (257158792, 108423524)]
13:33:45: [INFO] Routing pad 'D20:1' at (257158792, 108423524) with pad 'D21:1' at (276023398, 105772277) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(257158792, 108423524), (276023397, 105772276)]
13:33:45: [INFO] Adding track segment (B.Cu): [(276023397, 105772276), (276023398, 105772277)]
13:33:45: [INFO] Routing pad 'D21:1' at (276023398, 105772277) with pad 'D22:1' at (294888005, 103121029) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(276023398, 105772277), (294888004, 103121028)]
13:33:45: [INFO] Adding track segment (B.Cu): [(294888004, 103121028), (294888005, 103121029)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D22 at 98.0 degree(s) and footprint2: D23 at 94.0 degree(s)
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D23 at 94.0 degree(s) and footprint2: D24 at 90.0 degree(s)
13:33:45: [INFO] Routing ROW3 pads
13:33:45: [INFO] Routing pad 'D37:1' at (62230000, 138750000) with pad 'D38:1' at (81280000, 138750000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(62230000, 138750000), (81280000, 138750000)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D38 at 90.0 degree(s) and footprint2: D39 at 82.0 degree(s)
13:33:45: [INFO] Routing pad 'D39:1' at (136885117, 144813617) with pad 'D40:1' at (155749724, 147464864) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(136885117, 144813617), (155749723, 147464863)]
13:33:45: [INFO] Adding track segment (B.Cu): [(155749723, 147464863), (155749724, 147464864)]
13:33:45: [INFO] Routing pad 'D40:1' at (155749724, 147464864) with pad 'D41:1' at (165182028, 148790488) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(155749724, 147464864), (165182027, 148790487)]
13:33:45: [INFO] Adding track segment (B.Cu): [(165182027, 148790487), (165182028, 148790488)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D41 at 82.0 degree(s) and footprint2: D42 at 98.0 degree(s)
13:33:45: [INFO] Routing pad 'D42:1' at (253028983, 147478361) with pad 'D43:1' at (262461287, 146152738) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(253028983, 147478361), (262461285, 146152736)]
13:33:45: [INFO] Adding track segment (B.Cu): [(262461285, 146152736), (262461287, 146152738)]
13:33:45: [INFO] Routing pad 'D43:1' at (262461287, 146152738) with pad 'D44:1' at (281325894, 143501490) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(262461287, 146152738), (281325893, 143501489)]
13:33:45: [INFO] Adding track segment (B.Cu): [(281325893, 143501489), (281325894, 143501490)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D44 at 98.0 degree(s) and footprint2: D46 at 90.0 degree(s)
13:33:45: [INFO] Routing pad 'D46:1' at (336550000, 138750000) with pad 'D45:1' at (355600000, 81600000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(336550000, 138750000), (355600000, 119700000)]
13:33:45: [INFO] Adding track segment (B.Cu): [(355600000, 119700000), (355600000, 81600000)]
13:33:45: [INFO] Routing COL0 pads
13:33:45: [INFO] Routing pad 'SW37:1' at (53340000, 130810000) with pad 'SW25:1' at (65246250, 111760000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(53340000, 130810000), (65246250, 118903750)]
13:33:45: [INFO] Adding track segment (F.Cu): [(65246250, 118903750), (65246250, 111760000)]
13:33:45: [INFO] Routing pad 'SW25:1' at (65246250, 111760000) with pad 'SW13:1' at (70008750, 92710000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(65246250, 111760000), (70008750, 106997500)]
13:33:45: [INFO] Adding track segment (F.Cu): [(70008750, 106997500), (70008750, 92710000)]
13:33:45: [INFO] Routing pad 'SW13:1' at (70008750, 92710000) with pad 'SW1:1' at (72390000, 73660000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(70008750, 92710000), (72390000, 90328750)]
13:33:45: [INFO] Adding track segment (F.Cu): [(72390000, 90328750), (72390000, 73660000)]
13:33:45: [INFO] Routing COL8 pads
13:33:45: [INFO] Routing pad 'SW9:1' at (263463634, 80282192) with pad 'SW21:1' at (266114881, 99146799) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(263463634, 80282192), (266114881, 99146797)]
13:33:45: [INFO] Adding track segment (F.Cu): [(266114881, 99146797), (266114881, 99146799)]
13:33:45: [INFO] Routing pad 'SW21:1' at (266114881, 99146799) with pad 'SW33:1' at (268766129, 118011405) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(266114881, 99146799), (268766127, 118011403)]
13:33:45: [INFO] Adding track segment (F.Cu): [(268766127, 118011403), (268766129, 118011405)]
13:33:45: [INFO] Routing pad 'SW33:1' at (268766129, 118011405) with pad 'SW44:1' at (271417377, 136876012) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(268766129, 118011405), (271417376, 136876012)]
13:33:45: [INFO] Adding track segment (F.Cu): [(271417376, 136876012), (271417377, 136876012)]
13:33:45: [INFO] Routing ROW2 pads
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D25 at 90.0 degree(s) and footprint2: D26 at 86.0 degree(s)
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D26 at 86.0 degree(s) and footprint2: D27 at 82.0 degree(s)
13:33:45: [INFO] Routing pad 'D27:1' at (120671758, 123297762) with pad 'D28:1' at (139536365, 125949010) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(120671758, 123297762), (139536363, 125949008)]
13:33:45: [INFO] Adding track segment (B.Cu): [(139536363, 125949008), (139536365, 125949010)]
13:33:45: [INFO] Routing pad 'D28:1' at (139536365, 125949010) with pad 'D29:1' at (158400972, 128600258) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(139536365, 125949010), (158400971, 128600257)]
13:33:45: [INFO] Adding track segment (B.Cu): [(158400971, 128600257), (158400972, 128600258)]
13:33:45: [INFO] Routing pad 'D29:1' at (158400972, 128600258) with pad 'D30:1' at (177265578, 131251505) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(158400972, 128600258), (177265577, 131251504)]
13:33:45: [INFO] Adding track segment (B.Cu): [(177265577, 131251504), (177265578, 131251505)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D30 at 82.0 degree(s) and footprint2: D31 at 98.0 degree(s)
13:33:45: [INFO] Routing pad 'D31:1' at (240945433, 129939378) with pad 'D32:1' at (259810039, 127288131) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(240945433, 129939378), (259810037, 127288129)]
13:33:45: [INFO] Adding track segment (B.Cu): [(259810037, 127288129), (259810039, 127288131)]
13:33:45: [INFO] Routing pad 'D32:1' at (259810039, 127288131) with pad 'D33:1' at (278674646, 124636883) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(259810039, 127288131), (278674645, 124636882)]
13:33:45: [INFO] Adding track segment (B.Cu): [(278674645, 124636882), (278674646, 124636883)]
13:33:45: [INFO] Routing pad 'D33:1' at (278674646, 124636883) with pad 'D34:1' at (297539253, 121985636) using coordinate system rotated by 262.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(278674646, 124636883), (297539252, 121985635)]
13:33:45: [INFO] Adding track segment (B.Cu): [(297539252, 121985635), (297539253, 121985636)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D34 at 98.0 degree(s) and footprint2: D35 at 94.0 degree(s)
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D35 at 94.0 degree(s) and footprint2: D36 at 90.0 degree(s)
13:33:45: [INFO] Routing COL5 pads
13:33:45: [INFO] Routing pad 'SW41:1' at (157483579, 139690512) with pad 'SW41a:1' at (166915882, 141016136) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(157483579, 139690512), (166915882, 141016135)]
13:33:45: [INFO] Adding track segment (F.Cu): [(166915882, 141016135), (166915882, 141016136)]
13:33:45: [INFO] Routing pad 'SW41a:1' at (166915882, 141016136) with pad 'SW30:1' at (169567129, 122151529) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(166915882, 141016136), (169567129, 122151529)]
13:33:45: [INFO] Adding track segment (F.Cu): [(169567129, 122151529), (169567129, 122151529)]
13:33:45: [INFO] Routing pad 'SW30:1' at (169567129, 122151529) with pad 'SW18:1' at (172218377, 103286922) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(169567129, 122151529), (172218376, 103286921)]
13:33:45: [INFO] Adding track segment (F.Cu): [(172218376, 103286921), (172218377, 103286922)]
13:33:45: [INFO] Routing pad 'SW18:1' at (172218377, 103286922) with pad 'SW6:1' at (174869625, 84422316) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(172218377, 103286922), (174869623, 84422315)]
13:33:45: [INFO] Adding track segment (F.Cu): [(174869623, 84422315), (174869625, 84422316)]
13:33:45: [INFO] Routing COL11 pads
13:33:45: [INFO] Routing pad 'SW36:1' at (330041250, 111760000) with pad 'SW46:1' at (327660000, 130810000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(330041250, 111760000), (330041250, 128428750)]
13:33:45: [INFO] Adding track segment (F.Cu): [(330041250, 128428750), (327660000, 130810000)]
13:33:45: [INFO] Routing pad 'SW24:1' at (334803750, 92710000) with pad 'SW36:1' at (330041250, 111760000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(334803750, 92710000), (334803750, 106997500)]
13:33:45: [INFO] Adding track segment (F.Cu): [(334803750, 106997500), (330041250, 111760000)]
13:33:45: [INFO] Routing pad 'SW12:1' at (327660000, 73660000) with pad 'SW24:1' at (334803750, 92710000) using coordinate system rotated by 0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(327660000, 73660000), (327660000, 85566250)]
13:33:45: [INFO] Adding track segment (F.Cu): [(327660000, 85566250), (334803750, 92710000)]
13:33:45: [INFO] Routing COL10 pads
13:33:45: [INFO] Routing pad 'SW11:1' at (305144059, 73871674) with pad 'SW23:1' at (306472920, 92875269) using coordinate system rotated by 356.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(305144059, 73871674), (306472918, 92875267)]
13:33:45: [INFO] Adding track segment (F.Cu): [(306472918, 92875267), (306472920, 92875269)]
13:33:45: [INFO] Routing pad 'SW23:1' at (306472920, 92875269) with pad 'SW35:1' at (307801781, 111878864) using coordinate system rotated by 356.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(306472920, 92875269), (307801780, 111878863)]
13:33:45: [INFO] Adding track segment (F.Cu): [(307801780, 111878863), (307801781, 111878864)]
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW11 at 4.0 degree(s) and footprint2: SW45 at 0.0 degree(s)
13:33:45: [INFO] Routing COL7 pads
13:33:45: [INFO] Routing pad 'SW8:1' at (244599027, 82933439) with pad 'SW20:1' at (247250275, 101798046) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(244599027, 82933439), (247250274, 101798045)]
13:33:45: [INFO] Adding track segment (F.Cu): [(247250274, 101798045), (247250275, 101798046)]
13:33:45: [INFO] Routing pad 'SW20:1' at (247250275, 101798046) with pad 'SW32:1' at (249901522, 120662653) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(247250275, 101798046), (249901521, 120662651)]
13:33:45: [INFO] Adding track segment (F.Cu): [(249901521, 120662651), (249901522, 120662653)]
13:33:45: [INFO] Routing pad 'SW32:1' at (249901522, 120662653) with pad 'SW43:1' at (252552770, 139527260) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(249901522, 120662653), (252552768, 139527258)]
13:33:45: [INFO] Adding track segment (F.Cu): [(252552768, 139527258), (252552770, 139527260)]
13:33:45: [INFO] Routing COL6 pads
13:33:45: [INFO] Routing pad 'SW7:1' at (225734420, 85584687) with pad 'SW19:1' at (228385668, 104449294) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(225734420, 85584687), (228385666, 104449292)]
13:33:45: [INFO] Adding track segment (F.Cu): [(228385666, 104449292), (228385668, 104449294)]
13:33:45: [INFO] Routing pad 'SW19:1' at (228385668, 104449294) with pad 'SW31:1' at (231036916, 123313900) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(228385668, 104449294), (231036915, 123313899)]
13:33:45: [INFO] Adding track segment (F.Cu): [(231036915, 123313899), (231036916, 123313900)]
13:33:45: [INFO] Routing pad 'SW31:1' at (231036916, 123313900) with pad 'SW42a:1' at (233688163, 142178507) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Routing pad 'SW42a:1' at (233688163, 142178507) with pad 'SW42:1' at (243120466, 140852883) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(233688163, 142178507), (243120465, 140852882)]
13:33:45: [INFO] Adding track segment (F.Cu): [(243120465, 140852882), (243120466, 140852883)]
13:33:45: [INFO] Routing COL4 pads
13:33:45: [INFO] Routing pad 'SW40:1' at (148051275, 138364888) with pad 'SW29:1' at (150702523, 119500282) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Routing pad 'SW29:1' at (150702523, 119500282) with pad 'SW17:1' at (153353770, 100635675) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(150702523, 119500282), (153353770, 100635675)]
13:33:45: [INFO] Adding track segment (F.Cu): [(153353770, 100635675), (153353770, 100635675)]
13:33:45: [INFO] Routing pad 'SW17:1' at (153353770, 100635675) with pad 'SW5:1' at (156005018, 81771068) using coordinate system rotated by 8.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(153353770, 100635675), (156005017, 81771067)]
13:33:45: [INFO] Adding track segment (F.Cu): [(156005017, 81771067), (156005018, 81771068)]
13:33:45: [INFO] Routing COL9 pads
13:33:45: [INFO] Routing pad 'SW10:1' at (282328241, 77630944) with pad 'SW22:1' at (284979488, 96495551) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(282328241, 77630944), (284979487, 96495550)]
13:33:45: [INFO] Adding track segment (F.Cu): [(284979487, 96495550), (284979488, 96495551)]
13:33:45: [INFO] Routing pad 'SW22:1' at (284979488, 96495551) with pad 'SW34:1' at (287630736, 115360158) using coordinate system rotated by 352.0 degree(s)
13:33:45: [INFO] Adding track segment (F.Cu): [(284979488, 96495551), (287630735, 115360157)]
13:33:45: [INFO] Adding track segment (F.Cu): [(287630735, 115360157), (287630736, 115360158)]
13:33:45: [INFO] Routing ROW0 pads
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D1 at 90.0 degree(s) and footprint2: D2 at 86.0 degree(s)
13:33:45: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D2 at 86.0 degree(s) and footprint2: D3 at 82.0 degree(s)
13:33:45: [INFO] Routing pad 'D3:1' at (125974254, 85568549) with pad 'D4:1' at (144838860, 88219797) using coordinate system rotated by 278.0 degree(s)
13:33:45: [INFO] Adding track segment (B.Cu): [(125974254, 85568549), (144838859, 88219796)]
13:33:45: [INFO] Adding track segment (B.Cu): [(144838859, 88219796), (144838860, 88219797)]
13:33:45: [INFO] Routing pad 'D4:1' at (144838860, 88219797) with pad 'D5:1' at (163703467, 90871044) using coordinate system rotated by 278.0 degree(s)
13:33:46: [INFO] Adding track segment (B.Cu): [(144838860, 88219797), (163703466, 90871043)]
13:33:46: [INFO] Adding track segment (B.Cu): [(163703466, 90871043), (163703467, 90871044)]
13:33:46: [INFO] Routing pad 'D5:1' at (163703467, 90871044) with pad 'D6:1' at (182568074, 93522292) using coordinate system rotated by 278.0 degree(s)
13:33:46: [INFO] Adding track segment (B.Cu): [(163703467, 90871044), (182568073, 93522291)]
13:33:46: [INFO] Adding track segment (B.Cu): [(182568073, 93522291), (182568074, 93522292)]
13:33:46: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D6 at 82.0 degree(s) and footprint2: D7 at 98.0 degree(s)
13:33:46: [INFO] Routing pad 'D7:1' at (235642937, 92210165) with pad 'D8:1' at (254507544, 89558917) using coordinate system rotated by 262.0 degree(s)
13:33:46: [INFO] Adding track segment (B.Cu): [(235642937, 92210165), (254507542, 89558917)]
13:33:46: [INFO] Adding track segment (B.Cu): [(254507542, 89558917), (254507544, 89558917)]
13:33:46: [INFO] Routing pad 'D8:1' at (254507544, 89558917) with pad 'D9:1' at (273372151, 86907670) using coordinate system rotated by 262.0 degree(s)
13:33:46: [INFO] Adding track segment (B.Cu): [(254507544, 89558917), (273372149, 86907668)]
13:33:46: [INFO] Adding track segment (B.Cu): [(273372149, 86907668), (273372151, 86907670)]
13:33:46: [INFO] Routing pad 'D9:1' at (273372151, 86907670) with pad 'D10:1' at (292236758, 84256422) using coordinate system rotated by 262.0 degree(s)
13:33:46: [INFO] Adding track segment (B.Cu): [(273372151, 86907670), (292236757, 84256421)]
13:33:46: [INFO] Adding track segment (B.Cu): [(292236757, 84256421), (292236758, 84256422)]
13:33:46: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D10 at 98.0 degree(s) and footprint2: D11 at 94.0 degree(s)
13:33:46: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D11 at 94.0 degree(s) and footprint2: D12 at 90.0 degree(s)
13:33:46: [INFO] Routing COL1 pads
13:33:46: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW38 at 0.0 degree(s) and footprint2: SW26 at -4.0 degree(s)
13:33:46: [INFO] Routing pad 'SW26:1' at (93097211, 111379435) with pad 'SW14:1' at (94426071, 92375840) using coordinate system rotated by 4.0 degree(s)
13:33:46: [INFO] Adding track segment (F.Cu): [(93097211, 111379435), (94426071, 92375840)]
13:33:46: [INFO] Adding track segment (F.Cu): [(94426071, 92375840), (94426071, 92375840)]
13:33:46: [INFO] Routing pad 'SW14:1' at (94426071, 92375840) with pad 'SW2:1' at (95754932, 73372245) using coordinate system rotated by 4.0 degree(s)
13:33:46: [INFO] Adding track segment (F.Cu): [(94426071, 92375840), (95754931, 73372244)]
13:33:46: [INFO] Adding track segment (F.Cu): [(95754931, 73372244), (95754932, 73372245)]
13:33:46: [INFO] Routing COL2 pads
13:33:46: [INFO] Routing pad 'SW27:1' at (112973309, 114197786) with pad 'SW15:1' at (115624557, 95333180) using coordinate system rotated by 8.0 degree(s)
13:33:46: [INFO] Adding track segment (F.Cu): [(112973309, 114197786), (115624555, 95333179)]
13:33:46: [INFO] Adding track segment (F.Cu): [(115624555, 95333179), (115624557, 95333180)]
13:33:46: [INFO] Routing pad 'SW15:1' at (115624557, 95333180) with pad 'SW3:1' at (118275805, 76468573) using coordinate system rotated by 8.0 degree(s)
13:33:46: [INFO] Adding track segment (F.Cu): [(115624557, 95333180), (118275804, 76468572)]
13:33:46: [INFO] Adding track segment (F.Cu): [(118275804, 76468572), (118275805, 76468573)]
13:33:46: [INFO] Removing dangling tracks
13:33:46: [INFO] Removing 5c693dad-62e9-4ab9-a523-feeb2dc0f9f5
