=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:24: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgAwDoDsBWANHcBjW2BiFYk8AXy3AQwXCwj3nAJ1bfMuoEY7tqAmXlQwBmIdQAs4jGl4Ro8LkjQVsEmUPVTK6sToyD9PernzMAhpasc1NcAF0MAKDBR8yFZS52TjQm3ZVcG9jbG9DMNEhb21I2RMFOH4kBCDMeOxMWPBMPUyDIUxQhjMiEmIbHLtHF3l3JH5MbD8LK0tK-h84EqYWALwgztDwToiRqMpO7M6Muvhkz2wANg1KFeyVvPAVsZXi01629qCV2hrgcBEuy4xhq7GrrauJAB0AO3f36lpfUvKKoJXNCfD5vb5yNzwERBFAyEHvbw-boHQhHcyVWGvUEI66wrawsaw4aws7OVyJdTYACe9UalBaZXKQgA7vh+IC4diwbcIYkrthWfMYZyQSEHPYgA
13:36:28: [INFO] Routing pad 'SW11:2' at (131127500, 52070000) with pad 'D11:2' at (133667500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(131127500, 52070000), (131127500, 57210000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(131127500, 57210000), (133667500, 59750000)]
13:36:29: [INFO] Routing SW10 with D10
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW10:2' at (112077500, 52070000) with pad 'D10:2' at (114617500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(112077500, 52070000), (112077500, 57210000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(112077500, 57210000), (114617500, 59750000)]
13:36:29: [INFO] Routing SW9 with D9
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW9:2' at (93027500, 52070000) with pad 'D9:2' at (95567500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(93027500, 52070000), (93027500, 57210000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(93027500, 57210000), (95567500, 59750000)]
13:36:29: [INFO] Routing SW8 with D8
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW8:2' at (73977500, 52070000) with pad 'D8:2' at (76517500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(73977500, 52070000), (73977500, 57210000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(73977500, 57210000), (76517500, 59750000)]
13:36:29: [INFO] Routing SW7 with D7
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW7:2' at (54927500, 52070000) with pad 'D7:2' at (57467500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(54927500, 52070000), (54927500, 57210000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(54927500, 57210000), (57467500, 59750000)]
13:36:29: [INFO] Routing SW6 with D6
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW6:2' at (154940000, 33020000) with pad 'D6:2' at (157480000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(154940000, 33020000), (154940000, 38160000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(154940000, 38160000), (157480000, 40700000)]
13:36:29: [INFO] Routing SW5 with D5
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW5:2' at (135890000, 33020000) with pad 'D5:2' at (138430000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(135890000, 33020000), (135890000, 38160000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(135890000, 38160000), (138430000, 40700000)]
13:36:29: [INFO] Routing SW4 with D4
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW4:2' at (116840000, 33020000) with pad 'D4:2' at (119380000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(116840000, 33020000), (116840000, 38160000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(116840000, 38160000), (119380000, 40700000)]
13:36:29: [INFO] Routing SW3 with D3
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW3:2' at (97790000, 33020000) with pad 'D3:2' at (100330000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(97790000, 33020000), (97790000, 38160000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(97790000, 38160000), (100330000, 40700000)]
13:36:29: [INFO] Routing SW2 with D2
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW2:2' at (78740000, 33020000) with pad 'D2:2' at (81280000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(78740000, 33020000), (78740000, 38160000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(78740000, 38160000), (81280000, 40700000)]
13:36:29: [INFO] Routing SW1 with D1
13:36:29: [INFO] Using internal autorouter method
13:36:29: [INFO] Routing pad 'SW1:2' at (59690000, 33020000) with pad 'D1:2' at (62230000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(59690000, 33020000), (59690000, 38160000)]
13:36:29: [INFO] Adding track segment (B.Cu): [(59690000, 38160000), (62230000, 40700000)]
13:36:29: [INFO] Routing COL0 pads
13:36:29: [INFO] Routing pad 'SW19:1' at (39052500, 92710000) with pad 'SW13:1' at (43815000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(39052500, 92710000), (43815000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(43815000, 87947500), (43815000, 73660000)]
13:36:29: [INFO] Routing pad 'SW13:1' at (43815000, 73660000) with pad 'SW7:1' at (48577500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(43815000, 73660000), (48577500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(48577500, 68897500), (48577500, 54610000)]
13:36:29: [INFO] Routing pad 'SW7:1' at (48577500, 54610000) with pad 'SW1:1' at (53340000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(48577500, 54610000), (53340000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(53340000, 49847500), (53340000, 35560000)]
13:36:29: [INFO] Routing pad 'SW1:1' at (53340000, 35560000) with pad 'SW25:1' at (291465000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(53340000, 35560000), (291465000, 35560000)]
13:36:29: [INFO] Could not add track segment due to detected collision
13:36:29: [INFO] Routing pad 'SW25:1' at (291465000, 35560000) with pad 'SW31:1' at (296227500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(291465000, 35560000), (291465000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(291465000, 49847500), (296227500, 54610000)]
13:36:29: [INFO] Routing pad 'SW31:1' at (296227500, 54610000) with pad 'SW37:1' at (300990000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(296227500, 54610000), (296227500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(296227500, 68897500), (300990000, 73660000)]
13:36:29: [INFO] Routing pad 'SW37:1' at (300990000, 73660000) with pad 'SW43:1' at (305752500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(300990000, 73660000), (300990000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(300990000, 87947500), (305752500, 92710000)]
13:36:29: [INFO] Routing ROW1 pads
13:36:29: [INFO] Routing pad 'D7:1' at (57467500, 62550000) with pad 'D8:1' at (76517500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(57467500, 62550000), (76517500, 62550000)]
13:36:29: [INFO] Routing pad 'D8:1' at (76517500, 62550000) with pad 'D9:1' at (95567500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(76517500, 62550000), (95567500, 62550000)]
13:36:29: [INFO] Routing pad 'D9:1' at (95567500, 62550000) with pad 'D10:1' at (114617500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(95567500, 62550000), (114617500, 62550000)]
13:36:29: [INFO] Routing pad 'D10:1' at (114617500, 62550000) with pad 'D11:1' at (133667500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(114617500, 62550000), (133667500, 62550000)]
13:36:29: [INFO] Routing pad 'D11:1' at (133667500, 62550000) with pad 'D12:1' at (152717500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(133667500, 62550000), (152717500, 62550000)]
13:36:29: [INFO] Routing COL5 pads
13:36:29: [INFO] Routing pad 'SW24a:1' at (124777500, 92710000) with pad 'SW24:1' at (134302500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(124777500, 92710000), (134302500, 92710000)]
13:36:29: [INFO] Routing pad 'SW24:1' at (134302500, 92710000) with pad 'SW18:1' at (139065000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Routing pad 'SW18:1' at (139065000, 73660000) with pad 'SW12:1' at (143827500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(139065000, 73660000), (143827500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(143827500, 68897500), (143827500, 54610000)]
13:36:29: [INFO] Routing pad 'SW12:1' at (143827500, 54610000) with pad 'SW6:1' at (148590000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(143827500, 54610000), (148590000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(148590000, 49847500), (148590000, 35560000)]
13:36:29: [INFO] Routing pad 'SW6:1' at (148590000, 35560000) with pad 'SW30:1' at (196215000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(148590000, 35560000), (196215000, 35560000)]
13:36:29: [INFO] Routing pad 'SW30:1' at (196215000, 35560000) with pad 'SW36:1' at (200977500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(196215000, 35560000), (196215000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(196215000, 49847500), (200977500, 54610000)]
13:36:29: [INFO] Routing pad 'SW36:1' at (200977500, 54610000) with pad 'SW42:1' at (205740000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(200977500, 54610000), (200977500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(200977500, 68897500), (205740000, 73660000)]
13:36:29: [INFO] Routing pad 'SW42:1' at (205740000, 73660000) with pad 'SW48:1' at (210502500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(205740000, 73660000), (205740000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(205740000, 87947500), (210502500, 92710000)]
13:36:29: [INFO] Routing pad 'SW48:1' at (210502500, 92710000) with pad 'SW48a:1' at (220027500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(210502500, 92710000), (220027500, 92710000)]
13:36:29: [INFO] Routing COL4 pads
13:36:29: [INFO] Routing pad 'SW23:1' at (115252500, 92710000) with pad 'SW17:1' at (120015000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(115252500, 92710000), (120015000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(120015000, 87947500), (120015000, 73660000)]
13:36:29: [INFO] Routing pad 'SW17:1' at (120015000, 73660000) with pad 'SW11:1' at (124777500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(120015000, 73660000), (124777500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(124777500, 68897500), (124777500, 54610000)]
13:36:29: [INFO] Routing pad 'SW11:1' at (124777500, 54610000) with pad 'SW5:1' at (129540000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(124777500, 54610000), (129540000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(129540000, 49847500), (129540000, 35560000)]
13:36:29: [INFO] Routing pad 'SW5:1' at (129540000, 35560000) with pad 'SW29:1' at (215265000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(129540000, 35560000), (215265000, 35560000)]
13:36:29: [INFO] Could not add track segment due to detected collision
13:36:29: [INFO] Routing pad 'SW29:1' at (215265000, 35560000) with pad 'SW35:1' at (220027500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(215265000, 35560000), (215265000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(215265000, 49847500), (220027500, 54610000)]
13:36:29: [INFO] Routing pad 'SW35:1' at (220027500, 54610000) with pad 'SW41:1' at (224790000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(220027500, 54610000), (220027500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(220027500, 68897500), (224790000, 73660000)]
13:36:29: [INFO] Routing pad 'SW41:1' at (224790000, 73660000) with pad 'SW47:1' at (229552500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Routing ROW0 pads
13:36:29: [INFO] Routing pad 'D1:1' at (62230000, 43500000) with pad 'D2:1' at (81280000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(62230000, 43500000), (81280000, 43500000)]
13:36:29: [INFO] Routing pad 'D2:1' at (81280000, 43500000) with pad 'D3:1' at (100330000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(81280000, 43500000), (100330000, 43500000)]
13:36:29: [INFO] Routing pad 'D3:1' at (100330000, 43500000) with pad 'D4:1' at (119380000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(100330000, 43500000), (119380000, 43500000)]
13:36:29: [INFO] Routing pad 'D4:1' at (119380000, 43500000) with pad 'D5:1' at (138430000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(119380000, 43500000), (138430000, 43500000)]
13:36:29: [INFO] Routing pad 'D5:1' at (138430000, 43500000) with pad 'D6:1' at (157480000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(138430000, 43500000), (157480000, 43500000)]
13:36:29: [INFO] Routing COL2 pads
13:36:29: [INFO] Routing pad 'SW21:1' at (77152500, 92710000) with pad 'SW15:1' at (81915000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(77152500, 92710000), (81915000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(81915000, 87947500), (81915000, 73660000)]
13:36:29: [INFO] Routing pad 'SW15:1' at (81915000, 73660000) with pad 'SW9:1' at (86677500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(81915000, 73660000), (86677500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(86677500, 68897500), (86677500, 54610000)]
13:36:29: [INFO] Routing pad 'SW9:1' at (86677500, 54610000) with pad 'SW3:1' at (91440000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(86677500, 54610000), (91440000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(91440000, 49847500), (91440000, 35560000)]
13:36:29: [INFO] Routing pad 'SW3:1' at (91440000, 35560000) with pad 'SW27:1' at (253365000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(91440000, 35560000), (253365000, 35560000)]
13:36:29: [INFO] Could not add track segment due to detected collision
13:36:29: [INFO] Routing pad 'SW27:1' at (253365000, 35560000) with pad 'SW33:1' at (258127500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(253365000, 35560000), (253365000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(253365000, 49847500), (258127500, 54610000)]
13:36:29: [INFO] Routing pad 'SW33:1' at (258127500, 54610000) with pad 'SW39:1' at (262890000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(258127500, 54610000), (258127500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(258127500, 68897500), (262890000, 73660000)]
13:36:29: [INFO] Routing pad 'SW39:1' at (262890000, 73660000) with pad 'SW45:1' at (267652500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(262890000, 73660000), (262890000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(262890000, 87947500), (267652500, 92710000)]
13:36:29: [INFO] Routing COL1 pads
13:36:29: [INFO] Routing pad 'SW20:1' at (58102500, 92710000) with pad 'SW14:1' at (62865000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(58102500, 92710000), (62865000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(62865000, 87947500), (62865000, 73660000)]
13:36:29: [INFO] Routing pad 'SW14:1' at (62865000, 73660000) with pad 'SW8:1' at (67627500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(62865000, 73660000), (67627500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(67627500, 68897500), (67627500, 54610000)]
13:36:29: [INFO] Routing pad 'SW8:1' at (67627500, 54610000) with pad 'SW2:1' at (72390000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(67627500, 54610000), (72390000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(72390000, 49847500), (72390000, 35560000)]
13:36:29: [INFO] Routing pad 'SW2:1' at (72390000, 35560000) with pad 'SW26:1' at (272415000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(72390000, 35560000), (272415000, 35560000)]
13:36:29: [INFO] Could not add track segment due to detected collision
13:36:29: [INFO] Routing pad 'SW26:1' at (272415000, 35560000) with pad 'SW32:1' at (277177500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(272415000, 35560000), (272415000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(272415000, 49847500), (277177500, 54610000)]
13:36:29: [INFO] Routing pad 'SW32:1' at (277177500, 54610000) with pad 'SW38:1' at (281940000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(277177500, 54610000), (277177500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(277177500, 68897500), (281940000, 73660000)]
13:36:29: [INFO] Routing pad 'SW38:1' at (281940000, 73660000) with pad 'SW44:1' at (286702500, 92710000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(281940000, 73660000), (281940000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(281940000, 87947500), (286702500, 92710000)]
13:36:29: [INFO] Routing ROW6 pads
13:36:29: [INFO] Routing pad 'D42:1' at (214630000, 81600000) with pad 'D41:1' at (233680000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(214630000, 81600000), (233680000, 81600000)]
13:36:29: [INFO] Routing pad 'D41:1' at (233680000, 81600000) with pad 'D40:1' at (252730000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(233680000, 81600000), (252730000, 81600000)]
13:36:29: [INFO] Routing pad 'D40:1' at (252730000, 81600000) with pad 'D39:1' at (271780000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(252730000, 81600000), (271780000, 81600000)]
13:36:29: [INFO] Routing pad 'D39:1' at (271780000, 81600000) with pad 'D38:1' at (290830000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(271780000, 81600000), (290830000, 81600000)]
13:36:29: [INFO] Routing pad 'D38:1' at (290830000, 81600000) with pad 'D37:1' at (309880000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(290830000, 81600000), (309880000, 81600000)]
13:36:29: [INFO] Routing ROW7 pads
13:36:29: [INFO] Routing pad 'D48:1' at (219392500, 100650000) with pad 'D47:1' at (238442500, 100650000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(219392500, 100650000), (238442500, 100650000)]
13:36:29: [INFO] Routing pad 'D47:1' at (238442500, 100650000) with pad 'D46:1' at (257492500, 100650000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(238442500, 100650000), (257492500, 100650000)]
13:36:29: [INFO] Routing pad 'D46:1' at (257492500, 100650000) with pad 'D45:1' at (276542500, 100650000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(257492500, 100650000), (276542500, 100650000)]
13:36:29: [INFO] Routing pad 'D45:1' at (276542500, 100650000) with pad 'D44:1' at (295592500, 100650000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(276542500, 100650000), (295592500, 100650000)]
13:36:29: [INFO] Routing pad 'D44:1' at (295592500, 100650000) with pad 'D43:1' at (314642500, 100650000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(295592500, 100650000), (314642500, 100650000)]
13:36:29: [INFO] Routing ROW5 pads
13:36:29: [INFO] Routing pad 'D36:1' at (209867500, 62550000) with pad 'D35:1' at (228917500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(209867500, 62550000), (228917500, 62550000)]
13:36:29: [INFO] Routing pad 'D35:1' at (228917500, 62550000) with pad 'D34:1' at (247967500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(228917500, 62550000), (247967500, 62550000)]
13:36:29: [INFO] Routing pad 'D34:1' at (247967500, 62550000) with pad 'D33:1' at (267017500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(247967500, 62550000), (267017500, 62550000)]
13:36:29: [INFO] Routing pad 'D33:1' at (267017500, 62550000) with pad 'D32:1' at (286067500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(267017500, 62550000), (286067500, 62550000)]
13:36:29: [INFO] Routing pad 'D32:1' at (286067500, 62550000) with pad 'D31:1' at (305117500, 62550000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(286067500, 62550000), (305117500, 62550000)]
13:36:29: [INFO] Routing ROW4 pads
13:36:29: [INFO] Routing pad 'D30:1' at (205105000, 43500000) with pad 'D29:1' at (224155000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(205105000, 43500000), (224155000, 43500000)]
13:36:29: [INFO] Routing pad 'D29:1' at (224155000, 43500000) with pad 'D28:1' at (243205000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(224155000, 43500000), (243205000, 43500000)]
13:36:29: [INFO] Routing pad 'D28:1' at (243205000, 43500000) with pad 'D27:1' at (262255000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(243205000, 43500000), (262255000, 43500000)]
13:36:29: [INFO] Routing pad 'D27:1' at (262255000, 43500000) with pad 'D26:1' at (281305000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(262255000, 43500000), (281305000, 43500000)]
13:36:29: [INFO] Routing pad 'D26:1' at (281305000, 43500000) with pad 'D25:1' at (300355000, 43500000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(281305000, 43500000), (300355000, 43500000)]
13:36:29: [INFO] Routing ROW2 pads
13:36:29: [INFO] Routing pad 'D13:1' at (52705000, 81600000) with pad 'D14:1' at (71755000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(52705000, 81600000), (71755000, 81600000)]
13:36:29: [INFO] Routing pad 'D14:1' at (71755000, 81600000) with pad 'D15:1' at (90805000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(71755000, 81600000), (90805000, 81600000)]
13:36:29: [INFO] Routing pad 'D15:1' at (90805000, 81600000) with pad 'D16:1' at (109855000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(90805000, 81600000), (109855000, 81600000)]
13:36:29: [INFO] Routing pad 'D16:1' at (109855000, 81600000) with pad 'D17:1' at (128905000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(109855000, 81600000), (128905000, 81600000)]
13:36:29: [INFO] Routing pad 'D17:1' at (128905000, 81600000) with pad 'D18:1' at (147955000, 81600000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (B.Cu): [(128905000, 81600000), (147955000, 81600000)]
13:36:29: [INFO] Routing COL3 pads
13:36:29: [INFO] Routing pad 'SW22:1' at (96202500, 92710000) with pad 'SW16:1' at (100965000, 73660000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(96202500, 92710000), (100965000, 87947500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(100965000, 87947500), (100965000, 73660000)]
13:36:29: [INFO] Routing pad 'SW16:1' at (100965000, 73660000) with pad 'SW10:1' at (105727500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(100965000, 73660000), (105727500, 68897500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(105727500, 68897500), (105727500, 54610000)]
13:36:29: [INFO] Routing pad 'SW10:1' at (105727500, 54610000) with pad 'SW4:1' at (110490000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(105727500, 54610000), (110490000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(110490000, 49847500), (110490000, 35560000)]
13:36:29: [INFO] Routing pad 'SW4:1' at (110490000, 35560000) with pad 'SW28:1' at (234315000, 35560000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(110490000, 35560000), (234315000, 35560000)]
13:36:29: [INFO] Could not add track segment due to detected collision
13:36:29: [INFO] Routing pad 'SW28:1' at (234315000, 35560000) with pad 'SW34:1' at (239077500, 54610000) using coordinate system rotated by 0 degree(s)
13:36:29: [INFO] Adding track segment (F.Cu): [(234315000, 35560000), (234315000, 49847500)]
13:36:29: [INFO] Adding track segment (F.Cu): [(234315000, 49847500), (239077500, 54610000)]
