=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:58: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgEwDoDMB2ANHcBPWcAGJAgDi3AGN9wBiNeh8AX3IIwPCwivlov4HNWGAIyc4EaPACcSNADYW2NiLHCRCceBUpx3ajQCGxk0OwAWUWIC6GAFBgo+ZAkvYA7vhFIArEvAi7HqUBgKC-oFqEk4yxCIRohzkkVEBoppcIbxGJsZanvDefsmiurYOks5IgR5ecsXYCEGZPNg0Yfxm4E1RlbEo8eQ9SY1Wwa20DIzkBYhICA3d6eDljlJw3tI+5BM5uflVC-4ozdG7HVTHosHrJEjyCFciI+AnquMGuXkzdWiLbxlousALREAiPchvMr2NZVGrgWZFfyWF6WXoxDbeFCKchowEQRG+ZGlFYwiAAJ3wZGw5PW5l8O1CHS6bEB2gwumE5i0bB8PIw8lJFQxREWgTZgU52EC3JKfNWfUI9X8TTZTSlS1lo3lZIx3iOkIwbJOGpOWteGB1wvW+u22F2X0MB0KRNxRo+2Quzrmf2J0OFlPgwOp4FpXnpdoxwIj-jYaH5JH50n5zyFsKDPmICUFJXjJUTJWTCqj9N9QwFWiaedGBdGRd1IMzBuwJxzLYw1YttYt9et+GBTcjsxci0stf02Ud3qRbqL1iAA
13:36:59: [INFO] Add D3 footprint
13:36:59: [INFO] Add SW4 footprint
13:36:59: [INFO] Add D4 footprint
13:36:59: [INFO] Add SW5 footprint
13:36:59: [INFO] Add D5 footprint
13:36:59: [INFO] Add SW6 footprint
13:36:59: [INFO] Add D6 footprint
13:36:59: [INFO] Add SW7 footprint
13:36:59: [INFO] Add D7 footprint
13:36:59: [INFO] Add SW8 footprint
13:36:59: [INFO] Add D8 footprint
13:36:59: [INFO] Add SW9 footprint
13:36:59: [INFO] Add D9 footprint
13:36:59: [INFO] Add SW10 footprint
13:36:59: [INFO] Add D10 footprint
13:36:59: [INFO] Add SW11 footprint
13:36:59: [INFO] Add D11 footprint
13:36:59: [INFO] Add SW12 footprint
13:36:59: [INFO] Add D12 footprint
13:36:59: [INFO] Add SW13 footprint
13:36:59: [INFO] Add D13 footprint
13:36:59: [INFO] Add SW14 footprint
13:36:59: [INFO] Add D14 footprint
13:36:59: [INFO] Add SW15 footprint
13:36:59: [INFO] Add D15 footprint
13:36:59: [INFO] Add SW16 footprint
13:36:59: [INFO] Add D16 footprint
13:36:59: [INFO] Add SW17 footprint
13:36:59: [INFO] Add D17 footprint
13:37:00: [INFO] Add SW18 footprint
13:37:00: [INFO] Add D18 footprint
13:37:00: [INFO] Add SW19 footprint
13:37:00: [INFO] Add D19 footprint
13:37:00: [INFO] Add SW20 footprint
13:37:00: [INFO] Add D20 footprint
13:37:00: [INFO] Add SW21 footprint
13:37:00: [INFO] Add D21 footprint
13:37:00: [INFO] Add SW22 footprint
13:37:00: [INFO] Add D22 footprint
13:37:00: [INFO] Add SW23 footprint
13:37:00: [INFO] Add D23 footprint
13:37:00: [INFO] Add SW24 footprint
13:37:00: [INFO] Add D24 footprint
13:37:00: [INFO] Add SW25 footprint
13:37:00: [INFO] Add D25 footprint
13:37:00: [INFO] Add SW26 footprint
13:37:00: [INFO] Add D26 footprint
13:37:00: [INFO] Add SW27 footprint
13:37:00: [INFO] Add D27 footprint
13:37:00: [INFO] Add SW28 footprint
13:37:00: [INFO] Add D28 footprint
13:37:00: [INFO] Add SW29 footprint
13:37:00: [INFO] Add D29 footprint
13:37:00: [INFO] Add SW30 footprint
13:37:00: [INFO] Add D30 footprint
13:37:00: [INFO] Add SW31 footprint
13:37:00: [INFO] Add D31 footprint
13:37:00: [INFO] Add SW32 footprint
13:37:00: [INFO] Add D32 footprint
13:37:00: [INFO] Add SW33 footprint
13:37:00: [INFO] Add D33 footprint
13:37:00: [INFO] Add SW34 footprint
13:37:01: [INFO] Add D34 footprint
13:37:01: [INFO] Add SW35 footprint
13:37:01: [INFO] Add D35 footprint
13:37:01: [INFO] Add SW36 footprint
13:37:01: [INFO] Add D36 footprint
13:37:01: [INFO] Add SW37 footprint
13:37:01: [INFO] Add D37 footprint
13:37:01: [INFO] Add SW38 footprint
13:37:01: [INFO] Add D38 footprint
13:37:01: [INFO] Add SW39 footprint
13:37:01: [INFO] Add D39 footprint
13:37:01: [INFO] Add SW40 footprint
13:37:01: [INFO] Add D40 footprint
13:37:01: [INFO] Add SW41 footprint
13:37:01: [INFO] Add D41 footprint
13:37:01: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:37:01: [INFO] Add ST41 footprint
13:37:01: [INFO] Add SW42 footprint
13:37:01: [INFO] Add D42 footprint
13:37:01: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:37:01: [INFO] Add ST42 footprint
13:37:01: [INFO] Add SW43 footprint
13:37:01: [INFO] Add D43 footprint
13:37:01: [INFO] Add SW44 footprint
13:37:01: [INFO] Add D44 footprint
13:37:01: [INFO] Add SW45 footprint
13:37:01: [INFO] Add D45 footprint
13:37:01: [INFO] Add SW46 footprint
13:37:01: [INFO] Add D46 footprint
13:37:01: [INFO] Add SW47 footprint
13:37:01: [INFO] Add D47 footprint
13:37:01: [INFO] Add SW48 footprint
13:37:01: [INFO] Add D48 footprint
13:37:01: [INFO] Add SW49 footprint
13:37:01: [INFO] Add D49 footprint
13:37:01: [INFO] Add SW50 footprint
13:37:01: [INFO] Add D50 footprint
13:37:01: [INFO] Add SW51 footprint
13:37:02: [INFO] Add D51 footprint
13:37:02: [INFO] Add SW52 footprint
13:37:02: [INFO] Add D52 footprint
13:37:02: [INFO] Add SW53 footprint
13:37:02: [INFO] Add D53 footprint
13:37:02: [INFO] Add SW54 footprint
13:37:02: [INFO] Add D54 footprint
13:37:02: [INFO] Add SW55 footprint
13:37:02: [INFO] Add D55 footprint
13:37:02: [INFO] Add SW56 footprint
13:37:02: [INFO] Add D56 footprint
13:37:02: [INFO] Add SW57 footprint
13:37:02: [INFO] Add D57 footprint
13:37:02: [INFO] Add SW58 footprint
13:37:02: [INFO] Add D58 footprint
13:37:02: [INFO] Add SW59 footprint
13:37:02: [INFO] Add D59 footprint
13:37:02: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:37:02: [INFO] Add ST59 footprint
13:37:02: [INFO] Add SW60 footprint
13:37:02: [INFO] Add D60 footprint
13:37:02: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:37:02: [INFO] Add ST60 footprint
13:37:02: [INFO] Add SW61 footprint
13:37:02: [INFO] Add D61 footprint
13:37:02: [INFO] Add SW62 footprint
13:37:02: [INFO] Add D62 footprint
13:37:02: [INFO] Add SW63 footprint
13:37:02: [INFO] Add D63 footprint
13:37:02: [INFO] Add SW64 footprint
13:37:02: [INFO] Add D64 footprint
13:37:02: [INFO] Detected layout convertible to matrix annotated keyboard
13:37:02: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:37:02: [INFO] Layout offset: (21526500, 27051000)
13:37:02: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:37:02: [INFO] Placing additional elements for SW64
13:37:02: [INFO] Placing additional elements for SW63
13:37:02: [INFO] Placing additional elements for SW62
13:37:02: [INFO] Placing additional elements for SW61
13:37:02: [INFO] Placing additional elements for SW60
13:37:02: [INFO] Placing additional elements for SW59
13:37:02: [INFO] Placing additional elements for SW58
13:37:02: [INFO] Placing additional elements for SW57
13:37:02: [INFO] Placing additional elements for SW56
13:37:02: [INFO] Placing additional elements for SW55
13:37:02: [INFO] Placing additional elements for SW54
13:37:02: [INFO] Placing additional elements for SW53
13:37:02: [INFO] Placing additional elements for SW52
13:37:02: [INFO] Placing additional elements for SW51
13:37:02: [INFO] Placing additional elements for SW50
13:37:02: [INFO] Placing additional elements for SW49
13:37:02: [INFO] Placing additional elements for SW48
13:37:02: [INFO] Placing additional elements for SW47
13:37:02: [INFO] Placing additional elements for SW46
13:37:02: [INFO] Placing additional elements for SW45
13:37:02: [INFO] Placing additional elements for SW44
13:37:02: [INFO] Placing additional elements for SW43
13:37:02: [INFO] Placing additional elements for SW42
13:37:02: [INFO] Placing additional elements for SW41
13:37:02: [INFO] Placing additional elements for SW40
13:37:02: [INFO] Placing additional elements for SW39
13:37:02: [INFO] Placing additional elements for SW38
13:37:02: [INFO] Placing additional elements for SW37
13:37:02: [INFO] Placing additional elements for SW36
13:37:02: [INFO] Placing additional elements for SW35
13:37:02: [INFO] Placing additional elements for SW34
13:37:02: [INFO] Placing additional elements for SW33
13:37:02: [INFO] Placing additional elements for SW32
13:37:02: [INFO] Placing additional elements for SW31
13:37:02: [INFO] Placing additional elements for SW30
13:37:02: [INFO] Placing additional elements for SW29
13:37:02: [INFO] Placing additional elements for SW28
13:37:02: [INFO] Placing additional elements for SW27
13:37:02: [INFO] Placing additional elements for SW26
13:37:02: [INFO] Placing additional elements for SW25
13:37:02: [INFO] Placing additional elements for SW24
13:37:02: [INFO] Placing additional elements for SW23
13:37:02: [INFO] Placing additional elements for SW22
13:37:02: [INFO] Placing additional elements for SW21
13:37:02: [INFO] Placing additional elements for SW20
13:37:02: [INFO] Placing additional elements for SW19
13:37:02: [INFO] Placing additional elements for SW18
13:37:02: [INFO] Placing additional elements for SW17
13:37:02: [INFO] Placing additional elements for SW16
13:37:02: [INFO] Placing additional elements for SW15
13:37:02: [INFO] Placing additional elements for SW14
13:37:02: [INFO] Placing additional elements for SW13
13:37:02: [INFO] Placing additional elements for SW12
13:37:02: [INFO] Placing additional elements for SW11
13:37:02: [INFO] Placing additional elements for SW10
13:37:02: [INFO] Placing additional elements for SW9
13:37:02: [INFO] Placing additional elements for SW8
13:37:02: [INFO] Placing additional elements for SW7
13:37:02: [INFO] Placing additional elements for SW6
13:37:02: [INFO] Placing additional elements for SW5
13:37:02: [INFO] Placing additional elements for SW4
13:37:02: [INFO] Placing additional elements for SW3
13:37:02: [INFO] Placing additional elements for SW2
13:37:02: [INFO] Placing additional elements for SW1
13:37:02: [INFO] Routing SW64 with D64
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW64:2' at (361442000, 109220000) with pad 'D64:2' at (363982000, 116900000) using coordinate system rotated by 0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(361442000, 109220000), (361442000, 114360000)]
13:37:02: [INFO] Adding track segment (B.Cu): [(361442000, 114360000), (363982000, 116900000)]
13:37:02: [INFO] Routing SW63 with D63
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW63:2' at (337629500, 109220000) with pad 'D63:2' at (340169500, 116900000) using coordinate system rotated by 0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(337629500, 109220000), (337629500, 114360000)]
13:37:02: [INFO] Adding track segment (B.Cu): [(337629500, 114360000), (340169500, 116900000)]
13:37:02: [INFO] Routing SW62 with D62
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW62:2' at (359918000, 33020000) with pad 'D62:2' at (362458000, 40700000) using coordinate system rotated by 0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(359918000, 33020000), (359918000, 38160000)]
13:37:02: [INFO] Adding track segment (B.Cu): [(359918000, 38160000), (362458000, 40700000)]
13:37:02: [INFO] Routing SW61 with D61
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW61:2' at (269045031, 112522976) with pad 'D61:2' at (272629161, 119774734) using coordinate system rotated by 352.0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(269045031, 112522976), (269760379, 117612952)]
13:37:02: [INFO] Adding track segment (B.Cu): [(269760379, 117612952), (272629161, 119774734)]
13:37:02: [INFO] Routing SW60 with D60
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW60:2' at (233673893, 117494065) with pad 'D60:2' at (237258023, 124745823) using coordinate system rotated by 352.0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(233673893, 117494065), (234389242, 122584041)]
13:37:02: [INFO] Adding track segment (B.Cu): [(234389242, 122584041), (237258023, 124745823)]
13:37:02: [INFO] Routing SW59 with D59
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW59:2' at (176359669, 118201064) with pad 'D59:2' at (177806100, 126159822) using coordinate system rotated by 8.0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(176359669, 118201064), (175644318, 123291041)]
13:37:02: [INFO] Adding track segment (B.Cu): [(175644318, 123291041), (177806100, 126159822)]
13:37:02: [INFO] Routing SW58 with D58
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW58:2' at (136272379, 112567163) with pad 'D58:2' at (137718810, 120525921) using coordinate system rotated by 8.0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(136272379, 112567163), (135557028, 117657140)]
13:37:02: [INFO] Adding track segment (B.Cu): [(135557028, 117657140), (137718810, 120525921)]
13:37:02: [INFO] Routing SW57 with D57
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW57:2' at (102171500, 109220000) with pad 'D57:2' at (104711500, 116900000) using coordinate system rotated by 0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(102171500, 109220000), (102171500, 114360000)]
13:37:02: [INFO] Adding track segment (B.Cu): [(102171500, 114360000), (104711500, 116900000)]
13:37:02: [INFO] Routing SW56 with D56
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW56:2' at (78359000, 109220000) with pad 'D56:2' at (80899000, 116900000) using coordinate system rotated by 0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(78359000, 109220000), (78359000, 114360000)]
13:37:02: [INFO] Adding track segment (B.Cu): [(78359000, 114360000), (80899000, 116900000)]
13:37:02: [INFO] Routing SW55 with D55
13:37:02: [INFO] Using internal autorouter method
13:37:02: [INFO] Routing pad 'SW55:2' at (367919000, 90170000) with pad 'D55:2' at (370459000, 97850000) using coordinate system rotated by 0 degree(s)
13:37:02: [INFO] Adding track segment (B.Cu): [(367919000, 90170000), (367919000, 95310000)]
13:37:02: [INFO] Adding track segment (B.Cu): [(367919000, 95310000), (370459000, 97850000)]
13:37:03: [INFO] Routing SW54 with D54
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW54:2' at (342106250, 90170000) with pad 'D54:2' at (344646250, 97850000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(342106250, 90170000), (342106250, 95310000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(342106250, 95310000), (344646250, 97850000)]
13:37:03: [INFO] Routing SW53 with D53
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW53:2' at (315912500, 90170000) with pad 'D53:2' at (318452500, 97850000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(315912500, 90170000), (315912500, 95310000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(315912500, 95310000), (318452500, 97850000)]
13:37:03: [INFO] Routing SW52 with D52
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW52:2' at (296862500, 90170000) with pad 'D52:2' at (299402500, 97850000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(296862500, 90170000), (296862500, 95310000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(296862500, 95310000), (299402500, 97850000)]
13:37:03: [INFO] Routing SW51 with D51
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW51:2' at (275826087, 92332746) with pad 'D51:2' at (279410217, 99584504) using coordinate system rotated by 352.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(275826087, 92332746), (276541435, 97422722)]
13:37:03: [INFO] Adding track segment (B.Cu): [(276541435, 97422722), (279410217, 99584504)]
13:37:03: [INFO] Routing SW50 with D50
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW50:2' at (256961480, 94983993) with pad 'D50:2' at (260545610, 102235751) using coordinate system rotated by 352.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(256961480, 94983993), (257676828, 100073969)]
13:37:03: [INFO] Adding track segment (B.Cu): [(257676828, 100073969), (260545610, 102235751)]
13:37:03: [INFO] Routing SW49 with D49
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW49:2' at (238096873, 97635241) with pad 'D49:2' at (241681003, 104886999) using coordinate system rotated by 352.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(238096873, 97635241), (238812222, 102725217)]
13:37:03: [INFO] Adding track segment (B.Cu): [(238812222, 102725217), (241681003, 104886999)]
13:37:03: [INFO] Routing SW48 with D48
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW48:2' at (219232267, 100286488) with pad 'D48:2' at (222816397, 107538246) using coordinate system rotated by 352.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(219232267, 100286488), (219947616, 105376465)]
13:37:03: [INFO] Adding track segment (B.Cu): [(219947616, 105376465), (222816397, 107538246)]
13:37:03: [INFO] Routing SW47 with D47
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW47:2' at (190801295, 100993487) with pad 'D47:2' at (192247726, 108952245) using coordinate system rotated by 8.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(190801295, 100993487), (190085944, 106083464)]
13:37:03: [INFO] Adding track segment (B.Cu): [(190085944, 106083464), (192247726, 108952245)]
13:37:03: [INFO] Routing SW46 with D46
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW46:2' at (171936689, 98342240) with pad 'D46:2' at (173383120, 106300998) using coordinate system rotated by 8.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(171936689, 98342240), (171221338, 103432217)]
13:37:03: [INFO] Adding track segment (B.Cu): [(171221338, 103432217), (173383120, 106300998)]
13:37:03: [INFO] Routing SW45 with D45
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW45:2' at (153072082, 95690992) with pad 'D45:2' at (154518513, 103649750) using coordinate system rotated by 8.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(153072082, 95690992), (152356732, 100780970)]
13:37:03: [INFO] Adding track segment (B.Cu): [(152356732, 100780970), (154518513, 103649750)]
13:37:03: [INFO] Routing SW44 with D44
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW44:2' at (134207475, 93039745) with pad 'D44:2' at (135653906, 100998503) using coordinate system rotated by 8.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(134207475, 93039745), (133492124, 98129721)]
13:37:03: [INFO] Adding track segment (B.Cu): [(133492124, 98129721), (135653906, 100998503)]
13:37:03: [INFO] Routing SW43 with D43
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW43:2' at (113601500, 90170000) with pad 'D43:2' at (116141500, 97850000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(113601500, 90170000), (113601500, 95310000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(113601500, 95310000), (116141500, 97850000)]
13:37:03: [INFO] Routing SW42 with D42
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW42:2' at (82645250, 90170000) with pad 'D42:2' at (85185250, 97850000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(82645250, 90170000), (82645250, 95310000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(82645250, 95310000), (85185250, 97850000)]
13:37:03: [INFO] Routing SW41 with D41
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW41:2' at (353345750, 71120000) with pad 'D41:2' at (355885750, 78800000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(353345750, 71120000), (353345750, 76260000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(353345750, 76260000), (355885750, 78800000)]
13:37:03: [INFO] Routing SW40 with D40
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW40:2' at (322389500, 71120000) with pad 'D40:2' at (324929500, 78800000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(322389500, 71120000), (322389500, 76260000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(322389500, 76260000), (324929500, 78800000)]
13:37:03: [INFO] Routing SW39 with D39
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW39:2' at (303339500, 71120000) with pad 'D39:2' at (305879500, 78800000) using coordinate system rotated by 0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(303339500, 71120000), (303339500, 76260000)]
13:37:03: [INFO] Adding track segment (B.Cu): [(303339500, 76260000), (305879500, 78800000)]
13:37:03: [INFO] Routing SW38 with D38
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW38:2' at (282607143, 72142515) with pad 'D38:2' at (286191273, 79394273) using coordinate system rotated by 352.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(282607143, 72142515), (283322492, 77232491)]
13:37:03: [INFO] Adding track segment (B.Cu): [(283322492, 77232491), (286191273, 79394273)]
13:37:03: [INFO] Routing SW37 with D37
13:37:03: [INFO] Using internal autorouter method
13:37:03: [INFO] Routing pad 'SW37:2' at (263742536, 74793763) with pad 'D37:2' at (267326666, 82045521) using coordinate system rotated by 352.0 degree(s)
13:37:03: [INFO] Adding track segment (B.Cu): [(263742536, 74793763), (264457884, 79883739)]
13:37:03: [INFO] Adding track segment (B.Cu): [(264457884, 79883739), (267326666, 82045521)]
13:37:03: [INFO] Routing SW36 with D36
13:37:03: [INFO] Using internal autorouter method
