=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:31:30: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareAvgGgQFiwIzg7j4BMxcEAHrHAAwB0ZArNgvVvZTXU6+3CciOCNHhJIU6ZhKcKcrAGZKQrLlWcWmrADYdAdh0AOHQE4dBbooIiqUOkjTpBwigF0sAKGCllq-A1RcFp4fjYSAi4eEL5mCIQouzFHRGkZQSiFRP9I9VUo7Tz9PKM80zyLPKsCwmSHCRRnZFkcgg9vX3wivD0Y0IZ4wTJo4IHw4cIY8QQ09OhJ7PARlRIRoIQRnuW+tawyzawKw6rDmr3badTmlsn28E8fXngyIZIlUftxt4QPu3APksPqtfvl3lgeilGvMFuDdAAdAB2SKRnGsoIMKORiLRV0aN1aAKOqg+pyJ51Bl3B90eYFi8GMjBYJBmknmqgA7nQyIIPgjsaipu53EA
13:31:31: [INFO] Add Net-(D46-A) net
13:31:31: [INFO] Add Net-(D47-A) net
13:31:31: [INFO] Add Net-(D48-A) net
13:31:31: [INFO] Add Net-(D49-A) net
13:31:31: [INFO] Add Net-(D5-A) net
13:31:31: [INFO] Add Net-(D50-A) net
13:31:31: [INFO] Add Net-(D51-A) net
13:31:31: [INFO] Add Net-(D52-A) net
13:31:31: [INFO] Add Net-(D53-A) net
13:31:31: [INFO] Add Net-(D54-A) net
13:31:31: [INFO] Add Net-(D55-A) net
13:31:31: [INFO] Add Net-(D56-A) net
13:31:31: [INFO] Add Net-(D57-A) net
13:31:31: [INFO] Add Net-(D58-A) net
13:31:31: [INFO] Add Net-(D6-A) net
13:31:31: [INFO] Add Net-(D7-A) net
13:31:31: [INFO] Add Net-(D8-A) net
13:31:31: [INFO] Add Net-(D9-A) net
13:31:31: [INFO] Add ROW0 net
13:31:31: [INFO] Add ROW1 net
13:31:31: [INFO] Add ROW2 net
13:31:31: [INFO] Add ROW3 net
13:31:31: [INFO] Add ROW4 net
13:31:31: [INFO] Add SW1 footprint
13:31:31: [INFO] Add D1 footprint
13:31:31: [INFO] Add SW2 footprint
13:31:31: [INFO] Add D2 footprint
13:31:31: [INFO] Add SW3 footprint
13:31:31: [INFO] Add D3 footprint
13:31:31: [INFO] Add SW4 footprint
13:31:31: [INFO] Add D4 footprint
13:31:31: [INFO] Add SW5 footprint
13:31:31: [INFO] Add D5 footprint
13:31:31: [INFO] Add SW6 footprint
13:31:31: [INFO] Add D6 footprint
13:31:31: [INFO] Add SW7 footprint
13:31:31: [INFO] Add D7 footprint
13:31:31: [INFO] Add SW8 footprint
13:31:32: [INFO] Add D8 footprint
13:31:32: [INFO] Add SW9 footprint
13:31:32: [INFO] Add D9 footprint
13:31:32: [INFO] Add SW10 footprint
13:31:32: [INFO] Add D10 footprint
13:31:32: [INFO] Add SW11 footprint
13:31:32: [INFO] Add D11 footprint
13:31:32: [INFO] Add SW12 footprint
13:31:32: [INFO] Add D12 footprint
13:31:32: [INFO] Add SW13 footprint
13:31:32: [INFO] Add D13 footprint
13:31:32: [INFO] Add SW14 footprint
13:31:32: [INFO] Add D14 footprint
13:31:32: [INFO] Add SW15 footprint
13:31:32: [INFO] Add D15 footprint
13:31:32: [INFO] Add SW16 footprint
13:31:32: [INFO] Add D16 footprint
13:31:32: [INFO] Add SW17 footprint
13:31:32: [INFO] Add D17 footprint
13:31:32: [INFO] Add SW18 footprint
13:31:32: [INFO] Add D18 footprint
13:31:32: [INFO] Add SW19 footprint
13:31:32: [INFO] Add D19 footprint
13:31:32: [INFO] Add SW20 footprint
13:31:32: [INFO] Add D20 footprint
13:31:32: [INFO] Add SW21 footprint
13:31:32: [INFO] Add D21 footprint
13:31:32: [INFO] Add SW22 footprint
13:31:32: [INFO] Add D22 footprint
13:31:32: [INFO] Add SW23 footprint
13:31:32: [INFO] Add D23 footprint
13:31:32: [INFO] Add SW24 footprint
13:31:32: [INFO] Add D24 footprint
13:31:33: [INFO] Add SW25 footprint
13:31:33: [INFO] Add D25 footprint
13:31:33: [INFO] Add SW26 footprint
13:31:33: [INFO] Add D26 footprint
13:31:33: [INFO] Add SW27 footprint
13:31:33: [INFO] Add D27 footprint
13:31:33: [INFO] Add SW28 footprint
13:31:33: [INFO] Add D28 footprint
13:31:33: [INFO] Add SW29 footprint
13:31:33: [INFO] Add D29 footprint
13:31:33: [INFO] Add SW30 footprint
13:31:33: [INFO] Add D30 footprint
13:31:33: [INFO] Add SW31 footprint
13:31:33: [INFO] Add D31 footprint
13:31:33: [INFO] Add SW32 footprint
13:31:33: [INFO] Add D32 footprint
13:31:33: [INFO] Add SW33 footprint
13:31:33: [INFO] Add D33 footprint
13:31:33: [INFO] Add SW34 footprint
13:31:33: [INFO] Add D34 footprint
13:31:33: [INFO] Add SW35 footprint
13:31:33: [INFO] Add D35 footprint
13:31:33: [INFO] Add SW36 footprint
13:31:33: [INFO] Add D36 footprint
13:31:33: [INFO] Add SW37 footprint
13:31:33: [INFO] Add D37 footprint
13:31:33: [INFO] Add SW38 footprint
13:31:33: [INFO] Add D38 footprint
13:31:33: [INFO] Add SW39 footprint
13:31:33: [INFO] Add D39 footprint
13:31:33: [INFO] Add SW40 footprint
13:31:34: [INFO] Add D40 footprint
13:31:34: [INFO] Add SW41 footprint
13:31:34: [INFO] Add D41 footprint
13:31:34: [INFO] Add SW42 footprint
13:31:34: [INFO] Add D42 footprint
13:31:34: [INFO] Add SW43 footprint
13:31:34: [INFO] Add D43 footprint
13:31:34: [INFO] Add SW44 footprint
13:31:34: [INFO] Add D44 footprint
13:31:34: [INFO] Add SW45 footprint
13:31:34: [INFO] Add D45 footprint
13:31:34: [INFO] Add SW46 footprint
13:31:34: [INFO] Add D46 footprint
13:31:34: [INFO] Add SW46a footprint
13:31:34: [INFO] Add ST46a footprint
13:31:34: [INFO] Add SW47 footprint
13:31:34: [INFO] Add D47 footprint
13:31:34: [INFO] Add SW48 footprint
13:31:34: [INFO] Add D48 footprint
13:31:34: [INFO] Add SW49 footprint
13:31:34: [INFO] Add D49 footprint
13:31:34: [INFO] Add SW50 footprint
13:31:34: [INFO] Add D50 footprint
13:31:34: [INFO] Add SW51 footprint
13:31:34: [INFO] Add D51 footprint
13:31:34: [INFO] Add SW52 footprint
13:31:34: [INFO] Add D52 footprint
13:31:34: [INFO] Add SW53 footprint
13:31:34: [INFO] Add D53 footprint
13:31:34: [INFO] Add SW54 footprint
13:31:34: [INFO] Add D54 footprint
13:31:34: [INFO] Add SW55 footprint
13:31:34: [INFO] Add D55 footprint
13:31:35: [INFO] Add SW56 footprint
13:31:35: [INFO] Add D56 footprint
13:31:35: [INFO] Add SW57 footprint
13:31:35: [INFO] Add D57 footprint
13:31:35: [INFO] Add SW58 footprint
13:31:35: [INFO] Add D58 footprint
13:31:35: [INFO] Detected layout convertible to matrix annotated keyboard
13:31:35: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:31:35: [INFO] Layout offset: (28575000, 28575000)
13:31:35: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:31:35: [INFO] Placing additional elements for SW58
13:31:35: [INFO] Placing additional elements for SW57
13:31:35: [INFO] Placing additional elements for SW56
13:31:35: [INFO] Placing additional elements for SW55
13:31:35: [INFO] Placing additional elements for SW54
13:31:35: [INFO] Placing additional elements for SW53
13:31:35: [INFO] Placing additional elements for SW52
13:31:35: [INFO] Placing additional elements for SW51
13:31:35: [INFO] Placing additional elements for SW50
13:31:35: [INFO] Placing additional elements for SW49
13:31:35: [INFO] Placing additional elements for SW48
13:31:35: [INFO] Placing additional elements for SW47
13:31:35: [INFO] Placing additional elements for SW46a
13:31:35: [INFO] Placing additional elements for SW46
13:31:35: [INFO] Placing additional elements for SW45
13:31:35: [INFO] Placing additional elements for SW44
13:31:35: [INFO] Placing additional elements for SW43
13:31:35: [INFO] Placing additional elements for SW42
13:31:35: [INFO] Placing additional elements for SW41
13:31:35: [INFO] Placing additional elements for SW40
13:31:35: [INFO] Placing additional elements for SW39
13:31:35: [INFO] Placing additional elements for SW38
13:31:35: [INFO] Placing additional elements for SW37
13:31:35: [INFO] Placing additional elements for SW36
13:31:35: [INFO] Placing additional elements for SW35
13:31:35: [INFO] Placing additional elements for SW34
13:31:35: [INFO] Placing additional elements for SW33
13:31:35: [INFO] Placing additional elements for SW32
13:31:35: [INFO] Placing additional elements for SW31
13:31:35: [INFO] Placing additional elements for SW30
13:31:35: [INFO] Placing additional elements for SW29
13:31:35: [INFO] Placing additional elements for SW28
13:31:35: [INFO] Placing additional elements for SW27
13:31:35: [INFO] Placing additional elements for SW26
13:31:35: [INFO] Placing additional elements for SW25
13:31:35: [INFO] Placing additional elements for SW24
13:31:35: [INFO] Placing additional elements for SW23
13:31:35: [INFO] Placing additional elements for SW22
13:31:35: [INFO] Placing additional elements for SW21
13:31:35: [INFO] Placing additional elements for SW20
13:31:35: [INFO] Placing additional elements for SW19
13:31:35: [INFO] Placing additional elements for SW18
13:31:35: [INFO] Placing additional elements for SW17
13:31:35: [INFO] Placing additional elements for SW16
13:31:35: [INFO] Placing additional elements for SW15
13:31:35: [INFO] Placing additional elements for SW14
13:31:35: [INFO] Placing additional elements for SW13
13:31:35: [INFO] Placing additional elements for SW12
13:31:35: [INFO] Placing additional elements for SW11
13:31:35: [INFO] Placing additional elements for SW10
13:31:35: [INFO] Placing additional elements for SW9
13:31:35: [INFO] Placing additional elements for SW8
13:31:35: [INFO] Placing additional elements for SW7
13:31:35: [INFO] Placing additional elements for SW6
13:31:35: [INFO] Placing additional elements for SW5
13:31:35: [INFO] Placing additional elements for SW4
13:31:35: [INFO] Placing additional elements for SW3
13:31:35: [INFO] Placing additional elements for SW2
13:31:35: [INFO] Placing additional elements for SW1
13:31:35: [INFO] Routing SW58 with D58
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW58:2' at (59690000, 71120000) with pad 'D58:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:31:35: [INFO] Routing SW57 with D57
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW57:2' at (40640000, 71120000) with pad 'D57:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:31:35: [INFO] Routing SW56 with D56
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW56:2' at (59690000, 52070000) with pad 'D56:2' at (62230000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(59690000, 52070000), (59690000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(59690000, 57210000), (62230000, 59750000)]
13:31:35: [INFO] Routing SW55 with D55
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW55:2' at (40640000, 52070000) with pad 'D55:2' at (43180000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(40640000, 52070000), (40640000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(40640000, 57210000), (43180000, 59750000)]
13:31:35: [INFO] Routing SW54 with D54
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW54:2' at (59690000, 33020000) with pad 'D54:2' at (62230000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(59690000, 33020000), (59690000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(59690000, 38160000), (62230000, 40700000)]
13:31:35: [INFO] Routing SW53 with D53
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW53:2' at (40640000, 33020000) with pad 'D53:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:31:35: [INFO] Routing SW52 with D52
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW52:2' at (316865000, 90170000) with pad 'D52:2' at (319405000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 90170000), (316865000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 95310000), (319405000, 97850000)]
13:31:35: [INFO] Routing SW51 with D51
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW51:2' at (297815000, 90170000) with pad 'D51:2' at (300355000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 90170000), (297815000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 95310000), (300355000, 97850000)]
13:31:35: [INFO] Routing SW50 with D50
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW50:2' at (278765000, 90170000) with pad 'D50:2' at (281305000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 90170000), (278765000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 95310000), (281305000, 97850000)]
13:31:35: [INFO] Routing SW49 with D49
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW49:2' at (259715000, 90170000) with pad 'D49:2' at (262255000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 90170000), (259715000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 95310000), (262255000, 97850000)]
13:31:35: [INFO] Routing SW48 with D48
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW48:2' at (240665000, 90170000) with pad 'D48:2' at (243205000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 90170000), (240665000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 95310000), (243205000, 97850000)]
13:31:35: [INFO] Routing SW47 with D47
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW47:2' at (221615000, 90170000) with pad 'D47:2' at (224155000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(221615000, 90170000), (221615000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(221615000, 95310000), (224155000, 97850000)]
13:31:35: [INFO] Routing SW46a with D46
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW46a:2' at (212090000, 90170000) with pad 'D46:2' at (205105000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Routing SW46 with D46
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW46:2' at (202565000, 90170000) with pad 'D46:2' at (205105000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(202565000, 90170000), (202565000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(202565000, 95310000), (205105000, 97850000)]
13:31:35: [INFO] Routing SW45 with D45
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW45:2' at (183515000, 90170000) with pad 'D45:2' at (186055000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(183515000, 90170000), (183515000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(183515000, 95310000), (186055000, 97850000)]
13:31:35: [INFO] Routing SW44 with D44
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW44:2' at (164465000, 90170000) with pad 'D44:2' at (167005000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(164465000, 90170000), (164465000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(164465000, 95310000), (167005000, 97850000)]
13:31:35: [INFO] Routing SW43 with D43
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW43:2' at (145415000, 90170000) with pad 'D43:2' at (147955000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(145415000, 90170000), (145415000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(145415000, 95310000), (147955000, 97850000)]
13:31:35: [INFO] Routing SW42 with D42
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW42:2' at (126365000, 90170000) with pad 'D42:2' at (128905000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(126365000, 90170000), (126365000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(126365000, 95310000), (128905000, 97850000)]
13:31:35: [INFO] Routing SW41 with D41
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW41:2' at (107315000, 90170000) with pad 'D41:2' at (109855000, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(107315000, 90170000), (107315000, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(107315000, 95310000), (109855000, 97850000)]
13:31:35: [INFO] Routing SW40 with D40
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW40:2' at (83502500, 90170000) with pad 'D40:2' at (86042500, 97850000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(83502500, 90170000), (83502500, 95310000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(83502500, 95310000), (86042500, 97850000)]
13:31:35: [INFO] Routing SW39 with D39
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW39:2' at (316865000, 71120000) with pad 'D39:2' at (319405000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 71120000), (316865000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 76260000), (319405000, 78800000)]
13:31:35: [INFO] Routing SW38 with D38
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW38:2' at (297815000, 71120000) with pad 'D38:2' at (300355000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 71120000), (297815000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 76260000), (300355000, 78800000)]
13:31:35: [INFO] Routing SW37 with D37
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW37:2' at (278765000, 71120000) with pad 'D37:2' at (281305000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 71120000), (278765000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 76260000), (281305000, 78800000)]
13:31:35: [INFO] Routing SW36 with D36
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW36:2' at (259715000, 71120000) with pad 'D36:2' at (262255000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 71120000), (259715000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 76260000), (262255000, 78800000)]
13:31:35: [INFO] Routing SW35 with D35
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW35:2' at (240665000, 71120000) with pad 'D35:2' at (243205000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 71120000), (240665000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 76260000), (243205000, 78800000)]
13:31:35: [INFO] Routing SW34 with D34
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW34:2' at (221615000, 71120000) with pad 'D34:2' at (224155000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(221615000, 71120000), (221615000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(221615000, 76260000), (224155000, 78800000)]
13:31:35: [INFO] Routing SW33 with D33
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW33:2' at (202565000, 71120000) with pad 'D33:2' at (205105000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(202565000, 71120000), (202565000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(202565000, 76260000), (205105000, 78800000)]
13:31:35: [INFO] Routing SW32 with D32
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW32:2' at (183515000, 71120000) with pad 'D32:2' at (186055000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(183515000, 71120000), (183515000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(183515000, 76260000), (186055000, 78800000)]
13:31:35: [INFO] Routing SW31 with D31
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW31:2' at (164465000, 71120000) with pad 'D31:2' at (167005000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(164465000, 71120000), (164465000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(164465000, 76260000), (167005000, 78800000)]
13:31:35: [INFO] Routing SW30 with D30
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW30:2' at (145415000, 71120000) with pad 'D30:2' at (147955000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(145415000, 71120000), (145415000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(145415000, 76260000), (147955000, 78800000)]
13:31:35: [INFO] Routing SW29 with D29
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW29:2' at (126365000, 71120000) with pad 'D29:2' at (128905000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(126365000, 71120000), (126365000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(126365000, 76260000), (128905000, 78800000)]
13:31:35: [INFO] Routing SW28 with D28
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW28:2' at (107315000, 71120000) with pad 'D28:2' at (109855000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(107315000, 71120000), (107315000, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(107315000, 76260000), (109855000, 78800000)]
13:31:35: [INFO] Routing SW27 with D27
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW27:2' at (83502500, 71120000) with pad 'D27:2' at (86042500, 78800000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(83502500, 71120000), (83502500, 76260000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(83502500, 76260000), (86042500, 78800000)]
13:31:35: [INFO] Routing SW26 with D26
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW26:2' at (316865000, 52070000) with pad 'D26:2' at (319405000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 52070000), (316865000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 57210000), (319405000, 59750000)]
13:31:35: [INFO] Routing SW25 with D25
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW25:2' at (297815000, 52070000) with pad 'D25:2' at (300355000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 52070000), (297815000, 57210000)]
