=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:31:15: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgAwDoCsAaO4DGtMGIBDI48AXw3ATQXAwmnmQCYVzMqBGWuCHecPFiHCyFKk26U0AZklUALHLQolANiUB2bvVwdUbKQA4lATiUcaYtBy5WOEu7LuK62XAOIkDnFQF00AFBgULjMrBQc1NohjEgsFADuuvoR1tF8+MIiBpEOmJFO+WguRSqp6q4McExICDloxqlmqRaSkTZt1nng7YU91iW87oSeBJJJ8HrhRRx+gcDgTFGVoXHomBNwehrTi2muGQJZQqKYS31LJXtlZ2gVt1or8DW7S423zbetFEsdP12SX6FIb8Eaeca4GosAy-OZBHSTRKQtYGaT7HhuUHHHComSSNFXNE3cBo+4ktCPDFVGp1Cho97kz7k76YNF-VkAunWYGY-CjMZIyZIHa4jiE6xw4JVPTxDbJXbydEgzLHSRjeAaQVbNYUAAmuAALgAnACuAFMDOlhvy1bhFXKhQrilasaqtUwDIqbhBNjKnfcEdqqA7qsKne9lR5RhDHZ7rLYMYdBG7MOq4JqQ9IdZh9fBjebLQdrdGKGn7eBfSlMIqxeBfL4gA
13:31:20: [INFO] Routing pad 'SW38:2' at (183515000, 71120000) with pad 'D38:2' at (186055000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:20: [INFO] Adding track segment (B.Cu): [(183515000, 71120000), (183515000, 76260000)]
13:31:20: [INFO] Adding track segment (B.Cu): [(183515000, 76260000), (186055000, 78800000)]
13:31:20: [INFO] Routing SW37 with D37
13:31:20: [INFO] Using internal autorouter method
13:31:20: [INFO] Routing pad 'SW37:2' at (164465000, 71120000) with pad 'D37:2' at (167005000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:20: [INFO] Adding track segment (B.Cu): [(164465000, 71120000), (164465000, 76260000)]
13:31:20: [INFO] Adding track segment (B.Cu): [(164465000, 76260000), (167005000, 78800000)]
13:31:20: [INFO] Routing SW36 with D36
13:31:20: [INFO] Using internal autorouter method
13:31:20: [INFO] Routing pad 'SW36:2' at (145415000, 71120000) with pad 'D36:2' at (147955000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:20: [INFO] Adding track segment (B.Cu): [(145415000, 71120000), (145415000, 76260000)]
13:31:20: [INFO] Adding track segment (B.Cu): [(145415000, 76260000), (147955000, 78800000)]
13:31:20: [INFO] Routing SW35 with D35
13:31:20: [INFO] Using internal autorouter method
13:31:20: [INFO] Routing pad 'SW35:2' at (126365000, 71120000) with pad 'D35:2' at (128905000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:20: [INFO] Adding track segment (B.Cu): [(126365000, 71120000), (126365000, 76260000)]
13:31:20: [INFO] Adding track segment (B.Cu): [(126365000, 76260000), (128905000, 78800000)]
13:31:20: [INFO] Routing SW34 with D34
13:31:20: [INFO] Using internal autorouter method
13:31:20: [INFO] Routing pad 'SW34:2' at (107315000, 71120000) with pad 'D34:2' at (109855000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:20: [INFO] Adding track segment (B.Cu): [(107315000, 71120000), (107315000, 76260000)]
13:31:20: [INFO] Adding track segment (B.Cu): [(107315000, 76260000), (109855000, 78800000)]
13:31:20: [INFO] Routing SW33 with D33
13:31:20: [INFO] Using internal autorouter method
13:31:20: [INFO] Routing pad 'SW33:2' at (81121250, 71120000) with pad 'D33:2' at (83661250, 78800000) using coordinate system rotated by 0 degree(s)
13:31:20: [INFO] Adding track segment (B.Cu): [(81121250, 71120000), (81121250, 76260000)]
13:31:20: [INFO] Adding track segment (B.Cu): [(81121250, 76260000), (83661250, 78800000)]
13:31:20: [INFO] Routing SW32 with D32
13:31:20: [INFO] Using internal autorouter method
13:31:20: [INFO] Routing pad 'SW32:2' at (50165000, 71120000) with pad 'D32:2' at (52705000, 78800000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(50165000, 71120000), (50165000, 76260000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(50165000, 76260000), (52705000, 78800000)]
13:31:21: [INFO] Routing SW31 with D31
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW31:2' at (378777500, 52070000) with pad 'D31:2' at (381317500, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(378777500, 52070000), (378777500, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(378777500, 57210000), (381317500, 59750000)]
13:31:21: [INFO] Routing SW30 with D30
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW30:2' at (354965000, 52070000) with pad 'D30:2' at (357505000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(354965000, 52070000), (354965000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(354965000, 57210000), (357505000, 59750000)]
13:31:21: [INFO] Routing SW29 with D29
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW29:2' at (335915000, 52070000) with pad 'D29:2' at (338455000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(335915000, 52070000), (335915000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(335915000, 57210000), (338455000, 59750000)]
13:31:21: [INFO] Routing SW28 with D28
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW28:2' at (316865000, 52070000) with pad 'D28:2' at (319405000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(316865000, 52070000), (316865000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(316865000, 57210000), (319405000, 59750000)]
13:31:21: [INFO] Routing SW27 with D27
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW27:2' at (297815000, 52070000) with pad 'D27:2' at (300355000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(297815000, 52070000), (297815000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(297815000, 57210000), (300355000, 59750000)]
13:31:21: [INFO] Routing SW26 with D26
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW26:2' at (278765000, 52070000) with pad 'D26:2' at (281305000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(278765000, 52070000), (278765000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(278765000, 57210000), (281305000, 59750000)]
13:31:21: [INFO] Routing SW25 with D25
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW25:2' at (259715000, 52070000) with pad 'D25:2' at (262255000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(259715000, 52070000), (259715000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(259715000, 57210000), (262255000, 59750000)]
13:31:21: [INFO] Routing SW24 with D24
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW24:2' at (240665000, 52070000) with pad 'D24:2' at (243205000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(240665000, 52070000), (240665000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(240665000, 57210000), (243205000, 59750000)]
13:31:21: [INFO] Routing SW23 with D23
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW23:2' at (183515000, 52070000) with pad 'D23:2' at (186055000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(183515000, 52070000), (183515000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(183515000, 57210000), (186055000, 59750000)]
13:31:21: [INFO] Routing SW22 with D22
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW22:2' at (164465000, 52070000) with pad 'D22:2' at (167005000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(164465000, 52070000), (164465000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(164465000, 57210000), (167005000, 59750000)]
13:31:21: [INFO] Routing SW21 with D21
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW21:2' at (145415000, 52070000) with pad 'D21:2' at (147955000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(145415000, 52070000), (145415000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(145415000, 57210000), (147955000, 59750000)]
13:31:21: [INFO] Routing SW20 with D20
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW20:2' at (126365000, 52070000) with pad 'D20:2' at (128905000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(126365000, 52070000), (126365000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(126365000, 57210000), (128905000, 59750000)]
13:31:21: [INFO] Routing SW19 with D19
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW19:2' at (107315000, 52070000) with pad 'D19:2' at (109855000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(107315000, 52070000), (107315000, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(107315000, 57210000), (109855000, 59750000)]
13:31:21: [INFO] Routing SW18 with D18
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW18:2' at (83502500, 52070000) with pad 'D18:2' at (86042500, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(83502500, 52070000), (83502500, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(83502500, 57210000), (86042500, 59750000)]
13:31:21: [INFO] Routing SW17 with D17
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW17:2' at (54927500, 52070000) with pad 'D17:2' at (57467500, 59750000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(54927500, 52070000), (54927500, 57210000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(54927500, 57210000), (57467500, 59750000)]
13:31:21: [INFO] Routing SW16 with D16
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW16:2' at (378777500, 33020000) with pad 'D16:2' at (381317500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(378777500, 33020000), (378777500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(378777500, 38160000), (381317500, 40700000)]
13:31:21: [INFO] Routing SW15 with D15
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW15:2' at (359727500, 33020000) with pad 'D15:2' at (362267500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(359727500, 33020000), (359727500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(359727500, 38160000), (362267500, 40700000)]
13:31:21: [INFO] Routing SW14 with D14
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW14:2' at (340677500, 33020000) with pad 'D14:2' at (343217500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(340677500, 33020000), (340677500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(340677500, 38160000), (343217500, 40700000)]
13:31:21: [INFO] Routing SW13 with D13
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW13:2' at (321627500, 33020000) with pad 'D13:2' at (324167500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(321627500, 33020000), (321627500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(321627500, 38160000), (324167500, 40700000)]
13:31:21: [INFO] Routing SW12 with D12
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW12:2' at (302577500, 33020000) with pad 'D12:2' at (305117500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(302577500, 33020000), (302577500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(302577500, 38160000), (305117500, 40700000)]
13:31:21: [INFO] Routing SW11 with D11
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW11:2' at (283527500, 33020000) with pad 'D11:2' at (286067500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(283527500, 33020000), (283527500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(283527500, 38160000), (286067500, 40700000)]
13:31:21: [INFO] Routing SW10 with D10
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW10:2' at (264477500, 33020000) with pad 'D10:2' at (267017500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(264477500, 33020000), (264477500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(264477500, 38160000), (267017500, 40700000)]
13:31:21: [INFO] Routing SW9 with D9
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW9:2' at (245427500, 33020000) with pad 'D9:2' at (247967500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(245427500, 33020000), (245427500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(245427500, 38160000), (247967500, 40700000)]
13:31:21: [INFO] Routing SW8 with D8
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW8:2' at (197802500, 33020000) with pad 'D8:2' at (200342500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(197802500, 33020000), (197802500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(197802500, 38160000), (200342500, 40700000)]
13:31:21: [INFO] Routing SW7 with D7
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW7:2' at (178752500, 33020000) with pad 'D7:2' at (181292500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(178752500, 33020000), (178752500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(178752500, 38160000), (181292500, 40700000)]
13:31:21: [INFO] Routing SW6 with D6
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW6:2' at (159702500, 33020000) with pad 'D6:2' at (162242500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(159702500, 33020000), (159702500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(159702500, 38160000), (162242500, 40700000)]
13:31:21: [INFO] Routing SW5 with D5
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW5:2' at (140652500, 33020000) with pad 'D5:2' at (143192500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(140652500, 33020000), (140652500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(140652500, 38160000), (143192500, 40700000)]
13:31:21: [INFO] Routing SW4 with D4
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW4:2' at (121602500, 33020000) with pad 'D4:2' at (124142500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(121602500, 33020000), (121602500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(121602500, 38160000), (124142500, 40700000)]
13:31:21: [INFO] Routing SW3 with D3
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW3:2' at (102552500, 33020000) with pad 'D3:2' at (105092500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(102552500, 33020000), (102552500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(102552500, 38160000), (105092500, 40700000)]
13:31:21: [INFO] Routing SW2 with D2
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW2:2' at (83502500, 33020000) with pad 'D2:2' at (86042500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(83502500, 33020000), (83502500, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(83502500, 38160000), (86042500, 40700000)]
13:31:21: [INFO] Routing SW1 with D1
13:31:21: [INFO] Using internal autorouter method
13:31:21: [INFO] Routing pad 'SW1:2' at (59690000, 33020000) with pad 'D1:2' at (62230000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(59690000, 33020000), (59690000, 38160000)]
13:31:21: [INFO] Adding track segment (B.Cu): [(59690000, 38160000), (62230000, 40700000)]
13:31:21: [INFO] Routing ROW1 pads
13:31:21: [INFO] Routing pad 'D17:1' at (57467500, 62550000) with pad 'D18:1' at (86042500, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(57467500, 62550000), (86042500, 62550000)]
13:31:21: [INFO] Routing pad 'D18:1' at (86042500, 62550000) with pad 'D19:1' at (109855000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(86042500, 62550000), (109855000, 62550000)]
13:31:21: [INFO] Routing pad 'D19:1' at (109855000, 62550000) with pad 'D20:1' at (128905000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(109855000, 62550000), (128905000, 62550000)]
13:31:21: [INFO] Routing pad 'D20:1' at (128905000, 62550000) with pad 'D21:1' at (147955000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(128905000, 62550000), (147955000, 62550000)]
13:31:21: [INFO] Routing pad 'D21:1' at (147955000, 62550000) with pad 'D22:1' at (167005000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(147955000, 62550000), (167005000, 62550000)]
13:31:21: [INFO] Routing pad 'D22:1' at (167005000, 62550000) with pad 'D23:1' at (186055000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(167005000, 62550000), (186055000, 62550000)]
13:31:21: [INFO] Routing pad 'D23:1' at (186055000, 62550000) with pad 'D24:1' at (243205000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(186055000, 62550000), (243205000, 62550000)]
13:31:21: [INFO] Routing pad 'D24:1' at (243205000, 62550000) with pad 'D25:1' at (262255000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(243205000, 62550000), (262255000, 62550000)]
13:31:21: [INFO] Routing pad 'D25:1' at (262255000, 62550000) with pad 'D26:1' at (281305000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(262255000, 62550000), (281305000, 62550000)]
13:31:21: [INFO] Routing pad 'D26:1' at (281305000, 62550000) with pad 'D27:1' at (300355000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(281305000, 62550000), (300355000, 62550000)]
13:31:21: [INFO] Routing pad 'D27:1' at (300355000, 62550000) with pad 'D28:1' at (319405000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(300355000, 62550000), (319405000, 62550000)]
13:31:21: [INFO] Routing pad 'D28:1' at (319405000, 62550000) with pad 'D29:1' at (338455000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(319405000, 62550000), (338455000, 62550000)]
13:31:21: [INFO] Routing pad 'D29:1' at (338455000, 62550000) with pad 'D30:1' at (357505000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(338455000, 62550000), (357505000, 62550000)]
13:31:21: [INFO] Routing pad 'D30:1' at (357505000, 62550000) with pad 'D31:1' at (381317500, 62550000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(357505000, 62550000), (381317500, 62550000)]
13:31:21: [INFO] Routing COL13 pads
13:31:21: [INFO] Routing pad 'SW29:1' at (329565000, 54610000) with pad 'SW14:1' at (334327500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(329565000, 54610000), (334327500, 49847500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(334327500, 49847500), (334327500, 35560000)]
13:31:21: [INFO] Routing pad 'SW44:1' at (339090000, 73660000) with pad 'SW57:1' at (334327500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(339090000, 73660000), (339090000, 87947500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(339090000, 87947500), (334327500, 92710000)]
13:31:21: [INFO] Routing pad 'SW29:1' at (329565000, 54610000) with pad 'SW44:1' at (339090000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(329565000, 54610000), (329565000, 64135000)]
13:31:21: [INFO] Adding track segment (F.Cu): [(329565000, 64135000), (339090000, 73660000)]
13:31:21: [INFO] Routing COL6 pads
13:31:21: [INFO] Routing pad 'SW37:1' at (158115000, 73660000) with pad 'SW50:1' at (162877500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(158115000, 73660000), (158115000, 87947500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(158115000, 87947500), (162877500, 92710000)]
13:31:21: [INFO] Routing pad 'SW23:1' at (177165000, 54610000) with pad 'SW7:1' at (172402500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(177165000, 54610000), (172402500, 49847500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(172402500, 49847500), (172402500, 35560000)]
13:31:21: [INFO] Routing pad 'SW37:1' at (158115000, 73660000) with pad 'SW23:1' at (177165000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Routing pad 'SW50:1' at (162877500, 92710000) with pad 'SW63:1' at (189071250, 111760000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Routing ROW2 pads
13:31:21: [INFO] Routing pad 'D32:1' at (52705000, 81600000) with pad 'D33:1' at (83661250, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(52705000, 81600000), (83661250, 81600000)]
13:31:21: [INFO] Routing pad 'D33:1' at (83661250, 81600000) with pad 'D34:1' at (109855000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(83661250, 81600000), (109855000, 81600000)]
13:31:21: [INFO] Routing pad 'D34:1' at (109855000, 81600000) with pad 'D35:1' at (128905000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(109855000, 81600000), (128905000, 81600000)]
13:31:21: [INFO] Routing pad 'D35:1' at (128905000, 81600000) with pad 'D36:1' at (147955000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(128905000, 81600000), (147955000, 81600000)]
13:31:21: [INFO] Routing pad 'D36:1' at (147955000, 81600000) with pad 'D37:1' at (167005000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(147955000, 81600000), (167005000, 81600000)]
13:31:21: [INFO] Routing pad 'D37:1' at (167005000, 81600000) with pad 'D38:1' at (186055000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(167005000, 81600000), (186055000, 81600000)]
13:31:21: [INFO] Routing pad 'D38:1' at (186055000, 81600000) with pad 'D39:1' at (252730000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(186055000, 81600000), (252730000, 81600000)]
13:31:21: [INFO] Routing pad 'D39:1' at (252730000, 81600000) with pad 'D40:1' at (271780000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(252730000, 81600000), (271780000, 81600000)]
13:31:21: [INFO] Routing pad 'D40:1' at (271780000, 81600000) with pad 'D41:1' at (290830000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(271780000, 81600000), (290830000, 81600000)]
13:31:21: [INFO] Routing pad 'D41:1' at (290830000, 81600000) with pad 'D42:1' at (309880000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(290830000, 81600000), (309880000, 81600000)]
13:31:21: [INFO] Routing pad 'D42:1' at (309880000, 81600000) with pad 'D43:1' at (328930000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(309880000, 81600000), (328930000, 81600000)]
13:31:21: [INFO] Routing pad 'D43:1' at (328930000, 81600000) with pad 'D44:1' at (347980000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(328930000, 81600000), (347980000, 81600000)]
13:31:21: [INFO] Routing pad 'D44:1' at (347980000, 81600000) with pad 'D45:1' at (378936250, 81600000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (B.Cu): [(347980000, 81600000), (378936250, 81600000)]
13:31:21: [INFO] Routing COL2 pads
13:31:21: [INFO] Routing pad 'SW3:1' at (96202500, 35560000) with pad 'SW19:1' at (100965000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(96202500, 35560000), (96202500, 49847500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(96202500, 49847500), (100965000, 54610000)]
13:31:21: [INFO] Routing COL4 pads
13:31:21: [INFO] Routing pad 'SW35:1' at (120015000, 73660000) with pad 'SW48:1' at (124777500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(120015000, 73660000), (120015000, 87947500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(120015000, 87947500), (124777500, 92710000)]
13:31:21: [INFO] Routing pad 'SW48:1' at (124777500, 92710000) with pad 'SW61:1' at (124777500, 111760000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(124777500, 92710000), (124777500, 111760000)]
13:31:21: [INFO] Routing pad 'SW21:1' at (139065000, 54610000) with pad 'SW5:1' at (134302500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(139065000, 54610000), (134302500, 49847500)]
13:31:21: [INFO] Adding track segment (F.Cu): [(134302500, 49847500), (134302500, 35560000)]
13:31:21: [INFO] Routing pad 'SW35:1' at (120015000, 73660000) with pad 'SW21:1' at (139065000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Routing COL15 pads
13:31:21: [INFO] Routing pad 'SW31:1' at (372427500, 54610000) with pad 'SW16:1' at (372427500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(372427500, 54610000), (372427500, 35560000)]
13:31:21: [INFO] Routing pad 'SW45:1' at (370046250, 73660000) with pad 'SW31:1' at (372427500, 54610000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(370046250, 73660000), (372427500, 71278750)]
