=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:33:52: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgMwDoDsBWAvgGjuADFgEzgC6WAUGFLHAIypo7gCeNAtHg0wMY3gDEKIcPDZcBPOBwRe8AdwWLRTArVIUqs3IOFDluWlknTq8To1xaBAQ1t2puAO416mJobUmr-RUrHhDYjJKGT4dXX1wQiMHCGh4aMsw3wVI6KCNULlwkX8EGK8wu3smZwSkQjdcfM84LO0U3jyidRDTOh4i4usHcDK6JCrwABYsNWCqACd4uE5Kphn6AlxWcvmnFwZ-aPHM8GmXYcGF9nNO7MbI1V22mbOV062VMeJC7O6e0ppCf1VhgB0AHZAoESWLtJbnBopK5jBAg4GA1S9P4I0FjVpUGYcJ4GMa1AIvXoeBDg-qufweYaYuKPSrbfG9HavOrgby6PRfNZDHbUia0+A4ixs5Iw5q0Ak1Fn1GzdXr9Qi48A1eGIoGGYysu5cJIXGFcgbocWqhEeXo1AFqwFm-ntRXC7wfeWbIajWh8vaTFzCg7wI7rdqcdBQ+Ri56k57U55oFFYABsNMDFSGhgjeKjeJj7njie1PKwaaiWAzRazuGiCdti2TzUL+RL+TLypzVe+xw23P8ozLMpyei7Lb21eWLEewd12idBopTFGpNtXsFtB9iyOwuxaCQI+8l1+WBQsYAHLGAJyx2iSVuCzcp-fErDH7Nn7MX3PsTf0pjRA9fh9MrDPuWYyXkO75KvkP7VH+TD5IBzavlecBsJu459G2RqztBrKOnK06DAOCEkEAA
13:33:56: [INFO] Adding track segment (B.Cu): [(316865000, 75882500), (316865000, 81022500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(316865000, 81022500), (319405000, 83562500)]
13:33:57: [INFO] Routing SW41 with D41
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW41:2' at (290825856, 77641293) with pad 'D41:2' at (295267037, 84402203) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(290825856, 77641293), (292156184, 82606151)]
13:33:57: [INFO] Adding track segment (B.Cu): [(292156184, 82606151), (295267037, 84402203)]
13:33:57: [INFO] Routing SW40 with D40
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW40:2' at (272424969, 82571796) with pad 'D40:2' at (276866150, 89332706) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(272424969, 82571796), (273755297, 87536654)]
13:33:57: [INFO] Adding track segment (B.Cu): [(273755297, 87536654), (276866150, 89332706)]
13:33:57: [INFO] Routing SW39 with D39
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW39:2' at (254024082, 87502299) with pad 'D39:2' at (258465263, 94263209) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(254024082, 87502299), (255354411, 92467158)]
13:33:57: [INFO] Adding track segment (B.Cu): [(255354411, 92467158), (258465263, 94263209)]
13:33:57: [INFO] Routing SW38 with D38
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW38:2' at (235623195, 92432802) with pad 'D38:2' at (240064376, 99193712) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(235623195, 92432802), (236953524, 97397660)]
13:33:57: [INFO] Adding track segment (B.Cu): [(236953524, 97397660), (240064376, 99193712)]
13:33:57: [INFO] Routing SW37 with D37
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW37:2' at (179345543, 90049726) with pad 'D37:2' at (179811265, 98125437) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(179345543, 90049726), (178015212, 95014582)]
13:33:57: [INFO] Adding track segment (B.Cu): [(178015212, 95014582), (179811265, 98125437)]
13:33:57: [INFO] Routing SW36 with D36
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW36:2' at (160944656, 85119223) with pad 'D36:2' at (161410378, 93194934) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(160944656, 85119223), (159614325, 90084079)]
13:33:57: [INFO] Adding track segment (B.Cu): [(159614325, 90084079), (161410378, 93194934)]
13:33:57: [INFO] Routing SW35 with D35
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW35:2' at (142543769, 80188720) with pad 'D35:2' at (143009491, 88264431) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(142543769, 80188720), (141213438, 85153577)]
13:33:57: [INFO] Adding track segment (B.Cu): [(141213438, 85153577), (143009491, 88264431)]
13:33:57: [INFO] Routing SW34 with D34
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW34:2' at (124142882, 75258217) with pad 'D34:2' at (124608604, 83333928) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(124142882, 75258217), (122812551, 80223074)]
13:33:57: [INFO] Adding track segment (B.Cu): [(122812551, 80223074), (124608604, 83333928)]
13:33:57: [INFO] Routing SW33 with D33
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW33:2' at (102552500, 75882500) with pad 'D33:2' at (105092500, 83562500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(102552500, 75882500), (102552500, 81022500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(102552500, 81022500), (105092500, 83562500)]
13:33:57: [INFO] Routing SW32 with D32
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW32:2' at (76358750, 75882500) with pad 'D32:2' at (78898750, 83562500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(76358750, 75882500), (76358750, 81022500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(76358750, 81022500), (78898750, 83562500)]
13:33:57: [INFO] Routing SW31 with D31
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW31:2' at (45402500, 75882500) with pad 'D31:2' at (47942500, 83562500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(45402500, 75882500), (45402500, 81022500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(45402500, 81022500), (47942500, 83562500)]
13:33:57: [INFO] Routing SW30 with D30
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW30:2' at (369252500, 56832500) with pad 'D30:2' at (371792500, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(369252500, 56832500), (369252500, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(369252500, 61972500), (371792500, 64512500)]
13:33:57: [INFO] Routing SW29 with D29
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW29:2' at (345440000, 56832500) with pad 'D29:2' at (347980000, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(345440000, 56832500), (345440000, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(345440000, 61972500), (347980000, 64512500)]
13:33:57: [INFO] Routing SW28 with D28
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW28:2' at (326390000, 56832500) with pad 'D28:2' at (328930000, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(326390000, 56832500), (326390000, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(326390000, 61972500), (328930000, 64512500)]
13:33:57: [INFO] Routing SW27 with D27
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW27:2' at (307340000, 56832500) with pad 'D27:2' at (309880000, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(307340000, 56832500), (307340000, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(307340000, 61972500), (309880000, 64512500)]
13:33:57: [INFO] Routing SW26 with D26
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW26:2' at (281295131, 60473032) with pad 'D26:2' at (285736312, 67233942) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(281295131, 60473032), (282625460, 65437891)]
13:33:57: [INFO] Adding track segment (B.Cu): [(282625460, 65437891), (285736312, 67233942)]
13:33:57: [INFO] Routing SW25 with D25
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW25:2' at (262894244, 65403535) with pad 'D25:2' at (267335425, 72164445) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(262894244, 65403535), (264224573, 70368394)]
13:33:57: [INFO] Adding track segment (B.Cu): [(264224573, 70368394), (267335425, 72164445)]
13:33:57: [INFO] Routing SW24 with D24
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW24:2' at (244493357, 70334038) with pad 'D24:2' at (248934538, 77094948) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(244493357, 70334038), (245823686, 75298896)]
13:33:57: [INFO] Adding track segment (B.Cu): [(245823686, 75298896), (248934538, 77094948)]
13:33:57: [INFO] Routing SW23 with D23
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW23:2' at (226092470, 75264541) with pad 'D23:2' at (230533651, 82025451) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(226092470, 75264541), (227422799, 80229399)]
13:33:57: [INFO] Adding track segment (B.Cu): [(227422799, 80229399), (230533651, 82025451)]
13:33:57: [INFO] Routing SW22 with D22
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW22:2' at (179675824, 70416213) with pad 'D22:2' at (180141546, 78491924) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(179675824, 70416213), (178345493, 75381070)]
13:33:57: [INFO] Adding track segment (B.Cu): [(178345493, 75381070), (180141546, 78491924)]
13:33:57: [INFO] Routing SW21 with D21
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW21:2' at (161274937, 65485710) with pad 'D21:2' at (161740659, 73561421) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(161274937, 65485710), (159944606, 70450567)]
13:33:57: [INFO] Adding track segment (B.Cu): [(159944606, 70450567), (161740659, 73561421)]
13:33:57: [INFO] Routing SW20 with D20
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW20:2' at (142874050, 60555207) with pad 'D20:2' at (143339772, 68630918) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(142874050, 60555207), (141543719, 65520064)]
13:33:57: [INFO] Adding track segment (B.Cu): [(141543719, 65520064), (143339772, 68630918)]
13:33:57: [INFO] Routing SW19 with D19
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW19:2' at (124473163, 55624705) with pad 'D19:2' at (124938885, 63700416) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(124473163, 55624705), (123142832, 60589562)]
13:33:57: [INFO] Adding track segment (B.Cu): [(123142832, 60589562), (124938885, 63700416)]
13:33:57: [INFO] Routing SW18 with D18
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW18:2' at (102552500, 56832500) with pad 'D18:2' at (105092500, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(102552500, 56832500), (102552500, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(102552500, 61972500), (105092500, 64512500)]
13:33:57: [INFO] Routing SW17 with D17
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW17:2' at (78740000, 56832500) with pad 'D17:2' at (81280000, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(78740000, 56832500), (78740000, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(78740000, 61972500), (81280000, 64512500)]
13:33:57: [INFO] Routing SW16 with D16
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW16:2' at (45402500, 56832500) with pad 'D16:2' at (47942500, 64512500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(45402500, 56832500), (45402500, 61972500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(45402500, 61972500), (47942500, 64512500)]
13:33:57: [INFO] Routing SW15a with D15
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW15a:2' at (369252500, 37782500) with pad 'D15:2' at (362267500, 45462500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Routing SW15 with D15
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW15:2' at (359727500, 37782500) with pad 'D15:2' at (362267500, 45462500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(359727500, 37782500), (359727500, 42922500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(359727500, 42922500), (362267500, 45462500)]
13:33:57: [INFO] Routing SW14 with D14
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW14:2' at (350202500, 37782500) with pad 'D14:2' at (352742500, 45462500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(350202500, 37782500), (350202500, 42922500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(350202500, 42922500), (352742500, 45462500)]
13:33:57: [INFO] Routing SW13 with D13
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW13:2' at (331152500, 37782500) with pad 'D13:2' at (333692500, 45462500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(331152500, 37782500), (331152500, 42922500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(331152500, 42922500), (333692500, 45462500)]
13:33:57: [INFO] Routing SW12 with D12
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW12:2' at (312102500, 33020000) with pad 'D12:2' at (314642500, 40700000) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(312102500, 33020000), (312102500, 38160000)]
13:33:57: [INFO] Adding track segment (B.Cu): [(312102500, 38160000), (314642500, 40700000)]
13:33:57: [INFO] Routing SW11 with D11
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW11:2' at (285565072, 39606894) with pad 'D11:2' at (290006253, 46367804) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(285565072, 39606894), (286895401, 44571752)]
13:33:57: [INFO] Adding track segment (B.Cu): [(286895401, 44571752), (290006253, 46367804)]
13:33:57: [INFO] Routing SW10 with D10
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW10:2' at (267164185, 44537397) with pad 'D10:2' at (271605366, 51298307) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(267164185, 44537397), (268494514, 49502256)]
13:33:57: [INFO] Adding track segment (B.Cu): [(268494514, 49502256), (271605366, 51298307)]
13:33:57: [INFO] Routing SW9 with D9
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW9:2' at (248763298, 49467899) with pad 'D9:2' at (253204479, 56228809) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(248763298, 49467899), (250093627, 54432758)]
13:33:57: [INFO] Adding track segment (B.Cu): [(250093627, 54432758), (253204479, 56228809)]
13:33:57: [INFO] Routing SW8 with D8
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW8:2' at (230362411, 54398402) with pad 'D8:2' at (234803592, 61159312) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(230362411, 54398402), (231692740, 59363261)]
13:33:57: [INFO] Adding track segment (B.Cu): [(231692740, 59363261), (234803592, 61159312)]
13:33:57: [INFO] Routing SW7 with D7
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW7:2' at (193806770, 54480577) with pad 'D7:2' at (194272492, 62556288) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(193806770, 54480577), (192476440, 59445434)]
13:33:57: [INFO] Adding track segment (B.Cu): [(192476440, 59445434), (194272492, 62556288)]
13:33:57: [INFO] Routing SW6 with D6
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW6:2' at (175405883, 49550075) with pad 'D6:2' at (175871605, 57625786) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(175405883, 49550075), (174075552, 54514932)]
13:33:57: [INFO] Adding track segment (B.Cu): [(174075552, 54514932), (175871605, 57625786)]
13:33:57: [INFO] Routing SW5 with D5
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW5:2' at (157004996, 44619572) with pad 'D5:2' at (157470718, 52695283) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(157004996, 44619572), (155674666, 49584428)]
13:33:57: [INFO] Adding track segment (B.Cu): [(155674666, 49584428), (157470718, 52695283)]
13:33:57: [INFO] Routing SW4 with D4
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW4:2' at (138604109, 39689069) with pad 'D4:2' at (139069831, 47764780) using coordinate system rotated by 15.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(138604109, 39689069), (137273779, 44653926)]
13:33:57: [INFO] Adding track segment (B.Cu): [(137273779, 44653926), (139069831, 47764780)]
13:33:57: [INFO] Routing SW3 with D3
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW3:2' at (116840000, 33020000) with pad 'D3:2' at (119380000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(116840000, 33020000), (116840000, 38160000)]
13:33:57: [INFO] Adding track segment (B.Cu): [(116840000, 38160000), (119380000, 40700000)]
13:33:57: [INFO] Routing SW2 with D2
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW2:2' at (97790000, 37782500) with pad 'D2:2' at (100330000, 45462500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(97790000, 37782500), (97790000, 42922500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(97790000, 42922500), (100330000, 45462500)]
13:33:57: [INFO] Routing SW1 with D1
13:33:57: [INFO] Using internal autorouter method
13:33:57: [INFO] Routing pad 'SW1:2' at (78740000, 37782500) with pad 'D1:2' at (81280000, 45462500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(78740000, 37782500), (78740000, 42922500)]
13:33:57: [INFO] Adding track segment (B.Cu): [(78740000, 42922500), (81280000, 45462500)]
13:33:57: [INFO] Routing ROW1 pads
13:33:57: [INFO] Routing pad 'D16:1' at (47942500, 67312500) with pad 'D17:1' at (81280000, 67312500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(47942500, 67312500), (81280000, 67312500)]
13:33:57: [INFO] Routing pad 'D17:1' at (81280000, 67312500) with pad 'D18:1' at (105092500, 67312500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(81280000, 67312500), (105092500, 67312500)]
13:33:57: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D18 at 90.0 degree(s) and footprint2: D19 at 75.0 degree(s)
13:33:57: [INFO] Routing pad 'D19:1' at (124214191, 66405008) with pad 'D20:1' at (142615078, 71335510) using coordinate system rotated by 285.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(124214191, 66405008), (142615077, 71335509)]
13:33:57: [INFO] Adding track segment (B.Cu): [(142615077, 71335509), (142615078, 71335510)]
13:33:57: [INFO] Routing pad 'D20:1' at (142615078, 71335510) with pad 'D21:1' at (161015965, 76266013) using coordinate system rotated by 285.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(142615078, 71335510), (161015964, 76266012)]
13:33:57: [INFO] Adding track segment (B.Cu): [(161015964, 76266012), (161015965, 76266013)]
13:33:57: [INFO] Routing pad 'D21:1' at (161015965, 76266013) with pad 'D22:1' at (179416852, 81196516) using coordinate system rotated by 285.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(161015965, 76266013), (179416851, 81196515)]
13:33:57: [INFO] Adding track segment (B.Cu): [(179416851, 81196515), (179416852, 81196516)]
13:33:57: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D22 at 75.0 degree(s) and footprint2: D23 at 105.0 degree(s)
13:33:57: [INFO] Routing pad 'D23:1' at (231258345, 84730043) with pad 'D24:1' at (249659232, 79799540) using coordinate system rotated by 255.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(231258345, 84730043), (249659231, 79799539)]
13:33:57: [INFO] Adding track segment (B.Cu): [(249659231, 79799539), (249659232, 79799540)]
13:33:57: [INFO] Routing pad 'D24:1' at (249659232, 79799540) with pad 'D25:1' at (268060119, 74869037) using coordinate system rotated by 255.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(249659232, 79799540), (268060118, 74869036)]
13:33:57: [INFO] Adding track segment (B.Cu): [(268060118, 74869036), (268060119, 74869037)]
13:33:57: [INFO] Routing pad 'D25:1' at (268060119, 74869037) with pad 'D26:1' at (286461006, 69938534) using coordinate system rotated by 255.0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(268060119, 74869037), (286461005, 69938533)]
13:33:57: [INFO] Adding track segment (B.Cu): [(286461005, 69938533), (286461006, 69938534)]
13:33:57: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D26 at 105.0 degree(s) and footprint2: D27 at 90.0 degree(s)
13:33:57: [INFO] Routing pad 'D27:1' at (309880000, 67312500) with pad 'D28:1' at (328930000, 67312500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(309880000, 67312500), (328930000, 67312500)]
13:33:57: [INFO] Routing pad 'D28:1' at (328930000, 67312500) with pad 'D29:1' at (347980000, 67312500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(328930000, 67312500), (347980000, 67312500)]
13:33:57: [INFO] Routing pad 'D29:1' at (347980000, 67312500) with pad 'D30:1' at (371792500, 67312500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (B.Cu): [(347980000, 67312500), (371792500, 67312500)]
13:33:57: [INFO] Routing COL11 pads
13:33:57: [INFO] Routing pad 'SW27:1' at (300990000, 59372500) with pad 'SW12:1' at (305752500, 35560000) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(300990000, 59372500), (305752500, 54610000)]
13:33:57: [INFO] Adding track segment (F.Cu): [(305752500, 54610000), (305752500, 35560000)]
13:33:57: [INFO] Routing pad 'SW42:1' at (310515000, 78422500) with pad 'SW56:1' at (305752500, 97472500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(310515000, 78422500), (310515000, 92710000)]
13:33:57: [INFO] Adding track segment (F.Cu): [(310515000, 92710000), (305752500, 97472500)]
13:33:57: [INFO] Routing pad 'SW27:1' at (300990000, 59372500) with pad 'SW42:1' at (310515000, 78422500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(300990000, 59372500), (300990000, 68897500)]
13:33:57: [INFO] Adding track segment (F.Cu): [(300990000, 68897500), (310515000, 78422500)]
13:33:57: [INFO] Routing COL10 pads
13:33:57: [INFO] Routing pad 'SW26:1' at (275818902, 64569985) with pad 'SW11:1' at (280088843, 43703847) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(275818902, 64569985), (282554093, 52904288)]
13:33:57: [INFO] Adding track segment (F.Cu): [(282554093, 52904288), (280088843, 43703847)]
13:33:57: [INFO] Routing pad 'SW41:1' at (285349627, 81738246) with pad 'SW55:1' at (281079686, 102604385) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(285349627, 81738246), (287814878, 90938689)]
13:33:57: [INFO] Adding track segment (F.Cu): [(287814878, 90938689), (281079686, 102604385)]
13:33:57: [INFO] Routing pad 'SW26:1' at (275818902, 64569985) with pad 'SW41:1' at (285349627, 81738246) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(275818902, 64569985), (279516777, 78370648)]
13:33:57: [INFO] Adding track segment (F.Cu): [(279516777, 78370648), (285349627, 81738246)]
13:33:57: [INFO] Routing pad 'SW55:1' at (281079686, 102604385) with pad 'SW65:1' at (286010189, 121005272) using coordinate system rotated by 345.0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(281079686, 102604385), (286010188, 121005271)]
13:33:57: [INFO] Adding track segment (F.Cu): [(286010188, 121005271), (286010189, 121005272)]
13:33:57: [INFO] Routing COL13 pads
13:33:57: [INFO] Routing pad 'SW29:1' at (339090000, 59372500) with pad 'SW14:1' at (343852500, 40322500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Routing pad 'SW29:1' at (339090000, 59372500) with pad 'SW58a:1' at (350996250, 97472500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Routing pad 'SW58a:1' at (350996250, 97472500) with pad 'SW58:1' at (360521250, 97472500) using coordinate system rotated by 0 degree(s)
13:33:57: [INFO] Adding track segment (F.Cu): [(350996250, 97472500), (360521250, 97472500)]
13:33:57: [INFO] Routing COL12 pads
13:33:57: [INFO] Routing pad 'SW28:1' at (320040000, 59372500) with pad 'SW13:1' at (324802500, 40322500) using coordinate system rotated by 0 degree(s)
13:33:58: [INFO] Adding track segment (F.Cu): [(320040000, 59372500), (324802500, 54610000)]
13:33:58: [INFO] Adding track segment (F.Cu): [(324802500, 54610000), (324802500, 40322500)]
13:33:58: [INFO] Routing pad 'SW43:1' at (329565000, 78422500) with pad 'SW57:1' at (324802500, 97472500) using coordinate system rotated by 0 degree(s)
13:33:58: [INFO] Adding track segment (F.Cu): [(329565000, 78422500), (329565000, 92710000)]
13:33:58: [INFO] Adding track segment (F.Cu): [(329565000, 92710000), (324802500, 97472500)]
13:33:58: [INFO] Routing pad 'SW28:1' at (320040000, 59372500) with pad 'SW43:1' at (329565000, 78422500) using coordinate system rotated by 0 degree(s)
13:33:58: [INFO] Adding track segment (F.Cu): [(320040000, 59372500), (320040000, 68897500)]
13:33:58: [INFO] Adding track segment (F.Cu): [(320040000, 68897500), (329565000, 78422500)]
13:33:58: [INFO] Routing ROW3 pads
13:33:58: [INFO] Routing pad 'D45:1' at (47942500, 105412500) with pad 'D46:1' at (78898750, 105412500) using coordinate system rotated by 0 degree(s)
13:33:58: [INFO] Adding track segment (B.Cu): [(47942500, 105412500), (78898750, 105412500)]
13:33:58: [INFO] Routing pad 'D46:1' at (78898750, 105412500) with pad 'D47:1' at (109855000, 105412500) using coordinate system rotated by 0 degree(s)
13:33:58: [INFO] Adding track segment (B.Cu): [(78898750, 105412500), (109855000, 105412500)]
13:33:58: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D47 at 90.0 degree(s) and footprint2: D48 at 75.0 degree(s)
