=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:10: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareANAg7rOBGAOgFYBfLcABg0szgmniUhdfHIWvzqowCYe1AMyCMAFjoM8SNOg69iogGyiA7KIAckqNMSs286gE5R+WhS7cLGfAKxSmiVc5c9c8ImWv4RAXQwAUGA6jvos7BT4NDxRVghRdvEYIpHiMRiKqSqp6qlaqSapZun4ceCxiQ4IKLLIbnh88rF+gcHuBCTyfNH2IdVh0F02PN2J4N0pCN0SFN2ZUxjZC7kL+QuFC8WzNmXdttrtnkM+4P5BVTK19R6Eql4IQj30fcxhEQ-DFI9jj5PgjzMPvN-oseI8ViC1iCNiCth9StpGNVanUKO0+IQ+PdYQIzm0GpjsWInhc9G95MSysSxsS-sTAeBicDiUtGRgIcSocSYZTzM8kZdZNcOncKTseJTca1wMQnjLPghZZVwIdCfJZZNSQNhUo1RRZUtSSjhUQseqMBsIKqzfqbHz5QjbfsnX5fEA
13:36:15: [INFO] Routing pad 'SW54:2' at (259715000, 90170000) with pad 'D54:2' at (262255000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(259715000, 90170000), (259715000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(259715000, 95310000), (262255000, 97850000)]
13:36:16: [INFO] Routing SW53 with D53
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW53:2' at (240665000, 90170000) with pad 'D53:2' at (243205000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(240665000, 90170000), (240665000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(240665000, 95310000), (243205000, 97850000)]
13:36:16: [INFO] Routing SW52 with D52
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW52:2' at (221615000, 90170000) with pad 'D52:2' at (224155000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(221615000, 90170000), (221615000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(221615000, 95310000), (224155000, 97850000)]
13:36:16: [INFO] Routing SW51 with D51
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW51:2' at (202565000, 90170000) with pad 'D51:2' at (205105000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(202565000, 90170000), (202565000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(202565000, 95310000), (205105000, 97850000)]
13:36:16: [INFO] Routing SW50 with D50
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW50:2' at (183515000, 90170000) with pad 'D50:2' at (186055000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(183515000, 90170000), (183515000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(183515000, 95310000), (186055000, 97850000)]
13:36:16: [INFO] Routing SW49 with D49
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW49:2' at (164465000, 90170000) with pad 'D49:2' at (167005000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(164465000, 90170000), (164465000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(164465000, 95310000), (167005000, 97850000)]
13:36:16: [INFO] Routing SW48 with D48
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW48:2' at (145415000, 90170000) with pad 'D48:2' at (147955000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(145415000, 90170000), (145415000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(145415000, 95310000), (147955000, 97850000)]
13:36:16: [INFO] Routing SW47 with D47
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW47:2' at (126365000, 90170000) with pad 'D47:2' at (128905000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(126365000, 90170000), (126365000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(126365000, 95310000), (128905000, 97850000)]
13:36:16: [INFO] Routing SW46 with D46
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW46:2' at (107315000, 90170000) with pad 'D46:2' at (109855000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(107315000, 90170000), (107315000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(107315000, 95310000), (109855000, 97850000)]
13:36:16: [INFO] Routing SW45 with D45
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW45:2' at (88265000, 90170000) with pad 'D45:2' at (90805000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(88265000, 90170000), (88265000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(88265000, 95310000), (90805000, 97850000)]
13:36:16: [INFO] Routing SW44 with D44
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW44:2' at (69215000, 90170000) with pad 'D44:2' at (71755000, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(69215000, 90170000), (69215000, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(69215000, 95310000), (71755000, 97850000)]
13:36:16: [INFO] Routing SW43 with D43
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW43:2' at (43021250, 90170000) with pad 'D43:2' at (45561250, 97850000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(43021250, 90170000), (43021250, 95310000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(43021250, 95310000), (45561250, 97850000)]
13:36:16: [INFO] Routing SW42 with D42
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW42:2' at (297815000, 71120000) with pad 'D42:2' at (300355000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(297815000, 71120000), (297815000, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(297815000, 76260000), (300355000, 78800000)]
13:36:16: [INFO] Routing SW41 with D41
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW41:2' at (274002500, 71120000) with pad 'D41:2' at (276542500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(274002500, 71120000), (274002500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(274002500, 76260000), (276542500, 78800000)]
13:36:16: [INFO] Routing SW40 with D40
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW40:2' at (254952500, 71120000) with pad 'D40:2' at (257492500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(254952500, 71120000), (254952500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(254952500, 76260000), (257492500, 78800000)]
13:36:16: [INFO] Routing SW39 with D39
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW39:2' at (235902500, 71120000) with pad 'D39:2' at (238442500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(235902500, 71120000), (235902500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(235902500, 76260000), (238442500, 78800000)]
13:36:16: [INFO] Routing SW38 with D38
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW38:2' at (216852500, 71120000) with pad 'D38:2' at (219392500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(216852500, 71120000), (216852500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(216852500, 76260000), (219392500, 78800000)]
13:36:16: [INFO] Routing SW37 with D37
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW37:2' at (197802500, 71120000) with pad 'D37:2' at (200342500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(197802500, 71120000), (197802500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(197802500, 76260000), (200342500, 78800000)]
13:36:16: [INFO] Routing SW36 with D36
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW36:2' at (178752500, 71120000) with pad 'D36:2' at (181292500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(178752500, 71120000), (178752500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(178752500, 76260000), (181292500, 78800000)]
13:36:16: [INFO] Routing SW35 with D35
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW35:2' at (159702500, 71120000) with pad 'D35:2' at (162242500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(159702500, 71120000), (159702500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(159702500, 76260000), (162242500, 78800000)]
13:36:16: [INFO] Routing SW34 with D34
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW34:2' at (140652500, 71120000) with pad 'D34:2' at (143192500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(140652500, 71120000), (140652500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(140652500, 76260000), (143192500, 78800000)]
13:36:16: [INFO] Routing SW33 with D33
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW33:2' at (121602500, 71120000) with pad 'D33:2' at (124142500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(121602500, 71120000), (121602500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(121602500, 76260000), (124142500, 78800000)]
13:36:16: [INFO] Routing SW32 with D32
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW32:2' at (102552500, 71120000) with pad 'D32:2' at (105092500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(102552500, 71120000), (102552500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(102552500, 76260000), (105092500, 78800000)]
13:36:16: [INFO] Routing SW31 with D31
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW31:2' at (83502500, 71120000) with pad 'D31:2' at (86042500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(83502500, 71120000), (83502500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(83502500, 76260000), (86042500, 78800000)]
13:36:16: [INFO] Routing SW30 with D30
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW30:2' at (64452500, 71120000) with pad 'D30:2' at (66992500, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(64452500, 71120000), (64452500, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(64452500, 76260000), (66992500, 78800000)]
13:36:16: [INFO] Routing SW29 with D29
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW29:2' at (40640000, 71120000) with pad 'D29:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:36:16: [INFO] Routing SW28 with D28
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW28:2' at (293052500, 52070000) with pad 'D28:2' at (295592500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(293052500, 52070000), (293052500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(293052500, 57210000), (295592500, 59750000)]
13:36:16: [INFO] Routing SW27 with D27
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW27:2' at (264477500, 52070000) with pad 'D27:2' at (267017500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(264477500, 52070000), (264477500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(264477500, 57210000), (267017500, 59750000)]
13:36:16: [INFO] Routing SW26 with D26
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW26:2' at (245427500, 52070000) with pad 'D26:2' at (247967500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(245427500, 52070000), (245427500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(245427500, 57210000), (247967500, 59750000)]
13:36:16: [INFO] Routing SW25 with D25
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW25:2' at (226377500, 52070000) with pad 'D25:2' at (228917500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(226377500, 52070000), (226377500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(226377500, 57210000), (228917500, 59750000)]
13:36:16: [INFO] Routing SW24 with D24
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW24:2' at (207327500, 52070000) with pad 'D24:2' at (209867500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(207327500, 52070000), (207327500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(207327500, 57210000), (209867500, 59750000)]
13:36:16: [INFO] Routing SW23 with D23
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW23:2' at (188277500, 52070000) with pad 'D23:2' at (190817500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(188277500, 52070000), (188277500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(188277500, 57210000), (190817500, 59750000)]
13:36:16: [INFO] Routing SW22 with D22
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW22:2' at (169227500, 52070000) with pad 'D22:2' at (171767500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(169227500, 52070000), (169227500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(169227500, 57210000), (171767500, 59750000)]
13:36:16: [INFO] Routing SW21 with D21
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW21:2' at (150177500, 52070000) with pad 'D21:2' at (152717500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(150177500, 52070000), (150177500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(150177500, 57210000), (152717500, 59750000)]
13:36:16: [INFO] Routing SW20 with D20
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW20:2' at (131127500, 52070000) with pad 'D20:2' at (133667500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(131127500, 52070000), (131127500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(131127500, 57210000), (133667500, 59750000)]
13:36:16: [INFO] Routing SW19 with D19
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW19:2' at (112077500, 52070000) with pad 'D19:2' at (114617500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(112077500, 52070000), (112077500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(112077500, 57210000), (114617500, 59750000)]
13:36:16: [INFO] Routing SW18 with D18
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW18:2' at (93027500, 52070000) with pad 'D18:2' at (95567500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(93027500, 52070000), (93027500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(93027500, 57210000), (95567500, 59750000)]
13:36:16: [INFO] Routing SW17 with D17
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW17:2' at (73977500, 52070000) with pad 'D17:2' at (76517500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(73977500, 52070000), (73977500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(73977500, 57210000), (76517500, 59750000)]
13:36:16: [INFO] Routing SW16 with D16
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW16:2' at (54927500, 52070000) with pad 'D16:2' at (57467500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(54927500, 52070000), (54927500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(54927500, 57210000), (57467500, 59750000)]
13:36:16: [INFO] Routing SW15 with D15
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW15:2' at (35877500, 52070000) with pad 'D15:2' at (38417500, 59750000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(35877500, 52070000), (35877500, 57210000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(35877500, 57210000), (38417500, 59750000)]
13:36:16: [INFO] Routing SW14 with D14
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW14:2' at (297815000, 33020000) with pad 'D14:2' at (300355000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(297815000, 33020000), (297815000, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(297815000, 38160000), (300355000, 40700000)]
13:36:16: [INFO] Routing SW13 with D13
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW13:2' at (274002500, 33020000) with pad 'D13:2' at (276542500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(274002500, 33020000), (274002500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(274002500, 38160000), (276542500, 40700000)]
13:36:16: [INFO] Routing SW12 with D12
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW12:2' at (254952500, 33020000) with pad 'D12:2' at (257492500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(254952500, 33020000), (254952500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(254952500, 38160000), (257492500, 40700000)]
13:36:16: [INFO] Routing SW11 with D11
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW11:2' at (235902500, 33020000) with pad 'D11:2' at (238442500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(235902500, 33020000), (235902500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(235902500, 38160000), (238442500, 40700000)]
13:36:16: [INFO] Routing SW10 with D10
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW10:2' at (216852500, 33020000) with pad 'D10:2' at (219392500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(216852500, 33020000), (216852500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(216852500, 38160000), (219392500, 40700000)]
13:36:16: [INFO] Routing SW9 with D9
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW9:2' at (197802500, 33020000) with pad 'D9:2' at (200342500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(197802500, 33020000), (197802500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(197802500, 38160000), (200342500, 40700000)]
13:36:16: [INFO] Routing SW8 with D8
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW8:2' at (178752500, 33020000) with pad 'D8:2' at (181292500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(178752500, 33020000), (178752500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(178752500, 38160000), (181292500, 40700000)]
13:36:16: [INFO] Routing SW7 with D7
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW7:2' at (159702500, 33020000) with pad 'D7:2' at (162242500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(159702500, 33020000), (159702500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(159702500, 38160000), (162242500, 40700000)]
13:36:16: [INFO] Routing SW6 with D6
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW6:2' at (140652500, 33020000) with pad 'D6:2' at (143192500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(140652500, 33020000), (140652500, 38160000)]
13:36:16: [INFO] Adding track segment (B.Cu): [(140652500, 38160000), (143192500, 40700000)]
13:36:16: [INFO] Routing SW5 with D5
13:36:16: [INFO] Using internal autorouter method
13:36:16: [INFO] Routing pad 'SW5:2' at (121602500, 33020000) with pad 'D5:2' at (124142500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:16: [INFO] Adding track segment (B.Cu): [(121602500, 33020000), (121602500, 38160000)]
13:36:17: [INFO] Adding track segment (B.Cu): [(121602500, 38160000), (124142500, 40700000)]
13:36:17: [INFO] Routing SW4 with D4
13:36:17: [INFO] Using internal autorouter method
13:36:17: [INFO] Routing pad 'SW4:2' at (102552500, 33020000) with pad 'D4:2' at (105092500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(102552500, 33020000), (102552500, 38160000)]
13:36:17: [INFO] Adding track segment (B.Cu): [(102552500, 38160000), (105092500, 40700000)]
13:36:17: [INFO] Routing SW3 with D3
13:36:17: [INFO] Using internal autorouter method
13:36:17: [INFO] Routing pad 'SW3:2' at (83502500, 33020000) with pad 'D3:2' at (86042500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(83502500, 33020000), (83502500, 38160000)]
13:36:17: [INFO] Adding track segment (B.Cu): [(83502500, 38160000), (86042500, 40700000)]
13:36:17: [INFO] Routing SW2 with D2
13:36:17: [INFO] Using internal autorouter method
13:36:17: [INFO] Routing pad 'SW2:2' at (64452500, 33020000) with pad 'D2:2' at (66992500, 40700000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(64452500, 33020000), (64452500, 38160000)]
13:36:17: [INFO] Adding track segment (B.Cu): [(64452500, 38160000), (66992500, 40700000)]
13:36:17: [INFO] Routing SW1 with D1
13:36:17: [INFO] Using internal autorouter method
13:36:17: [INFO] Routing pad 'SW1:2' at (40640000, 33020000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:36:17: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:36:17: [INFO] Routing COL7 pads
13:36:17: [INFO] Routing pad 'SW22:1' at (162877500, 54610000) with pad 'SW8:1' at (172402500, 35560000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (F.Cu): [(162877500, 54610000), (172402500, 45085000)]
13:36:17: [INFO] Adding track segment (F.Cu): [(172402500, 45085000), (172402500, 35560000)]
13:36:17: [INFO] Routing pad 'SW22:1' at (162877500, 54610000) with pad 'SW36:1' at (172402500, 73660000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (F.Cu): [(162877500, 54610000), (162877500, 64135000)]
13:36:17: [INFO] Adding track segment (F.Cu): [(162877500, 64135000), (172402500, 73660000)]
13:36:17: [INFO] Routing pad 'SW36:1' at (172402500, 73660000) with pad 'SW50:1' at (177165000, 92710000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (F.Cu): [(172402500, 73660000), (172402500, 87947500)]
13:36:17: [INFO] Adding track segment (F.Cu): [(172402500, 87947500), (177165000, 92710000)]
13:36:17: [INFO] Routing pad 'SW50:1' at (177165000, 92710000) with pad 'SW63:1' at (186690000, 111760000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (F.Cu): [(177165000, 92710000), (177165000, 102235000)]
13:36:17: [INFO] Adding track segment (F.Cu): [(177165000, 102235000), (186690000, 111760000)]
13:36:17: [INFO] Routing ROW2 pads
13:36:17: [INFO] Routing pad 'D29:1' at (43180000, 81600000) with pad 'D30:1' at (66992500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(43180000, 81600000), (66992500, 81600000)]
13:36:17: [INFO] Routing pad 'D30:1' at (66992500, 81600000) with pad 'D31:1' at (86042500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(66992500, 81600000), (86042500, 81600000)]
13:36:17: [INFO] Routing pad 'D31:1' at (86042500, 81600000) with pad 'D32:1' at (105092500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(86042500, 81600000), (105092500, 81600000)]
13:36:17: [INFO] Routing pad 'D32:1' at (105092500, 81600000) with pad 'D33:1' at (124142500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(105092500, 81600000), (124142500, 81600000)]
13:36:17: [INFO] Routing pad 'D33:1' at (124142500, 81600000) with pad 'D34:1' at (143192500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(124142500, 81600000), (143192500, 81600000)]
13:36:17: [INFO] Routing pad 'D34:1' at (143192500, 81600000) with pad 'D35:1' at (162242500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(143192500, 81600000), (162242500, 81600000)]
13:36:17: [INFO] Routing pad 'D35:1' at (162242500, 81600000) with pad 'D36:1' at (181292500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(162242500, 81600000), (181292500, 81600000)]
13:36:17: [INFO] Routing pad 'D36:1' at (181292500, 81600000) with pad 'D37:1' at (200342500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(181292500, 81600000), (200342500, 81600000)]
13:36:17: [INFO] Routing pad 'D37:1' at (200342500, 81600000) with pad 'D38:1' at (219392500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(200342500, 81600000), (219392500, 81600000)]
13:36:17: [INFO] Routing pad 'D38:1' at (219392500, 81600000) with pad 'D39:1' at (238442500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(219392500, 81600000), (238442500, 81600000)]
13:36:17: [INFO] Routing pad 'D39:1' at (238442500, 81600000) with pad 'D40:1' at (257492500, 81600000) using coordinate system rotated by 0 degree(s)
13:36:17: [INFO] Adding track segment (B.Cu): [(238442500, 81600000), (257492500, 81600000)]
