=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:34:39: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreANAg7rOBGAOgFYBfLcABg0szgmniUhdfHIWvzqowCYe1AMyCMAFlHFRANlHJRADlEBOHvgyqsDPEjToKueETIUutALoYAUGHCGChZCYTraWqDsSs2HcOu4U6gKBGCIhEiFSIbIh8hRCGFEuGErujAgoenE4eHyEfM5+GPgW1rb2eQW+fDR02kxe3tDVxTw1wQg1YZ3ibYl9MT3Z9RlZ2XZ4RE4tqT2a9B4NAIYrq+wUNSXgljYjulk89kRV8bWn3eAJAQvpSKtrBpP5hQkde5l6h3hCvgkRN557isvkZnr8MIN3mMQQ4TggEuMErNLhoeFcLOYgA
13:34:39: [INFO] Add Net-(D27-A) net
13:34:39: [INFO] Add Net-(D28-A) net
13:34:39: [INFO] Add Net-(D29-A) net
13:34:39: [INFO] Add Net-(D3-A) net
13:34:39: [INFO] Add Net-(D30-A) net
13:34:39: [INFO] Add Net-(D31-A) net
13:34:39: [INFO] Add Net-(D32-A) net
13:34:39: [INFO] Add Net-(D33-A) net
13:34:39: [INFO] Add Net-(D34-A) net
13:34:39: [INFO] Add Net-(D35-A) net
13:34:39: [INFO] Add Net-(D36-A) net
13:34:39: [INFO] Add Net-(D37-A) net
13:34:39: [INFO] Add Net-(D38-A) net
13:34:39: [INFO] Add Net-(D39-A) net
13:34:39: [INFO] Add Net-(D4-A) net
13:34:39: [INFO] Add Net-(D40-A) net
13:34:39: [INFO] Add Net-(D41-A) net
13:34:39: [INFO] Add Net-(D42-A) net
13:34:39: [INFO] Add Net-(D43-A) net
13:34:39: [INFO] Add Net-(D44-A) net
13:34:39: [INFO] Add Net-(D5-A) net
13:34:39: [INFO] Add Net-(D6-A) net
13:34:39: [INFO] Add Net-(D7-A) net
13:34:39: [INFO] Add Net-(D8-A) net
13:34:39: [INFO] Add Net-(D9-A) net
13:34:39: [INFO] Add ROW0 net
13:34:39: [INFO] Add ROW1 net
13:34:39: [INFO] Add ROW2 net
13:34:39: [INFO] Add ROW3 net
13:34:39: [INFO] Add SW1 footprint
13:34:39: [INFO] Add D1 footprint
13:34:40: [INFO] Add SW2 footprint
13:34:40: [INFO] Add D2 footprint
13:34:40: [INFO] Add SW3 footprint
13:34:40: [INFO] Add D3 footprint
13:34:40: [INFO] Add SW4 footprint
13:34:40: [INFO] Add D4 footprint
13:34:40: [INFO] Add SW5 footprint
13:34:40: [INFO] Add D5 footprint
13:34:40: [INFO] Add SW6 footprint
13:34:40: [INFO] Add D6 footprint
13:34:40: [INFO] Add SW7 footprint
13:34:40: [INFO] Add D7 footprint
13:34:40: [INFO] Add SW8 footprint
13:34:40: [INFO] Add D8 footprint
13:34:40: [INFO] Add SW9 footprint
13:34:40: [INFO] Add D9 footprint
13:34:40: [INFO] Add SW10 footprint
13:34:40: [INFO] Add D10 footprint
13:34:40: [INFO] Add SW11 footprint
13:34:40: [INFO] Add D11 footprint
13:34:40: [INFO] Add SW12 footprint
13:34:40: [INFO] Add D12 footprint
13:34:40: [INFO] Add SW13 footprint
13:34:40: [INFO] Add D13 footprint
13:34:40: [INFO] Add SW14 footprint
13:34:40: [INFO] Add D14 footprint
13:34:40: [INFO] Add SW15 footprint
13:34:40: [INFO] Add D15 footprint
13:34:40: [INFO] Add SW16 footprint
13:34:40: [INFO] Add D16 footprint
13:34:40: [INFO] Add SW17 footprint
13:34:40: [INFO] Add D17 footprint
13:34:40: [INFO] Add SW18 footprint
13:34:40: [INFO] Add D18 footprint
13:34:40: [INFO] Add SW19 footprint
13:34:40: [INFO] Add D19 footprint
13:34:40: [INFO] Add SW20 footprint
13:34:41: [INFO] Add D20 footprint
13:34:41: [INFO] Add SW21 footprint
13:34:41: [INFO] Add D21 footprint
13:34:41: [INFO] Add SW22 footprint
13:34:41: [INFO] Add D22 footprint
13:34:41: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:34:41: [INFO] Add ST22 footprint
13:34:41: [INFO] Add SW23 footprint
13:34:41: [INFO] Add D23 footprint
13:34:41: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:34:41: [INFO] Add ST23 footprint
13:34:41: [INFO] Add SW24 footprint
13:34:41: [INFO] Add D24 footprint
13:34:41: [INFO] Add SW25 footprint
13:34:41: [INFO] Add D25 footprint
13:34:41: [INFO] Add SW26 footprint
13:34:41: [INFO] Add D26 footprint
13:34:41: [INFO] Add SW27 footprint
13:34:41: [INFO] Add D27 footprint
13:34:41: [INFO] Add SW28 footprint
13:34:41: [INFO] Add D28 footprint
13:34:41: [INFO] Add SW29 footprint
13:34:41: [INFO] Add D29 footprint
13:34:41: [INFO] Add SW30 footprint
13:34:41: [INFO] Add D30 footprint
13:34:41: [INFO] Add SW31 footprint
13:34:41: [INFO] Add D31 footprint
13:34:41: [INFO] Add SW32 footprint
13:34:41: [INFO] Add D32 footprint
13:34:41: [INFO] Add SW33 footprint
13:34:41: [INFO] Add D33 footprint
13:34:41: [INFO] Add SW34 footprint
13:34:41: [INFO] Add D34 footprint
13:34:41: [INFO] Add SW35 footprint
13:34:41: [INFO] Add D35 footprint
13:34:41: [INFO] Add SW36 footprint
13:34:41: [INFO] Add D36 footprint
13:34:41: [INFO] Add SW37 footprint
13:34:41: [INFO] Add D37 footprint
13:34:41: [INFO] Add SW38 footprint
13:34:41: [INFO] Add D38 footprint
13:34:41: [INFO] Add ST38 footprint
13:34:41: [INFO] Add SW39 footprint
13:34:41: [INFO] Add D39 footprint
13:34:42: [INFO] Add SW40 footprint
13:34:42: [INFO] Add D40 footprint
13:34:42: [INFO] Add SW41 footprint
13:34:42: [INFO] Add D41 footprint
13:34:42: [INFO] Add SW42 footprint
13:34:42: [INFO] Add D42 footprint
13:34:42: [INFO] Add SW43 footprint
13:34:42: [INFO] Add D43 footprint
13:34:42: [INFO] Add SW44 footprint
13:34:42: [INFO] Add D44 footprint
13:34:42: [INFO] Detected layout convertible to matrix annotated keyboard
13:34:42: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:34:42: [INFO] Layout offset: (23812500, 28575000)
13:34:42: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:34:42: [INFO] Placing additional elements for SW44
13:34:42: [INFO] Placing additional elements for SW43
13:34:42: [INFO] Placing additional elements for SW42
13:34:42: [INFO] Placing additional elements for SW41
13:34:42: [INFO] Placing additional elements for SW40
13:34:42: [INFO] Placing additional elements for SW39
13:34:42: [INFO] Placing additional elements for SW38
13:34:42: [INFO] Placing additional elements for SW37
13:34:42: [INFO] Placing additional elements for SW36
13:34:42: [INFO] Placing additional elements for SW35
13:34:42: [INFO] Placing additional elements for SW34
13:34:42: [INFO] Placing additional elements for SW33
13:34:42: [INFO] Placing additional elements for SW32
13:34:42: [INFO] Placing additional elements for SW31
13:34:42: [INFO] Placing additional elements for SW30
13:34:42: [INFO] Placing additional elements for SW29
13:34:42: [INFO] Placing additional elements for SW28
13:34:42: [INFO] Placing additional elements for SW27
13:34:42: [INFO] Placing additional elements for SW26
13:34:42: [INFO] Placing additional elements for SW25
13:34:42: [INFO] Placing additional elements for SW24
13:34:42: [INFO] Placing additional elements for SW23
13:34:42: [INFO] Placing additional elements for SW22
13:34:42: [INFO] Placing additional elements for SW21
13:34:42: [INFO] Placing additional elements for SW20
13:34:42: [INFO] Placing additional elements for SW19
13:34:42: [INFO] Placing additional elements for SW18
13:34:42: [INFO] Placing additional elements for SW17
13:34:42: [INFO] Placing additional elements for SW16
13:34:42: [INFO] Placing additional elements for SW15
13:34:42: [INFO] Placing additional elements for SW14
13:34:42: [INFO] Placing additional elements for SW13
13:34:42: [INFO] Placing additional elements for SW12
13:34:42: [INFO] Placing additional elements for SW11
13:34:42: [INFO] Placing additional elements for SW10
13:34:42: [INFO] Placing additional elements for SW9
13:34:42: [INFO] Placing additional elements for SW8
13:34:42: [INFO] Placing additional elements for SW7
13:34:42: [INFO] Placing additional elements for SW6
13:34:42: [INFO] Placing additional elements for SW5
13:34:42: [INFO] Placing additional elements for SW4
13:34:42: [INFO] Placing additional elements for SW3
13:34:42: [INFO] Placing additional elements for SW2
13:34:42: [INFO] Placing additional elements for SW1
13:34:42: [INFO] Routing SW44 with D44
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW44:2' at (264477500, 90170000) with pad 'D44:2' at (267017500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(264477500, 90170000), (264477500, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(264477500, 95310000), (267017500, 97850000)]
13:34:42: [INFO] Routing SW43 with D43
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW43:2' at (245427500, 90170000) with pad 'D43:2' at (247967500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(245427500, 90170000), (245427500, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(245427500, 95310000), (247967500, 97850000)]
13:34:42: [INFO] Routing SW42 with D42
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW42:2' at (226377500, 90170000) with pad 'D42:2' at (228917500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(226377500, 90170000), (226377500, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(226377500, 95310000), (228917500, 97850000)]
13:34:42: [INFO] Routing SW41 with D41
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW41:2' at (204946250, 90170000) with pad 'D41:2' at (207486250, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(204946250, 90170000), (204946250, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(204946250, 95310000), (207486250, 97850000)]
13:34:42: [INFO] Routing SW40 with D40
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW40:2' at (181133750, 90170000) with pad 'D40:2' at (183673750, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(181133750, 90170000), (181133750, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(181133750, 95310000), (183673750, 97850000)]
13:34:42: [INFO] Routing SW39 with D39
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW39:2' at (202565000, 52070000) with pad 'D39:2' at (205105000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(202565000, 52070000), (202565000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(202565000, 57210000), (205105000, 59750000)]
13:34:42: [INFO] Routing SW38 with D38
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW38:2' at (140652500, 90170000) with pad 'D38:2' at (143192500, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(140652500, 90170000), (140652500, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(140652500, 95310000), (143192500, 97850000)]
13:34:42: [INFO] Routing SW37 with D37
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW37:2' at (59690000, 90170000) with pad 'D37:2' at (62230000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(59690000, 90170000), (59690000, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(59690000, 95310000), (62230000, 97850000)]
13:34:42: [INFO] Routing SW36 with D36
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW36:2' at (100171250, 90170000) with pad 'D36:2' at (102711250, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(100171250, 90170000), (100171250, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(100171250, 95310000), (102711250, 97850000)]
13:34:42: [INFO] Routing SW35 with D35
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW35:2' at (78740000, 90170000) with pad 'D35:2' at (81280000, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(78740000, 90170000), (78740000, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(78740000, 95310000), (81280000, 97850000)]
13:34:42: [INFO] Routing SW34 with D34
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW34:2' at (38258750, 90170000) with pad 'D34:2' at (40798750, 97850000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(38258750, 90170000), (38258750, 95310000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(38258750, 95310000), (40798750, 97850000)]
13:34:42: [INFO] Routing SW33 with D33
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW33:2' at (264477500, 71120000) with pad 'D33:2' at (267017500, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(264477500, 71120000), (264477500, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(264477500, 76260000), (267017500, 78800000)]
13:34:42: [INFO] Routing SW32 with D32
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW32:2' at (245427500, 71120000) with pad 'D32:2' at (247967500, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(245427500, 71120000), (245427500, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(245427500, 76260000), (247967500, 78800000)]
13:34:42: [INFO] Routing SW31 with D31
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW31:2' at (219233750, 71120000) with pad 'D31:2' at (221773750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(219233750, 71120000), (219233750, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(219233750, 76260000), (221773750, 78800000)]
13:34:42: [INFO] Routing SW30 with D30
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW30:2' at (193040000, 71120000) with pad 'D30:2' at (195580000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(193040000, 71120000), (193040000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(193040000, 76260000), (195580000, 78800000)]
13:34:42: [INFO] Routing SW29 with D29
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW29:2' at (173990000, 71120000) with pad 'D29:2' at (176530000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(173990000, 71120000), (173990000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(173990000, 76260000), (176530000, 78800000)]
13:34:42: [INFO] Routing SW28 with D28
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW28:2' at (154940000, 71120000) with pad 'D28:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:34:42: [INFO] Routing SW27 with D27
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW27:2' at (135890000, 71120000) with pad 'D27:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:34:42: [INFO] Routing SW26 with D26
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW26:2' at (116840000, 71120000) with pad 'D26:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:34:42: [INFO] Routing SW25 with D25
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW25:2' at (97790000, 71120000) with pad 'D25:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:34:42: [INFO] Routing SW24 with D24
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW24:2' at (78740000, 71120000) with pad 'D24:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:34:42: [INFO] Routing SW23 with D23
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW23:2' at (47783750, 71120000) with pad 'D23:2' at (50323750, 78800000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(47783750, 71120000), (47783750, 76260000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(47783750, 76260000), (50323750, 78800000)]
13:34:42: [INFO] Routing SW22 with D22
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW22:2' at (252571250, 52070000) with pad 'D22:2' at (255111250, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(252571250, 52070000), (252571250, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(252571250, 57210000), (255111250, 59750000)]
13:34:42: [INFO] Routing SW21 with D21
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW21:2' at (235902500, 33020000) with pad 'D21:2' at (238442500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(235902500, 33020000), (235902500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(235902500, 38160000), (238442500, 40700000)]
13:34:42: [INFO] Routing SW20 with D20
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW20:2' at (221615000, 52070000) with pad 'D20:2' at (224155000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(221615000, 52070000), (221615000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(221615000, 57210000), (224155000, 59750000)]
13:34:42: [INFO] Routing SW19 with D19
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW19:2' at (183515000, 52070000) with pad 'D19:2' at (186055000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(183515000, 52070000), (183515000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(183515000, 57210000), (186055000, 59750000)]
13:34:42: [INFO] Routing SW18 with D18
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW18:2' at (164465000, 52070000) with pad 'D18:2' at (167005000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(164465000, 52070000), (164465000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(164465000, 57210000), (167005000, 59750000)]
13:34:42: [INFO] Routing SW17 with D17
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW17:2' at (145415000, 52070000) with pad 'D17:2' at (147955000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(145415000, 52070000), (145415000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(145415000, 57210000), (147955000, 59750000)]
13:34:42: [INFO] Routing SW16 with D16
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW16:2' at (126365000, 52070000) with pad 'D16:2' at (128905000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(126365000, 52070000), (126365000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(126365000, 57210000), (128905000, 59750000)]
13:34:42: [INFO] Routing SW15 with D15
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW15:2' at (107315000, 52070000) with pad 'D15:2' at (109855000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(107315000, 52070000), (107315000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(107315000, 57210000), (109855000, 59750000)]
13:34:42: [INFO] Routing SW14 with D14
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW14:2' at (88265000, 52070000) with pad 'D14:2' at (90805000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(88265000, 52070000), (88265000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(88265000, 57210000), (90805000, 59750000)]
13:34:42: [INFO] Routing SW13 with D13
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW13:2' at (69215000, 52070000) with pad 'D13:2' at (71755000, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(69215000, 52070000), (69215000, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(69215000, 57210000), (71755000, 59750000)]
13:34:42: [INFO] Routing SW12 with D12
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW12:2' at (43021250, 52070000) with pad 'D12:2' at (45561250, 59750000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(43021250, 52070000), (43021250, 57210000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(43021250, 57210000), (45561250, 59750000)]
13:34:42: [INFO] Routing SW11 with D11
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW11:2' at (259715000, 33020000) with pad 'D11:2' at (262255000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(259715000, 33020000), (259715000, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(259715000, 38160000), (262255000, 40700000)]
13:34:42: [INFO] Routing SW10 with D10
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW10:2' at (216852500, 33020000) with pad 'D10:2' at (219392500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(216852500, 33020000), (216852500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(216852500, 38160000), (219392500, 40700000)]
13:34:42: [INFO] Routing SW9 with D9
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW9:2' at (197802500, 33020000) with pad 'D9:2' at (200342500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(197802500, 33020000), (197802500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(197802500, 38160000), (200342500, 40700000)]
13:34:42: [INFO] Routing SW8 with D8
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW8:2' at (178752500, 33020000) with pad 'D8:2' at (181292500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(178752500, 33020000), (178752500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(178752500, 38160000), (181292500, 40700000)]
13:34:42: [INFO] Routing SW7 with D7
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW7:2' at (159702500, 33020000) with pad 'D7:2' at (162242500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(159702500, 33020000), (159702500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(159702500, 38160000), (162242500, 40700000)]
13:34:42: [INFO] Routing SW6 with D6
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW6:2' at (140652500, 33020000) with pad 'D6:2' at (143192500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(140652500, 33020000), (140652500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(140652500, 38160000), (143192500, 40700000)]
13:34:42: [INFO] Routing SW5 with D5
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW5:2' at (121602500, 33020000) with pad 'D5:2' at (124142500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(121602500, 33020000), (121602500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(121602500, 38160000), (124142500, 40700000)]
13:34:42: [INFO] Routing SW4 with D4
13:34:42: [INFO] Using internal autorouter method
