=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:39:58: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrBEAYBp1SAIDeoAeoBccCMA6ArAX3gkk1kRXTnGwHYCioAmM4gZhagBYylUNrG9OMVwdIANjE1QAXUgAoMJmgtlpIsuYbI7eL0oChoZd22jtkuYtCMVRW+uG2t5ABaVGhJzp4V+2QS8bSFNvc29JPT8qPCIAZwBbSlAAJwB7ABcAfQBTAGNMUiDcSFwAHQA7Suqq2prKnJgovhijEvF6uq6anNIrYCRE5NAg1jthMcdQMZd9DBxAojHdCZCWMdF+0E5x7ZIWHdnQdwxPIh2VuawAox3wq5w6eKSMVMzcgqmAdw8iE7gzsISjROqCujlmP1Bi9hCwfqdirsSo4HjdES5QCUVpi1jIZEA
13:40:01: [INFO] Routing pad 'SW17:1' at (53340000, 73660000) with pad 'SW24:1' at (53340000, 92710000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(53340000, 73660000), (53340000, 92710000)]
13:40:01: [INFO] Routing pad 'SW24:1' at (53340000, 92710000) with pad 'SW30:1' at (53340000, 111760000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(53340000, 92710000), (53340000, 111760000)]
13:40:01: [INFO] Routing pad 'SW30:1' at (53340000, 111760000) with pad 'SW35:1' at (72390000, 130810000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW10:1' at (53340000, 54610000) with pad 'SW2:1' at (81915000, 35560000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(53340000, 54610000), (72390000, 35560000)]
13:40:01: [INFO] Adding track segment (F.Cu): [(72390000, 35560000), (81915000, 35560000)]
13:40:01: [INFO] Routing ROW2 pads
13:40:01: [INFO] Routing pad 'D16:1' at (43180000, 81600000) with pad 'D17:1' at (62230000, 81600000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(43180000, 81600000), (62230000, 81600000)]
13:40:01: [INFO] Routing pad 'D17:1' at (62230000, 81600000) with pad 'D18:1' at (81280000, 81600000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(62230000, 81600000), (81280000, 81600000)]
13:40:01: [INFO] Routing pad 'D18:1' at (81280000, 81600000) with pad 'D19:1' at (100330000, 91125000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(81280000, 81600000), (90805000, 91125000)]
13:40:01: [INFO] Adding track segment (B.Cu): [(90805000, 91125000), (100330000, 91125000)]
13:40:01: [INFO] Routing pad 'D19:1' at (100330000, 91125000) with pad 'D20:1' at (124142500, 81600000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(100330000, 91125000), (114617500, 91125000)]
13:40:01: [INFO] Adding track segment (B.Cu): [(114617500, 91125000), (124142500, 81600000)]
13:40:01: [INFO] Routing pad 'D20:1' at (124142500, 81600000) with pad 'D21:1' at (143192500, 81600000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(124142500, 81600000), (143192500, 81600000)]
13:40:01: [INFO] Routing pad 'D21:1' at (143192500, 81600000) with pad 'D22:1' at (162242500, 81600000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(143192500, 81600000), (162242500, 81600000)]
13:40:01: [INFO] Routing COL4 pads
13:40:01: [INFO] Routing pad 'SW13:1' at (115252500, 54610000) with pad 'SW20:1' at (115252500, 73660000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(115252500, 54610000), (115252500, 73660000)]
13:40:01: [INFO] Routing pad 'SW20:1' at (115252500, 73660000) with pad 'SW27:1' at (134302500, 92710000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW13:1' at (115252500, 54610000) with pad 'SW5:1' at (153352500, 35560000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW27:1' at (134302500, 92710000) with pad 'SW38:1' at (153352500, 130810000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing ROW5 pads
13:40:01: [INFO] Routing pad 'D34:1' at (52705000, 138750000) with pad 'D35:1' at (81280000, 138750000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(52705000, 138750000), (81280000, 138750000)]
13:40:01: [INFO] Routing pad 'D35:1' at (81280000, 138750000) with pad 'D36:1' at (124142500, 138750000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(81280000, 138750000), (124142500, 138750000)]
13:40:01: [INFO] Routing pad 'D36:1' at (124142500, 138750000) with pad 'D37:1' at (143192500, 138750000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(124142500, 138750000), (143192500, 138750000)]
13:40:01: [INFO] Routing pad 'D37:1' at (143192500, 138750000) with pad 'D38:1' at (162242500, 138750000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(143192500, 138750000), (162242500, 138750000)]
13:40:01: [INFO] Routing pad 'D41:1' at (197605000, 126725000) with pad 'D39:1' at (183317500, 79100000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'D38:1' at (162242500, 138750000) with pad 'D41:1' at (197605000, 126725000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(162242500, 138750000), (185580000, 138750000)]
13:40:01: [INFO] Adding track segment (B.Cu): [(185580000, 138750000), (197605000, 126725000)]
13:40:01: [INFO] Routing pad 'D39:1' at (183317500, 79100000) with pad 'D40:1' at (211892500, 79100000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(183317500, 79100000), (211892500, 79100000)]
13:40:01: [INFO] Could not add track segment due to detected collision
13:40:01: [INFO] Routing COL3 pads
13:40:01: [INFO] Routing pad 'SW12:1' at (91440000, 54610000) with pad 'SW19:1' at (91440000, 83185000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(91440000, 54610000), (91440000, 83185000)]
13:40:01: [INFO] Routing pad 'SW26:1' at (115252500, 92710000) with pad 'SW32:1' at (91440000, 121285000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW19:1' at (91440000, 83185000) with pad 'SW26:1' at (115252500, 92710000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(91440000, 83185000), (105727500, 83185000)]
13:40:01: [INFO] Adding track segment (F.Cu): [(105727500, 83185000), (115252500, 92710000)]
13:40:01: [INFO] Routing pad 'SW12:1' at (91440000, 54610000) with pad 'SW4:1' at (134302500, 35560000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW26:1' at (115252500, 92710000) with pad 'SW37:1' at (134302500, 130810000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(115252500, 92710000), (115252500, 111760000)]
13:40:01: [INFO] Adding track segment (F.Cu): [(115252500, 111760000), (134302500, 130810000)]
13:40:01: [INFO] Routing COL6 pads
13:40:01: [INFO] Routing pad 'SW15:1' at (153352500, 54610000) with pad 'SW22:1' at (153352500, 73660000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(153352500, 54610000), (153352500, 73660000)]
13:40:01: [INFO] Routing pad 'SW15:1' at (153352500, 54610000) with pad 'SW7:1' at (196215000, 35560000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW7:1' at (196215000, 35560000) with pad 'SW40:S1' at (221312500, 78700000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing COL5 pads
13:40:01: [INFO] Routing pad 'SW14:1' at (134302500, 54610000) with pad 'SW21:1' at (134302500, 73660000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(134302500, 54610000), (134302500, 73660000)]
13:40:01: [INFO] Routing pad 'SW28:1' at (153352500, 92710000) with pad 'SW33:1' at (134302500, 111760000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW21:1' at (134302500, 73660000) with pad 'SW28:1' at (153352500, 92710000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW39:S1' at (192737500, 78700000) with pad 'SW6:1' at (177165000, 35560000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing pad 'SW28:1' at (153352500, 92710000) with pad 'SW39:S1' at (192737500, 78700000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(153352500, 92710000), (178727500, 92710000)]
13:40:01: [INFO] Adding track segment (F.Cu): [(178727500, 92710000), (192737500, 78700000)]
13:40:01: [INFO] Routing COL2 pads
13:40:01: [INFO] Routing pad 'SW11:1' at (72390000, 54610000) with pad 'SW18:1' at (72390000, 73660000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(72390000, 54610000), (72390000, 73660000)]
13:40:01: [INFO] Routing pad 'SW18:1' at (72390000, 73660000) with pad 'SW25:1' at (72390000, 92710000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(72390000, 73660000), (72390000, 92710000)]
13:40:01: [INFO] Routing pad 'SW25:1' at (72390000, 92710000) with pad 'SW31:1' at (72390000, 111760000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(72390000, 92710000), (72390000, 111760000)]
13:40:01: [INFO] Routing pad 'SW11:1' at (72390000, 54610000) with pad 'SW3:1' at (115252500, 35560000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(72390000, 54610000), (91440000, 35560000)]
13:40:01: [INFO] Adding track segment (F.Cu): [(91440000, 35560000), (115252500, 35560000)]
13:40:01: [INFO] Routing pad 'SW31:1' at (72390000, 111760000) with pad 'SW36:1' at (115252500, 130810000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Routing ROW4 pads
13:40:01: [INFO] Routing pad 'D29:1' at (43180000, 119700000) with pad 'D30:1' at (62230000, 119700000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(43180000, 119700000), (62230000, 119700000)]
13:40:01: [INFO] Routing pad 'D30:1' at (62230000, 119700000) with pad 'D31:1' at (81280000, 119700000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(62230000, 119700000), (81280000, 119700000)]
13:40:01: [INFO] Routing pad 'D31:1' at (81280000, 119700000) with pad 'D32:1' at (100330000, 129225000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(81280000, 119700000), (90805000, 129225000)]
13:40:01: [INFO] Adding track segment (B.Cu): [(90805000, 129225000), (100330000, 129225000)]
13:40:01: [INFO] Routing pad 'D32:1' at (100330000, 129225000) with pad 'D33:1' at (143192500, 119700000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(100330000, 129225000), (109855000, 119700000)]
13:40:01: [INFO] Adding track segment (B.Cu): [(109855000, 119700000), (143192500, 119700000)]
13:40:01: [INFO] Routing ROW1 pads
13:40:01: [INFO] Routing pad 'D9:1' at (43180000, 62550000) with pad 'D10:1' at (62230000, 62550000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(43180000, 62550000), (62230000, 62550000)]
13:40:01: [INFO] Routing pad 'D10:1' at (62230000, 62550000) with pad 'D11:1' at (81280000, 62550000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(62230000, 62550000), (81280000, 62550000)]
13:40:01: [INFO] Routing pad 'D11:1' at (81280000, 62550000) with pad 'D12:1' at (100330000, 62550000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(81280000, 62550000), (100330000, 62550000)]
13:40:01: [INFO] Routing pad 'D12:1' at (100330000, 62550000) with pad 'D13:1' at (124142500, 62550000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(100330000, 62550000), (124142500, 62550000)]
13:40:01: [INFO] Routing pad 'D13:1' at (124142500, 62550000) with pad 'D14:1' at (143192500, 62550000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(124142500, 62550000), (143192500, 62550000)]
13:40:01: [INFO] Routing pad 'D14:1' at (143192500, 62550000) with pad 'D15:1' at (162242500, 62550000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(143192500, 62550000), (162242500, 62550000)]
13:40:01: [INFO] Routing ROW3 pads
13:40:01: [INFO] Routing pad 'D23:1' at (43180000, 100650000) with pad 'D24:1' at (62230000, 100650000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(43180000, 100650000), (62230000, 100650000)]
13:40:01: [INFO] Routing pad 'D24:1' at (62230000, 100650000) with pad 'D25:1' at (81280000, 100650000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(62230000, 100650000), (81280000, 100650000)]
13:40:01: [INFO] Routing pad 'D25:1' at (81280000, 100650000) with pad 'D26:1' at (124142500, 100650000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(81280000, 100650000), (124142500, 100650000)]
13:40:01: [INFO] Routing pad 'D26:1' at (124142500, 100650000) with pad 'D27:1' at (143192500, 100650000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(124142500, 100650000), (143192500, 100650000)]
13:40:01: [INFO] Routing pad 'D27:1' at (143192500, 100650000) with pad 'D28:1' at (162242500, 100650000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(143192500, 100650000), (162242500, 100650000)]
13:40:01: [INFO] Routing COL0 pads
13:40:01: [INFO] Routing pad 'SW1:1' at (34290000, 35560000) with pad 'SW9:1' at (34290000, 54610000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(34290000, 35560000), (34290000, 54610000)]
13:40:01: [INFO] Routing pad 'SW9:1' at (34290000, 54610000) with pad 'SW16:1' at (34290000, 73660000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(34290000, 54610000), (34290000, 73660000)]
13:40:01: [INFO] Routing pad 'SW16:1' at (34290000, 73660000) with pad 'SW23:1' at (34290000, 92710000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(34290000, 73660000), (34290000, 92710000)]
13:40:01: [INFO] Routing pad 'SW23:1' at (34290000, 92710000) with pad 'SW29:1' at (34290000, 111760000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(34290000, 92710000), (34290000, 111760000)]
13:40:01: [INFO] Routing pad 'SW29:1' at (34290000, 111760000) with pad 'SW34:1' at (43815000, 130810000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (F.Cu): [(34290000, 111760000), (34290000, 121285000)]
13:40:01: [INFO] Adding track segment (F.Cu): [(34290000, 121285000), (43815000, 130810000)]
13:40:01: [INFO] Routing ROW0 pads
13:40:01: [INFO] Routing pad 'D1:1' at (43180000, 43500000) with pad 'D2:1' at (90805000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (90805000, 43500000)]
13:40:01: [INFO] Routing pad 'D2:1' at (90805000, 43500000) with pad 'D3:1' at (124142500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(90805000, 43500000), (124142500, 43500000)]
13:40:01: [INFO] Routing pad 'D3:1' at (124142500, 43500000) with pad 'D4:1' at (143192500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(124142500, 43500000), (143192500, 43500000)]
13:40:01: [INFO] Routing pad 'D4:1' at (143192500, 43500000) with pad 'D5:1' at (162242500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(143192500, 43500000), (162242500, 43500000)]
13:40:01: [INFO] Routing pad 'D5:1' at (162242500, 43500000) with pad 'D6:1' at (186055000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(162242500, 43500000), (186055000, 43500000)]
13:40:01: [INFO] Routing pad 'D6:1' at (186055000, 43500000) with pad 'D7:1' at (205105000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(186055000, 43500000), (205105000, 43500000)]
13:40:01: [INFO] Routing pad 'D7:1' at (205105000, 43500000) with pad 'D8:1' at (224155000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:01: [INFO] Adding track segment (B.Cu): [(205105000, 43500000), (224155000, 43500000)]
13:40:01: [INFO] Removing dangling tracks
