=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:28:45: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreAvgGgQBi7uDhAB6xy4B0ATAKw5TlICCrbmD+AjEXltb3D4AzIPwAWXqXJU62PrTFYAbEuRKAHFPBl4s2vKFYAnEq6FOWLj0tcBxHTJoHboh7oqV6CAM4BbJgAnAHsAFwB9AFNIaw4+LloAHQA7FLTUjPSUyMIAXSwAKDBwAE8nOgZ-JjjwLgJtaHgkSBbWmrqbBDr7Lqw3XskGOsUhlUE69VGtUdNR83GrTtqrHohGhEQ2dgYAd3JqQw7+6T0vQ6tFfKKIPfguM4Zqeod15taWmqelp57wJ-6-lhBggniMQWNHlhJuDpuDZuD5pDYkjVowmpstsxBLc4PcXAjjo5TvjAQlwFdijj7sgScJnnA1kxEO8PoY6Us6b86QC6cDwHSwfyIQg6dChbChfChYiRYsGky0OhdvtnGyrISPFRvGiNpisWqyRSbiq5AxxPTGeiWdBDOalubfuaAea+ebBebVGaoYJzRLzVK7RYGTqWJjseRqSS7RqIw8EHbLoVih4uOJnAwyvAALRUGkMV4oRXqW1WSRG0rkHPphAFvXhu6qhj0IPGhumhD0Tqt3GNjv8bQ45S98D0QX0KWdoMjuXllPCasV7O57UFovFpvqwSdvmdy65IA
13:28:52: [INFO] Adding track segment (B.Cu): [(121602500, 113982500), (121602500, 119122500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(121602500, 119122500), (124142500, 121662500)]
13:28:52: [INFO] Routing SW62 with D62
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW62:2' at (102552500, 113982500) with pad 'D62:2' at (105092500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(102552500, 113982500), (102552500, 119122500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(102552500, 119122500), (105092500, 121662500)]
13:28:52: [INFO] Routing SW61 with D61
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW61:2' at (83502500, 113982500) with pad 'D61:2' at (86042500, 121662500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(83502500, 113982500), (83502500, 119122500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(83502500, 119122500), (86042500, 121662500)]
13:28:52: [INFO] Routing SW60 with D60
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW60:2' at (52546250, 113982500) with pad 'D60:2' at (55086250, 121662500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(52546250, 113982500), (52546250, 119122500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(52546250, 119122500), (55086250, 121662500)]
13:28:52: [INFO] Routing SW59 with D59
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW59:2' at (335915000, 94932500) with pad 'D59:2' at (338455000, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(335915000, 94932500), (335915000, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(335915000, 100072500), (338455000, 102612500)]
13:28:52: [INFO] Routing SW58 with D58
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW58:2' at (295433750, 94932500) with pad 'D58:2' at (297973750, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(295433750, 94932500), (295433750, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(295433750, 100072500), (297973750, 102612500)]
13:28:52: [INFO] Routing SW57 with D57
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW57:2' at (264477500, 94932500) with pad 'D57:2' at (267017500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(264477500, 94932500), (264477500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(264477500, 100072500), (267017500, 102612500)]
13:28:52: [INFO] Routing SW56 with D56
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW56:2' at (245427500, 94932500) with pad 'D56:2' at (247967500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(245427500, 94932500), (245427500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(245427500, 100072500), (247967500, 102612500)]
13:28:52: [INFO] Routing SW55 with D55
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW55:2' at (226377500, 94932500) with pad 'D55:2' at (228917500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(226377500, 94932500), (226377500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(226377500, 100072500), (228917500, 102612500)]
13:28:52: [INFO] Routing SW54 with D54
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW54:2' at (207327500, 94932500) with pad 'D54:2' at (209867500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(207327500, 94932500), (207327500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(207327500, 100072500), (209867500, 102612500)]
13:28:52: [INFO] Routing SW53 with D53
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW53:2' at (188277500, 94932500) with pad 'D53:2' at (190817500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(188277500, 94932500), (188277500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(188277500, 100072500), (190817500, 102612500)]
13:28:52: [INFO] Routing SW52 with D52
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW52:2' at (169227500, 94932500) with pad 'D52:2' at (171767500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(169227500, 94932500), (169227500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(169227500, 100072500), (171767500, 102612500)]
13:28:52: [INFO] Routing SW51 with D51
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW51:2' at (150177500, 94932500) with pad 'D51:2' at (152717500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(150177500, 94932500), (150177500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(150177500, 100072500), (152717500, 102612500)]
13:28:52: [INFO] Routing SW50 with D50
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW50:2' at (131127500, 94932500) with pad 'D50:2' at (133667500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(131127500, 94932500), (131127500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(131127500, 100072500), (133667500, 102612500)]
13:28:52: [INFO] Routing SW49 with D49
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW49:2' at (112077500, 94932500) with pad 'D49:2' at (114617500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(112077500, 94932500), (112077500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(112077500, 100072500), (114617500, 102612500)]
13:28:52: [INFO] Routing SW48 with D48
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW48:2' at (93027500, 94932500) with pad 'D48:2' at (95567500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(93027500, 94932500), (93027500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(93027500, 100072500), (95567500, 102612500)]
13:28:52: [INFO] Routing SW47 with D47
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW47:2' at (73977500, 94932500) with pad 'D47:2' at (76517500, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(73977500, 94932500), (73977500, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(73977500, 100072500), (76517500, 102612500)]
13:28:52: [INFO] Routing SW46 with D46
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW46:2' at (47783750, 94932500) with pad 'D46:2' at (50323750, 102612500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(47783750, 94932500), (47783750, 100072500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(47783750, 100072500), (50323750, 102612500)]
13:28:52: [INFO] Routing SW45 with D45
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW45:2' at (335915000, 75882500) with pad 'D45:2' at (338455000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(335915000, 75882500), (335915000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(335915000, 81022500), (338455000, 83562500)]
13:28:52: [INFO] Routing SW44 with D44
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW44:2' at (302577500, 75882500) with pad 'D44:2' at (305117500, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(302577500, 75882500), (302577500, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(302577500, 81022500), (305117500, 83562500)]
13:28:52: [INFO] Routing SW43 with D43
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW43:2' at (278765000, 75882500) with pad 'D43:2' at (281305000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(278765000, 75882500), (278765000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(278765000, 81022500), (281305000, 83562500)]
13:28:52: [INFO] Routing SW42 with D42
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW42:2' at (259715000, 75882500) with pad 'D42:2' at (262255000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(259715000, 75882500), (259715000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(259715000, 81022500), (262255000, 83562500)]
13:28:52: [INFO] Routing SW41 with D41
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW41:2' at (240665000, 75882500) with pad 'D41:2' at (243205000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(240665000, 75882500), (240665000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(240665000, 81022500), (243205000, 83562500)]
13:28:52: [INFO] Routing SW40 with D40
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW40:2' at (221615000, 75882500) with pad 'D40:2' at (224155000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(221615000, 75882500), (221615000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(221615000, 81022500), (224155000, 83562500)]
13:28:52: [INFO] Routing SW39 with D39
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW39:2' at (202565000, 75882500) with pad 'D39:2' at (205105000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(202565000, 75882500), (202565000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(202565000, 81022500), (205105000, 83562500)]
13:28:52: [INFO] Routing SW38 with D38
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW38:2' at (183515000, 75882500) with pad 'D38:2' at (186055000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(183515000, 75882500), (183515000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(183515000, 81022500), (186055000, 83562500)]
13:28:52: [INFO] Routing SW37 with D37
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW37:2' at (164465000, 75882500) with pad 'D37:2' at (167005000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(164465000, 75882500), (164465000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(164465000, 81022500), (167005000, 83562500)]
13:28:52: [INFO] Routing SW36 with D36
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW36:2' at (145415000, 75882500) with pad 'D36:2' at (147955000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(145415000, 75882500), (145415000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(145415000, 81022500), (147955000, 83562500)]
13:28:52: [INFO] Routing SW35 with D35
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW35:2' at (126365000, 75882500) with pad 'D35:2' at (128905000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(126365000, 75882500), (126365000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(126365000, 81022500), (128905000, 83562500)]
13:28:52: [INFO] Routing SW34 with D34
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW34:2' at (107315000, 75882500) with pad 'D34:2' at (109855000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(107315000, 75882500), (107315000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(107315000, 81022500), (109855000, 83562500)]
13:28:52: [INFO] Routing SW33 with D33
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW33:2' at (88265000, 75882500) with pad 'D33:2' at (90805000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(88265000, 75882500), (88265000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(88265000, 81022500), (90805000, 83562500)]
13:28:52: [INFO] Routing SW32 with D32
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW32:2' at (69215000, 75882500) with pad 'D32:2' at (71755000, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(69215000, 75882500), (69215000, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(69215000, 81022500), (71755000, 83562500)]
13:28:52: [INFO] Routing SW31 with D31
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW31:2' at (45402500, 75882500) with pad 'D31:2' at (47942500, 83562500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(45402500, 75882500), (45402500, 81022500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(45402500, 81022500), (47942500, 83562500)]
13:28:52: [INFO] Routing SW30 with D30
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW30:2' at (335915000, 56832500) with pad 'D30:2' at (338455000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(335915000, 56832500), (335915000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(335915000, 61972500), (338455000, 64512500)]
13:28:52: [INFO] Routing SW29 with D29
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW29:2' at (297815000, 56832500) with pad 'D29:2' at (300355000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(297815000, 56832500), (297815000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(297815000, 61972500), (300355000, 64512500)]
13:28:52: [INFO] Routing SW28 with D28
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW28:2' at (269240000, 56832500) with pad 'D28:2' at (271780000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(269240000, 56832500), (269240000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(269240000, 61972500), (271780000, 64512500)]
13:28:52: [INFO] Routing SW27 with D27
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW27:2' at (250190000, 56832500) with pad 'D27:2' at (252730000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(250190000, 56832500), (250190000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(250190000, 61972500), (252730000, 64512500)]
13:28:52: [INFO] Routing SW26 with D26
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW26:2' at (231140000, 56832500) with pad 'D26:2' at (233680000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(231140000, 56832500), (231140000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(231140000, 61972500), (233680000, 64512500)]
13:28:52: [INFO] Routing SW25 with D25
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW25:2' at (212090000, 56832500) with pad 'D25:2' at (214630000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(212090000, 56832500), (212090000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(212090000, 61972500), (214630000, 64512500)]
13:28:52: [INFO] Routing SW24 with D24
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW24:2' at (193040000, 56832500) with pad 'D24:2' at (195580000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:52: [INFO] Adding track segment (B.Cu): [(193040000, 56832500), (193040000, 61972500)]
13:28:52: [INFO] Adding track segment (B.Cu): [(193040000, 61972500), (195580000, 64512500)]
13:28:52: [INFO] Routing SW23 with D23
13:28:52: [INFO] Using internal autorouter method
13:28:52: [INFO] Routing pad 'SW23:2' at (173990000, 56832500) with pad 'D23:2' at (176530000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(173990000, 56832500), (173990000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(173990000, 61972500), (176530000, 64512500)]
13:28:53: [INFO] Routing SW22 with D22
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW22:2' at (154940000, 56832500) with pad 'D22:2' at (157480000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(154940000, 56832500), (154940000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(154940000, 61972500), (157480000, 64512500)]
13:28:53: [INFO] Routing SW21 with D21
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW21:2' at (135890000, 56832500) with pad 'D21:2' at (138430000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(135890000, 56832500), (135890000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(135890000, 61972500), (138430000, 64512500)]
13:28:53: [INFO] Routing SW20 with D20
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW20:2' at (116840000, 56832500) with pad 'D20:2' at (119380000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(116840000, 56832500), (116840000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(116840000, 61972500), (119380000, 64512500)]
13:28:53: [INFO] Routing SW19 with D19
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW19:2' at (97790000, 56832500) with pad 'D19:2' at (100330000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(97790000, 56832500), (97790000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(97790000, 61972500), (100330000, 64512500)]
13:28:53: [INFO] Routing SW18 with D18
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW18:2' at (78740000, 56832500) with pad 'D18:2' at (81280000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(78740000, 56832500), (78740000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(78740000, 61972500), (81280000, 64512500)]
13:28:53: [INFO] Routing SW17 with D17
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW17:2' at (59690000, 56832500) with pad 'D17:2' at (62230000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(59690000, 56832500), (59690000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(59690000, 61972500), (62230000, 64512500)]
13:28:53: [INFO] Routing SW16 with D16
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW16:2' at (40640000, 56832500) with pad 'D16:2' at (43180000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(40640000, 56832500), (40640000, 61972500)]
13:28:53: [INFO] Adding track segment (B.Cu): [(40640000, 61972500), (43180000, 64512500)]
13:28:53: [INFO] Routing SW15 with D15
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW15:S2' at (340375000, 35600000) with pad 'D15:2' at (330955000, 38200000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(340375000, 35600000), (333555000, 35600000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(333555000, 35600000), (330955000, 38200000)]
13:28:53: [INFO] Routing SW14 with D14
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW14:2' at (307340000, 33020000) with pad 'D14:2' at (309880000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(307340000, 33020000), (307340000, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(307340000, 38160000), (309880000, 40700000)]
13:28:53: [INFO] Routing SW13 with D13
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW13:2' at (283527500, 33020000) with pad 'D13:2' at (286067500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(283527500, 33020000), (283527500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(283527500, 38160000), (286067500, 40700000)]
13:28:53: [INFO] Routing SW12 with D12
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW12:2' at (264477500, 33020000) with pad 'D12:2' at (267017500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(264477500, 33020000), (264477500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(264477500, 38160000), (267017500, 40700000)]
13:28:53: [INFO] Routing SW11 with D11
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW11:2' at (245427500, 33020000) with pad 'D11:2' at (247967500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(245427500, 33020000), (245427500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(245427500, 38160000), (247967500, 40700000)]
13:28:53: [INFO] Routing SW10 with D10
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW10:2' at (226377500, 33020000) with pad 'D10:2' at (228917500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(226377500, 33020000), (226377500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(226377500, 38160000), (228917500, 40700000)]
13:28:53: [INFO] Routing SW9 with D9
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW9:2' at (202565000, 33020000) with pad 'D9:2' at (205105000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(202565000, 33020000), (202565000, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(202565000, 38160000), (205105000, 40700000)]
13:28:53: [INFO] Routing SW8 with D8
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW8:2' at (183515000, 33020000) with pad 'D8:2' at (186055000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(183515000, 33020000), (183515000, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(183515000, 38160000), (186055000, 40700000)]
13:28:53: [INFO] Routing SW7 with D7
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW7:2' at (164465000, 33020000) with pad 'D7:2' at (167005000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(164465000, 33020000), (164465000, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(164465000, 38160000), (167005000, 40700000)]
13:28:53: [INFO] Routing SW6 with D6
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW6:2' at (145415000, 33020000) with pad 'D6:2' at (147955000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(145415000, 33020000), (145415000, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(145415000, 38160000), (147955000, 40700000)]
13:28:53: [INFO] Routing SW5 with D5
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW5:2' at (121602500, 33020000) with pad 'D5:2' at (124142500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(121602500, 33020000), (121602500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(121602500, 38160000), (124142500, 40700000)]
13:28:53: [INFO] Routing SW4 with D4
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW4:2' at (102552500, 33020000) with pad 'D4:2' at (105092500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(102552500, 33020000), (102552500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(102552500, 38160000), (105092500, 40700000)]
13:28:53: [INFO] Routing SW3 with D3
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW3:2' at (83502500, 33020000) with pad 'D3:2' at (86042500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(83502500, 33020000), (83502500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(83502500, 38160000), (86042500, 40700000)]
13:28:53: [INFO] Routing SW2 with D2
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW2:2' at (64452500, 33020000) with pad 'D2:2' at (66992500, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(64452500, 33020000), (64452500, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(64452500, 38160000), (66992500, 40700000)]
13:28:53: [INFO] Routing SW1 with D1
13:28:53: [INFO] Using internal autorouter method
13:28:53: [INFO] Routing pad 'SW1:2' at (40640000, 33020000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:53: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:28:53: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:28:53: [INFO] Routing COL1 pads
