=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:28:21: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreAvgGgQBi7uDhNPEpBZZjuPgIxF5YBMjtWAzG-gCzdYBWfgDZ+yfgA5+ATn51CNeg0VY6rYlFgJEAQz362Ady3NsTOlxV0+AXSwAoMOGPw6AOgFnwdAoxJbySgpqBB9lUJY2H0sIvhofIXisUSTxJKkk2ST5KNVw71V1OAgXOHdPbJj-Ml19PRCC63A7RxKtd2QKhGZfDVJtIOCvHvyeovAemImsOO7BNh6UubS5jLmsuZyaEfDq7TR0GlLmN2Yu6Ys-TRq6+uHVWwcnY9Pzjl7i64HBhvf89-G7ym71m4HeiQQ7yWYKwKxhaxhGxhW0+-SQtx0Rnabk6Xj+uy+gSCv1UVUJtTqJKaLWe2LOXh4HzarleDNUV1K7npNEZRT2RKoRy0wlZPJmVzRFIMQpZ3IQjJWzLKovlWDWEAAHlpcB4aJLBtA2Wo2IzLmLqTYgA
13:28:22: [INFO] Add Net-(D7-A) net
13:28:22: [INFO] Add Net-(D8-A) net
13:28:22: [INFO] Add Net-(D9-A) net
13:28:22: [INFO] Add ROW0 net
13:28:22: [INFO] Add ROW1 net
13:28:22: [INFO] Add ROW2 net
13:28:22: [INFO] Add ROW3 net
13:28:22: [INFO] Add ROW4 net
13:28:22: [INFO] Add SW1 footprint
13:28:22: [INFO] Add D1 footprint
13:28:22: [INFO] Add SW2 footprint
13:28:22: [INFO] Add D2 footprint
13:28:22: [INFO] Add SW3 footprint
13:28:22: [INFO] Add D3 footprint
13:28:22: [INFO] Add SW4 footprint
13:28:22: [INFO] Add D4 footprint
13:28:22: [INFO] Add SW5 footprint
13:28:22: [INFO] Add D5 footprint
13:28:22: [INFO] Add SW6 footprint
13:28:22: [INFO] Add D6 footprint
13:28:22: [INFO] Add SW7 footprint
13:28:22: [INFO] Add D7 footprint
13:28:22: [INFO] Add SW8 footprint
13:28:22: [INFO] Add D8 footprint
13:28:22: [INFO] Add SW9 footprint
13:28:22: [INFO] Add D9 footprint
13:28:22: [INFO] Add SW10 footprint
13:28:22: [INFO] Add D10 footprint
13:28:22: [INFO] Add SW11 footprint
13:28:22: [INFO] Add D11 footprint
13:28:22: [INFO] Add SW12 footprint
13:28:23: [INFO] Add D12 footprint
13:28:23: [INFO] Add SW13 footprint
13:28:23: [INFO] Add D13 footprint
13:28:23: [INFO] Add SW14 footprint
13:28:23: [INFO] Add D14 footprint
13:28:23: [INFO] Add ST14 footprint
13:28:23: [INFO] Add SW15 footprint
13:28:23: [INFO] Add D15 footprint
13:28:23: [INFO] Add SW16 footprint
13:28:23: [INFO] Add D16 footprint
13:28:23: [INFO] Add SW17 footprint
13:28:23: [INFO] Add D17 footprint
13:28:23: [INFO] Add SW18 footprint
13:28:23: [INFO] Add D18 footprint
13:28:23: [INFO] Add SW19 footprint
13:28:23: [INFO] Add D19 footprint
13:28:23: [INFO] Add SW20 footprint
13:28:23: [INFO] Add D20 footprint
13:28:23: [INFO] Add SW21 footprint
13:28:23: [INFO] Add D21 footprint
13:28:23: [INFO] Add SW22 footprint
13:28:23: [INFO] Add D22 footprint
13:28:23: [INFO] Add SW23 footprint
13:28:23: [INFO] Add D23 footprint
13:28:23: [INFO] Add SW24 footprint
13:28:23: [INFO] Add D24 footprint
13:28:23: [INFO] Add SW25 footprint
13:28:23: [INFO] Add D25 footprint
13:28:23: [INFO] Add SW26 footprint
13:28:23: [INFO] Add D26 footprint
13:28:23: [INFO] Add SW27 footprint
13:28:23: [INFO] Add D27 footprint
13:28:23: [INFO] Add SW28 footprint
13:28:23: [INFO] Add D28 footprint
13:28:23: [INFO] Add SW29 footprint
13:28:23: [INFO] Add D29 footprint
13:28:23: [INFO] Add SW30 footprint
13:28:23: [INFO] Add D30 footprint
13:28:23: [INFO] Add SW31 footprint
13:28:23: [INFO] Add D31 footprint
13:28:24: [INFO] Add SW32 footprint
13:28:24: [INFO] Add D32 footprint
13:28:24: [INFO] Add SW33 footprint
13:28:24: [INFO] Add D33 footprint
13:28:24: [INFO] Add SW34 footprint
13:28:24: [INFO] Add D34 footprint
13:28:24: [INFO] Add SW35 footprint
13:28:24: [INFO] Add D35 footprint
13:28:24: [INFO] Add SW36 footprint
13:28:24: [INFO] Add D36 footprint
13:28:24: [INFO] Add SW37 footprint
13:28:24: [INFO] Add D37 footprint
13:28:24: [INFO] Add SW38 footprint
13:28:24: [INFO] Add D38 footprint
13:28:24: [INFO] Add SW39 footprint
13:28:24: [INFO] Add D39 footprint
13:28:24: [INFO] Add SW40 footprint
13:28:24: [INFO] Add D40 footprint
13:28:24: [INFO] Add SW41 footprint
13:28:24: [INFO] Add D41 footprint
13:28:24: [INFO] Add SW42 footprint
13:28:24: [INFO] Add D42 footprint
13:28:24: [INFO] Add SW43 footprint
13:28:24: [INFO] Add D43 footprint
13:28:24: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:28:24: [INFO] Add ST43 footprint
13:28:24: [INFO] Add SW44 footprint
13:28:24: [INFO] Add D44 footprint
13:28:24: [INFO] Add SW45 footprint
13:28:24: [INFO] Add D45 footprint
13:28:24: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:28:24: [INFO] Add ST45 footprint
13:28:24: [INFO] Add SW46 footprint
13:28:24: [INFO] Add D46 footprint
13:28:24: [INFO] Add SW47 footprint
13:28:24: [INFO] Add D47 footprint
13:28:24: [INFO] Add SW48 footprint
13:28:24: [INFO] Add D48 footprint
13:28:24: [INFO] Add SW49 footprint
13:28:24: [INFO] Add D49 footprint
13:28:24: [INFO] Add SW50 footprint
13:28:24: [INFO] Add D50 footprint
13:28:24: [INFO] Add SW51 footprint
13:28:24: [INFO] Add D51 footprint
13:28:24: [INFO] Add SW52 footprint
13:28:24: [INFO] Add D52 footprint
13:28:24: [INFO] Add SW53 footprint
13:28:24: [INFO] Add D53 footprint
13:28:24: [INFO] Add SW54 footprint
13:28:24: [INFO] Add D54 footprint
13:28:24: [INFO] Add SW55 footprint
13:28:25: [INFO] Add D55 footprint
13:28:25: [INFO] Add SW56 footprint
13:28:25: [INFO] Add D56 footprint
13:28:25: [INFO] Add SW57 footprint
13:28:25: [INFO] Add D57 footprint
13:28:25: [INFO] Add SW58 footprint
13:28:25: [INFO] Add D58 footprint
13:28:25: [INFO] Add SW59 footprint
13:28:25: [INFO] Add D59 footprint
13:28:25: [INFO] Add SW60 footprint
13:28:25: [INFO] Add D60 footprint
13:28:25: [INFO] Add SW61 footprint
13:28:25: [INFO] Add D61 footprint
13:28:25: [INFO] Add SW62 footprint
13:28:25: [INFO] Add D62 footprint
13:28:25: [INFO] Add ST62 footprint
13:28:25: [INFO] Add SW63 footprint
13:28:25: [INFO] Add D63 footprint
13:28:25: [INFO] Add SW64 footprint
13:28:25: [INFO] Add D64 footprint
13:28:25: [INFO] Add SW65 footprint
13:28:25: [INFO] Add D65 footprint
13:28:25: [INFO] Add SW66 footprint
13:28:25: [INFO] Add D66 footprint
13:28:25: [INFO] Add SW67 footprint
13:28:25: [INFO] Add D67 footprint
13:28:25: [INFO] Detected layout convertible to matrix annotated keyboard
13:28:25: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:28:25: [INFO] Layout offset: (28575000, 28575000)
13:28:25: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:28:25: [INFO] Placing additional elements for SW67
13:28:25: [INFO] Placing additional elements for SW66
13:28:25: [INFO] Placing additional elements for SW65
13:28:25: [INFO] Placing additional elements for SW64
13:28:25: [INFO] Placing additional elements for SW63
13:28:25: [INFO] Placing additional elements for SW62
13:28:25: [INFO] Placing additional elements for SW61
13:28:25: [INFO] Placing additional elements for SW60
13:28:25: [INFO] Placing additional elements for SW59
13:28:25: [INFO] Placing additional elements for SW58
13:28:25: [INFO] Placing additional elements for SW57
13:28:25: [INFO] Placing additional elements for SW56
13:28:25: [INFO] Placing additional elements for SW55
13:28:25: [INFO] Placing additional elements for SW54
13:28:25: [INFO] Placing additional elements for SW53
13:28:25: [INFO] Placing additional elements for SW52
13:28:25: [INFO] Placing additional elements for SW51
13:28:25: [INFO] Placing additional elements for SW50
13:28:25: [INFO] Placing additional elements for SW49
13:28:25: [INFO] Placing additional elements for SW48
13:28:25: [INFO] Placing additional elements for SW47
13:28:25: [INFO] Placing additional elements for SW46
13:28:25: [INFO] Placing additional elements for SW45
13:28:25: [INFO] Placing additional elements for SW44
13:28:25: [INFO] Placing additional elements for SW43
13:28:25: [INFO] Placing additional elements for SW42
13:28:25: [INFO] Placing additional elements for SW41
13:28:25: [INFO] Placing additional elements for SW40
13:28:25: [INFO] Placing additional elements for SW39
13:28:25: [INFO] Placing additional elements for SW38
13:28:25: [INFO] Placing additional elements for SW37
13:28:25: [INFO] Placing additional elements for SW36
13:28:25: [INFO] Placing additional elements for SW35
13:28:25: [INFO] Placing additional elements for SW34
13:28:25: [INFO] Placing additional elements for SW33
13:28:25: [INFO] Placing additional elements for SW32
13:28:25: [INFO] Placing additional elements for SW31
13:28:25: [INFO] Placing additional elements for SW30
13:28:25: [INFO] Placing additional elements for SW29
13:28:25: [INFO] Placing additional elements for SW28
13:28:25: [INFO] Placing additional elements for SW27
13:28:25: [INFO] Placing additional elements for SW26
13:28:25: [INFO] Placing additional elements for SW25
13:28:25: [INFO] Placing additional elements for SW24
13:28:25: [INFO] Placing additional elements for SW23
13:28:25: [INFO] Placing additional elements for SW22
13:28:25: [INFO] Placing additional elements for SW21
13:28:25: [INFO] Placing additional elements for SW20
13:28:25: [INFO] Placing additional elements for SW19
13:28:25: [INFO] Placing additional elements for SW18
13:28:25: [INFO] Placing additional elements for SW17
13:28:25: [INFO] Placing additional elements for SW16
13:28:25: [INFO] Placing additional elements for SW15
13:28:25: [INFO] Placing additional elements for SW14
13:28:25: [INFO] Placing additional elements for SW13
13:28:25: [INFO] Placing additional elements for SW12
13:28:25: [INFO] Placing additional elements for SW11
13:28:25: [INFO] Placing additional elements for SW10
13:28:25: [INFO] Placing additional elements for SW9
13:28:25: [INFO] Placing additional elements for SW8
13:28:25: [INFO] Placing additional elements for SW7
13:28:25: [INFO] Placing additional elements for SW6
13:28:25: [INFO] Placing additional elements for SW5
13:28:25: [INFO] Placing additional elements for SW4
13:28:25: [INFO] Placing additional elements for SW3
13:28:25: [INFO] Placing additional elements for SW2
13:28:25: [INFO] Placing additional elements for SW1
13:28:25: [INFO] Routing SW67 with D67
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW67:2' at (326390000, 109220000) with pad 'D67:2' at (328930000, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(326390000, 109220000), (326390000, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(326390000, 114360000), (328930000, 116900000)]
13:28:25: [INFO] Routing SW66 with D66
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW66:2' at (307340000, 109220000) with pad 'D66:2' at (309880000, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(307340000, 109220000), (307340000, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(307340000, 114360000), (309880000, 116900000)]
13:28:25: [INFO] Routing SW65 with D65
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW65:2' at (288290000, 109220000) with pad 'D65:2' at (290830000, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(288290000, 109220000), (288290000, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(288290000, 114360000), (290830000, 116900000)]
13:28:25: [INFO] Routing SW64 with D64
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW64:2' at (257333750, 109220000) with pad 'D64:2' at (259873750, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(257333750, 109220000), (257333750, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(257333750, 114360000), (259873750, 116900000)]
13:28:25: [INFO] Routing SW63 with D63
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW63:2' at (233521250, 109220000) with pad 'D63:2' at (236061250, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(233521250, 109220000), (233521250, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(233521250, 114360000), (236061250, 116900000)]
13:28:25: [INFO] Routing SW62 with D62
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW62:2' at (162083750, 109220000) with pad 'D62:2' at (164623750, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(162083750, 109220000), (162083750, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(162083750, 114360000), (164623750, 116900000)]
13:28:25: [INFO] Routing SW61 with D61
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW61:2' at (90646250, 109220000) with pad 'D61:2' at (93186250, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(90646250, 109220000), (90646250, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(90646250, 114360000), (93186250, 116900000)]
13:28:25: [INFO] Routing SW60 with D60
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW60:2' at (66833750, 109220000) with pad 'D60:2' at (69373750, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(66833750, 109220000), (66833750, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(66833750, 114360000), (69373750, 116900000)]
13:28:25: [INFO] Routing SW59 with D59
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW59:2' at (43021250, 109220000) with pad 'D59:2' at (45561250, 116900000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(43021250, 109220000), (43021250, 114360000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(43021250, 114360000), (45561250, 116900000)]
13:28:25: [INFO] Routing SW58 with D58
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW58:2' at (326390000, 90170000) with pad 'D58:2' at (328930000, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(326390000, 90170000), (326390000, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(326390000, 95310000), (328930000, 97850000)]
13:28:25: [INFO] Routing SW57 with D57
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW57:2' at (307340000, 90170000) with pad 'D57:2' at (309880000, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(307340000, 90170000), (307340000, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(307340000, 95310000), (309880000, 97850000)]
13:28:25: [INFO] Routing SW56 with D56
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW56:2' at (281146250, 90170000) with pad 'D56:2' at (283686250, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(281146250, 90170000), (281146250, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(281146250, 95310000), (283686250, 97850000)]
13:28:25: [INFO] Routing SW55 with D55
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW55:2' at (254952500, 90170000) with pad 'D55:2' at (257492500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(254952500, 90170000), (254952500, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(254952500, 95310000), (257492500, 97850000)]
13:28:25: [INFO] Routing SW54 with D54
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW54:2' at (235902500, 90170000) with pad 'D54:2' at (238442500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(235902500, 90170000), (235902500, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(235902500, 95310000), (238442500, 97850000)]
13:28:25: [INFO] Routing SW53 with D53
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW53:2' at (216852500, 90170000) with pad 'D53:2' at (219392500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(216852500, 90170000), (216852500, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(216852500, 95310000), (219392500, 97850000)]
13:28:25: [INFO] Routing SW52 with D52
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW52:2' at (197802500, 90170000) with pad 'D52:2' at (200342500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:25: [INFO] Adding track segment (B.Cu): [(197802500, 90170000), (197802500, 95310000)]
13:28:25: [INFO] Adding track segment (B.Cu): [(197802500, 95310000), (200342500, 97850000)]
13:28:25: [INFO] Routing SW51 with D51
13:28:25: [INFO] Using internal autorouter method
13:28:25: [INFO] Routing pad 'SW51:2' at (178752500, 90170000) with pad 'D51:2' at (181292500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(178752500, 90170000), (178752500, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(178752500, 95310000), (181292500, 97850000)]
13:28:26: [INFO] Routing SW50 with D50
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW50:2' at (159702500, 90170000) with pad 'D50:2' at (162242500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(159702500, 90170000), (159702500, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(159702500, 95310000), (162242500, 97850000)]
13:28:26: [INFO] Routing SW49 with D49
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW49:2' at (140652500, 90170000) with pad 'D49:2' at (143192500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(140652500, 90170000), (140652500, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(140652500, 95310000), (143192500, 97850000)]
13:28:26: [INFO] Routing SW48 with D48
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW48:2' at (121602500, 90170000) with pad 'D48:2' at (124142500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(121602500, 90170000), (121602500, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(121602500, 95310000), (124142500, 97850000)]
13:28:26: [INFO] Routing SW47 with D47
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW47:2' at (102552500, 90170000) with pad 'D47:2' at (105092500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(102552500, 90170000), (102552500, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(102552500, 95310000), (105092500, 97850000)]
13:28:26: [INFO] Routing SW46 with D46
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW46:2' at (83502500, 90170000) with pad 'D46:2' at (86042500, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(83502500, 90170000), (83502500, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(83502500, 95310000), (86042500, 97850000)]
13:28:26: [INFO] Routing SW45 with D45
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW45:2' at (52546250, 90170000) with pad 'D45:2' at (55086250, 97850000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(52546250, 90170000), (52546250, 95310000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(52546250, 95310000), (55086250, 97850000)]
13:28:26: [INFO] Routing SW44 with D44
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW44:2' at (326390000, 71120000) with pad 'D44:2' at (328930000, 78800000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(326390000, 71120000), (326390000, 76260000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(326390000, 76260000), (328930000, 78800000)]
13:28:26: [INFO] Routing SW43 with D43
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW43:2' at (295433750, 71120000) with pad 'D43:2' at (297973750, 78800000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(295433750, 71120000), (295433750, 76260000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(295433750, 76260000), (297973750, 78800000)]
13:28:26: [INFO] Routing SW42 with D42
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW42:2' at (264477500, 71120000) with pad 'D42:2' at (267017500, 78800000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(264477500, 71120000), (264477500, 76260000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(264477500, 76260000), (267017500, 78800000)]
13:28:26: [INFO] Routing SW41 with D41
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW41:2' at (245427500, 71120000) with pad 'D41:2' at (247967500, 78800000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(245427500, 71120000), (245427500, 76260000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(245427500, 76260000), (247967500, 78800000)]
13:28:26: [INFO] Routing SW40 with D40
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW40:2' at (226377500, 71120000) with pad 'D40:2' at (228917500, 78800000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(226377500, 71120000), (226377500, 76260000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(226377500, 76260000), (228917500, 78800000)]
13:28:26: [INFO] Routing SW39 with D39
13:28:26: [INFO] Using internal autorouter method
13:28:26: [INFO] Routing pad 'SW39:2' at (207327500, 71120000) with pad 'D39:2' at (209867500, 78800000) using coordinate system rotated by 0 degree(s)
13:28:26: [INFO] Adding track segment (B.Cu): [(207327500, 71120000), (207327500, 76260000)]
13:28:26: [INFO] Adding track segment (B.Cu): [(207327500, 76260000), (209867500, 78800000)]
